e-persona-you,e-persona-human,e-chain-of-thought,baseline,e-chat-history,e-implcit-target
"{'closeness': 0.9239130434782609, 'similarity_metrics': 0.99485785, 'contradiction': 0.28787580132484436, 'evidence_accuracy': 0.45098039215686275, 'evidence_precision': 0.2835820895522388, 'evidence_recall': 0.3064516129032258, 'evidence_f1': 0.2945736434108527, 'crest_accuracy': 0.4659090909090909, 'crest_precision': 0.5906040268456376, 'crest_recall': 0.40930232558139534, 'crest_f1': 0.4835164835164835}","{'closeness': 0.9242424242424242, 'similarity_metrics': 0.9941331, 'contradiction': 0.33150941133499146, 'evidence_accuracy': 0.4479638009049774, 'evidence_precision': 0.2814814814814815, 'evidence_recall': 0.3064516129032258, 'evidence_f1': 0.29343629343629346, 'crest_accuracy': 0.4659090909090909, 'crest_precision': 0.5906040268456376, 'crest_recall': 0.40930232558139534, 'crest_f1': 0.4835164835164835}","{'closeness': 0.9917654808959157, 'similarity_metrics': 0.9997493, 'contradiction': 0.9107571244239807, 'evidence_accuracy': 0.6349924585218703, 'evidence_precision': 1.0, 'evidence_recall': 0.024193548387096774, 'evidence_f1': 0.047244094488188976, 'crest_accuracy': 0.39204545454545453, 'crest_precision': 1.0, 'crest_recall': 0.004651162790697674, 'crest_f1': 0.009259259259259259}","{'closeness': 0.924901185770751, 'similarity_metrics': 0.99485785, 'contradiction': 0.2922534644603729, 'evidence_accuracy': 0.4555052790346908, 'evidence_precision': 0.28679245283018867, 'evidence_recall': 0.3064516129032258, 'evidence_f1': 0.29629629629629634, 'crest_accuracy': 0.4659090909090909, 'crest_precision': 0.5918367346938775, 'crest_recall': 0.4046511627906977, 'crest_f1': 0.48066298342541436}","{'closeness': 0.9318181818181819, 'similarity_metrics': 0.9976003, 'contradiction': 0.9910827875137329, 'evidence_accuracy': 0.6772247360482655, 'evidence_precision': 0.8863636363636364, 'evidence_recall': 0.15725806451612903, 'evidence_f1': 0.26712328767123283, 'crest_accuracy': 0.4034090909090909, 'crest_precision': 0.8, 'crest_recall': 0.037037037037037035, 'crest_f1': 0.07079646017699115}","{'closeness': 0.9199604743083004, 'similarity_metrics': 0.9961982, 'contradiction': 0.9646516442298889, 'evidence_accuracy': 0.4660633484162896, 'evidence_precision': 0.30223880597014924, 'evidence_recall': 0.32661290322580644, 'evidence_f1': 0.31395348837209297, 'crest_accuracy': 0.4914772727272727, 'crest_precision': 0.618421052631579, 'crest_recall': 0.4372093023255814, 'crest_f1': 0.5122615803814715}"
"{'closeness': 0.542008843967151, 'similarity_metrics': 0.80550766, 'contradiction': 0.30311319231987, 'evidence_accuracy': 0.37383177570093457, 'evidence_precision': 0.1522491349480969, 'evidence_recall': 0.21890547263681592, 'evidence_f1': 0.1795918367346939, 'crest_accuracy': 0.6411764705882353, 'crest_precision': 0.6517241379310345, 'crest_recall': 0.9, 'crest_f1': 0.756}","{'closeness': 0.542008843967151, 'similarity_metrics': 0.80550766, 'contradiction': 0.30311319231987, 'evidence_accuracy': 0.37383177570093457, 'evidence_precision': 0.1522491349480969, 'evidence_recall': 0.21890547263681592, 'evidence_f1': 0.1795918367346939, 'crest_accuracy': 0.6411764705882353, 'crest_precision': 0.6517241379310345, 'crest_recall': 0.9, 'crest_f1': 0.756}","{'closeness': 0.009791535060012624, 'similarity_metrics': 0.100948006, 'contradiction': 0.21980807185173035, 'evidence_accuracy': 0.3130841121495327, 'evidence_precision': 0.3130841121495327, 'evidence_recall': 1.0, 'evidence_f1': 0.4768683274021352, 'crest_accuracy': 0.6147058823529412, 'crest_precision': 0.6147058823529412, 'crest_recall': 1.0, 'crest_f1': 0.761384335154827}","{'closeness': 0.542008843967151, 'similarity_metrics': 0.80550766, 'contradiction': 0.30311319231987, 'evidence_accuracy': 0.37383177570093457, 'evidence_precision': 0.1522491349480969, 'evidence_recall': 0.21890547263681592, 'evidence_f1': 0.1795918367346939, 'crest_accuracy': 0.6411764705882353, 'crest_precision': 0.6517241379310345, 'crest_recall': 0.9, 'crest_f1': 0.756}","{'closeness': 0.009791535060012624, 'similarity_metrics': 0.100948006, 'contradiction': 0.21980807185173035, 'evidence_accuracy': 0.3130841121495327, 'evidence_precision': 0.3130841121495327, 'evidence_recall': 1.0, 'evidence_f1': 0.4768683274021352, 'crest_accuracy': 0.6147058823529412, 'crest_precision': 0.6147058823529412, 'crest_recall': 1.0, 'crest_f1': 0.761384335154827}","{'closeness': 1.0, 'similarity_metrics': 1.0000001, 'contradiction': 0.04194779694080353, 'evidence_accuracy': 0.6869158878504673, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.38529411764705884, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.9658428772352823, 'similarity_metrics': 0.99680877, 'contradiction': 0.013272161595523357, 'evidence_accuracy': 0.45129224652087474, 'evidence_precision': 0.3563218390804598, 'evidence_recall': 0.1949685534591195, 'evidence_f1': 0.25203252032520324, 'crest_accuracy': 0.4844124700239808, 'crest_precision': 0.6036036036036037, 'crest_recall': 0.2815126050420168, 'crest_f1': 0.3839541547277937}","{'closeness': 0.9646373317259394, 'similarity_metrics': 0.99680877, 'contradiction': 0.01699676737189293, 'evidence_accuracy': 0.4542743538767396, 'evidence_precision': 0.36259541984732824, 'evidence_recall': 0.19916142557651992, 'evidence_f1': 0.2571041948579161, 'crest_accuracy': 0.4844124700239808, 'crest_precision': 0.6036036036036037, 'crest_recall': 0.2815126050420168, 'crest_f1': 0.3839541547277937}","{'closeness': 0.0, 'similarity_metrics': 0.017972589, 'contradiction': 0.7508920431137085, 'evidence_accuracy': 0.474155069582505, 'evidence_precision': 0.474155069582505, 'evidence_recall': 1.0, 'evidence_f1': 0.6432906271072151, 'crest_accuracy': 0.5683453237410072, 'crest_precision': 0.5683453237410072, 'crest_recall': 1.0, 'crest_f1': 0.7247706422018348}","{'closeness': 0.9646373317259394, 'similarity_metrics': 0.99680877, 'contradiction': 0.013272161595523357, 'evidence_accuracy': 0.4532803180914513, 'evidence_precision': 0.3612167300380228, 'evidence_recall': 0.19916142557651992, 'evidence_f1': 0.25675675675675674, 'crest_accuracy': 0.48201438848920863, 'crest_precision': 0.5982142857142857, 'crest_recall': 0.2815126050420168, 'crest_f1': 0.38285714285714284}","{'closeness': 0.8167570825798673, 'similarity_metrics': 0.84017223, 'contradiction': 0.006141165737062693, 'evidence_accuracy': 0.31809145129224653, 'evidence_precision': 0.22133333333333333, 'evidence_recall': 0.1740041928721174, 'evidence_f1': 0.19483568075117372, 'crest_accuracy': 0.4028776978417266, 'crest_precision': 0.4769874476987448, 'crest_recall': 0.4789915966386555, 'crest_f1': 0.4779874213836478}","{'closeness': 0.9453486035764517, 'similarity_metrics': 0.9759931, 'contradiction': 0.9792775511741638, 'evidence_accuracy': 0.4671968190854871, 'evidence_precision': 0.35609756097560974, 'evidence_recall': 0.1530398322851153, 'evidence_f1': 0.21407624633431085, 'crest_accuracy': 0.5107913669064749, 'crest_precision': 0.6976744186046512, 'crest_recall': 0.25210084033613445, 'crest_f1': 0.37037037037037035}"
"{'closeness': 0.9919893190921228, 'similarity_metrics': 0.99878085, 'contradiction': 0.031110713258385658, 'evidence_accuracy': 0.685064935064935, 'evidence_precision': 0.5, 'evidence_recall': 0.010309278350515464, 'evidence_f1': 0.020202020202020204, 'crest_accuracy': 0.4253246753246753, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9919893190921228, 'similarity_metrics': 0.99878085, 'contradiction': 0.031110713258385658, 'evidence_accuracy': 0.685064935064935, 'evidence_precision': 0.5, 'evidence_recall': 0.010309278350515464, 'evidence_f1': 0.020202020202020204, 'crest_accuracy': 0.4253246753246753, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.009925366379320621, 'evidence_accuracy': 0.685064935064935, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4318181818181818, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9913217623497997, 'similarity_metrics': 0.99878085, 'contradiction': 0.031110713258385658, 'evidence_accuracy': 0.685064935064935, 'evidence_precision': 0.5, 'evidence_recall': 0.010309278350515464, 'evidence_f1': 0.020202020202020204, 'crest_accuracy': 0.4253246753246753, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 1.0, 'similarity_metrics': 0.99293184, 'contradiction': 0.01643134281039238, 'evidence_accuracy': 0.6818181818181818, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.42857142857142855, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9853137516688919, 'similarity_metrics': 0.9862043, 'contradiction': 0.06820233166217804, 'evidence_accuracy': 0.6753246753246753, 'evidence_precision': 0.2, 'evidence_recall': 0.010309278350515464, 'evidence_f1': 0.0196078431372549, 'crest_accuracy': 0.42857142857142855, 'crest_precision': 0.4, 'crest_recall': 0.011428571428571429, 'crest_f1': 0.02222222222222222}"
"{'closeness': 0.023648648648648685, 'similarity_metrics': 0.57452416, 'contradiction': 0.025085289031267166, 'evidence_accuracy': 0.15652818991097922, 'evidence_precision': 0.14058956916099774, 'evidence_recall': 1.0, 'evidence_f1': 0.24652087475149106, 'crest_accuracy': 0.6054216867469879, 'crest_precision': 0.5987654320987654, 'crest_recall': 0.9948717948717949, 'crest_f1': 0.7475915221579962}","{'closeness': 0.023648648648648685, 'similarity_metrics': 0.57452416, 'contradiction': 0.025085289031267166, 'evidence_accuracy': 0.15652818991097922, 'evidence_precision': 0.14058956916099774, 'evidence_recall': 1.0, 'evidence_f1': 0.24652087475149106, 'crest_accuracy': 0.6054216867469879, 'crest_precision': 0.5987654320987654, 'crest_recall': 0.9948717948717949, 'crest_f1': 0.7475915221579962}","{'closeness': 0.004553466509988224, 'similarity_metrics': 0.08739981, 'contradiction': 0.06916647404432297, 'evidence_accuracy': 0.13798219584569732, 'evidence_precision': 0.13798219584569732, 'evidence_recall': 1.0, 'evidence_f1': 0.242503259452412, 'crest_accuracy': 0.5873493975903614, 'crest_precision': 0.5873493975903614, 'crest_recall': 1.0, 'crest_f1': 0.7400379506641366}","{'closeness': 0.023648648648648685, 'similarity_metrics': 0.57452416, 'contradiction': 0.025085289031267166, 'evidence_accuracy': 0.15652818991097922, 'evidence_precision': 0.14058956916099774, 'evidence_recall': 1.0, 'evidence_f1': 0.24652087475149106, 'crest_accuracy': 0.6054216867469879, 'crest_precision': 0.5987654320987654, 'crest_recall': 0.9948717948717949, 'crest_f1': 0.7475915221579962}","{'closeness': 0.6617215041128084, 'similarity_metrics': 0.99729604, 'contradiction': 0.2527485191822052, 'evidence_accuracy': 0.6283382789317508, 'evidence_precision': 0.16129032258064516, 'evidence_recall': 0.4032258064516129, 'evidence_f1': 0.2304147465437788, 'crest_accuracy': 0.4126506024096386, 'crest_precision': 0.5, 'crest_recall': 0.005128205128205128, 'crest_f1': 0.010152284263959392}","{'closeness': 0.6601057579318449, 'similarity_metrics': 0.9973379, 'contradiction': 0.014736330136656761, 'evidence_accuracy': 0.6268545994065282, 'evidence_precision': 0.16059957173447537, 'evidence_recall': 0.4032258064516129, 'evidence_f1': 0.22970903522205208, 'crest_accuracy': 0.4126506024096386, 'crest_precision': 0.5, 'crest_recall': 0.005128205128205128, 'crest_f1': 0.010152284263959392}"
"{'closeness': 0.9435744469301516, 'similarity_metrics': 0.99833775, 'contradiction': 0.9716861248016357, 'evidence_accuracy': 0.5378048780487805, 'evidence_precision': 0.273015873015873, 'evidence_recall': 0.3644067796610169, 'evidence_f1': 0.31215970961887474, 'crest_accuracy': 0.5138121546961326, 'crest_precision': 0.6524822695035462, 'crest_recall': 0.4200913242009132, 'crest_f1': 0.5111111111111112}","{'closeness': 0.9473030077056923, 'similarity_metrics': 0.99833775, 'contradiction': 0.9716861248016357, 'evidence_accuracy': 0.5317073170731708, 'evidence_precision': 0.26129032258064516, 'evidence_recall': 0.3432203389830508, 'evidence_f1': 0.29670329670329676, 'crest_accuracy': 0.5138121546961326, 'crest_precision': 0.6524822695035462, 'crest_recall': 0.4200913242009132, 'crest_f1': 0.5111111111111112}","{'closeness': 0.007705692269450615, 'similarity_metrics': 0.051621795, 'contradiction': 0.25882312655448914, 'evidence_accuracy': 0.28780487804878047, 'evidence_precision': 0.28780487804878047, 'evidence_recall': 1.0, 'evidence_f1': 0.4469696969696969, 'crest_accuracy': 0.6022099447513812, 'crest_precision': 0.6022099447513812, 'crest_recall': 1.0, 'crest_f1': 0.7517241379310344}","{'closeness': 0.9430773054934128, 'similarity_metrics': 0.99833775, 'contradiction': 0.9716861248016357, 'evidence_accuracy': 0.5378048780487805, 'evidence_precision': 0.273015873015873, 'evidence_recall': 0.3644067796610169, 'evidence_f1': 0.31215970961887474, 'crest_accuracy': 0.5138121546961326, 'crest_precision': 0.6524822695035462, 'crest_recall': 0.4200913242009132, 'crest_f1': 0.5111111111111112}","{'closeness': 0.9913323427439327, 'similarity_metrics': 1.0000002, 'contradiction': 0.004039708990603685, 'evidence_accuracy': 0.7219512195121951, 'evidence_precision': 1.0, 'evidence_recall': 0.03389830508474576, 'evidence_f1': 0.06557377049180328, 'crest_accuracy': 0.39779005524861877, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.11508824260502115, 'similarity_metrics': 0.62646955, 'contradiction': 0.9460126161575317, 'evidence_accuracy': 0.275609756097561, 'evidence_precision': 0.2561307901907357, 'evidence_recall': 0.7966101694915254, 'evidence_f1': 0.3876288659793814, 'crest_accuracy': 0.6132596685082873, 'crest_precision': 0.6095505617977528, 'crest_recall': 0.9954128440366973, 'crest_f1': 0.7560975609756097}"
"{'closeness': 0.9898042414355628, 'similarity_metrics': 0.9797088, 'contradiction': 0.566848874092102, 'evidence_accuracy': 0.9203187250996016, 'evidence_precision': 0.125, 'evidence_recall': 0.029411764705882353, 'evidence_f1': 0.047619047619047616, 'crest_accuracy': 0.4296675191815857, 'crest_precision': 0.8888888888888888, 'crest_recall': 0.034782608695652174, 'crest_f1': 0.06694560669456066}","{'closeness': 0.9898042414355628, 'similarity_metrics': 0.9797088, 'contradiction': 0.566848874092102, 'evidence_accuracy': 0.9203187250996016, 'evidence_precision': 0.125, 'evidence_recall': 0.029411764705882353, 'evidence_f1': 0.047619047619047616, 'crest_accuracy': 0.4296675191815857, 'crest_precision': 0.8888888888888888, 'crest_recall': 0.034782608695652174, 'crest_f1': 0.06694560669456066}","{'closeness': 0.9987765089722676, 'similarity_metrics': 0.99805665, 'contradiction': 0.32431507110595703, 'evidence_accuracy': 0.9342629482071713, 'evidence_precision': 1.0, 'evidence_recall': 0.029411764705882353, 'evidence_f1': 0.05714285714285715, 'crest_accuracy': 0.4117647058823529, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9893964110929854, 'similarity_metrics': 0.9797088, 'contradiction': 0.566848874092102, 'evidence_accuracy': 0.9183266932270916, 'evidence_precision': 0.1111111111111111, 'evidence_recall': 0.029411764705882353, 'evidence_f1': 0.04651162790697674, 'crest_accuracy': 0.4296675191815857, 'crest_precision': 0.8888888888888888, 'crest_recall': 0.034782608695652174, 'crest_f1': 0.06694560669456066}","{'closeness': 0.9947175944737912, 'similarity_metrics': 0.9430777, 'contradiction': 0.33235830068588257, 'evidence_accuracy': 0.9302788844621513, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.029411764705882353, 'evidence_f1': 0.05405405405405406, 'crest_accuracy': 0.41687979539641945, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.008733624454148471, 'crest_f1': 0.017241379310344827}","{'closeness': 0.99836867862969, 'similarity_metrics': 0.99805665, 'contradiction': 0.32431507110595703, 'evidence_accuracy': 0.9342629482071713, 'evidence_precision': 1.0, 'evidence_recall': 0.029411764705882353, 'evidence_f1': 0.05714285714285715, 'crest_accuracy': 0.4117647058823529, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.9298245614035088, 'similarity_metrics': 0.99355876, 'contradiction': 0.027059663087129593, 'evidence_accuracy': 0.7734138972809668, 'evidence_precision': 0.6455696202531646, 'evidence_recall': 0.2056451612903226, 'evidence_f1': 0.3119266055045872, 'crest_accuracy': 0.39420289855072466, 'crest_precision': 1.0, 'crest_recall': 0.014150943396226415, 'crest_f1': 0.02790697674418605}","{'closeness': 0.9298245614035088, 'similarity_metrics': 0.99355876, 'contradiction': 0.027059663087129593, 'evidence_accuracy': 0.7734138972809668, 'evidence_precision': 0.6455696202531646, 'evidence_recall': 0.2056451612903226, 'evidence_f1': 0.3119266055045872, 'crest_accuracy': 0.39420289855072466, 'crest_precision': 1.0, 'crest_recall': 0.014150943396226415, 'crest_f1': 0.02790697674418605}","{'closeness': 0.006798245614035081, 'similarity_metrics': 0.037870586, 'contradiction': 0.09073818475008011, 'evidence_accuracy': 0.25075528700906347, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'crest_accuracy': 0.6115942028985507, 'crest_precision': 0.6115942028985507, 'crest_recall': 1.0, 'crest_f1': 0.7589928057553957}","{'closeness': 0.9298245614035088, 'similarity_metrics': 0.99355876, 'contradiction': 0.027059663087129593, 'evidence_accuracy': 0.7734138972809668, 'evidence_precision': 0.6455696202531646, 'evidence_recall': 0.2056451612903226, 'evidence_f1': 0.3119266055045872, 'crest_accuracy': 0.39420289855072466, 'crest_precision': 1.0, 'crest_recall': 0.014150943396226415, 'crest_f1': 0.02790697674418605}","{'closeness': 0.9300438596491228, 'similarity_metrics': 0.9939931, 'contradiction': 0.02287798747420311, 'evidence_accuracy': 0.7744209466263847, 'evidence_precision': 0.6538461538461539, 'evidence_recall': 0.2056451612903226, 'evidence_f1': 0.3128834355828221, 'crest_accuracy': 0.391304347826087, 'crest_precision': 1.0, 'crest_recall': 0.004739336492890996, 'crest_f1': 0.009433962264150945}","{'closeness': 0.924780701754386, 'similarity_metrics': 0.9912278, 'contradiction': 0.9503737688064575, 'evidence_accuracy': 0.7623363544813696, 'evidence_precision': 0.5697674418604651, 'evidence_recall': 0.1975806451612903, 'evidence_f1': 0.2934131736526946, 'crest_accuracy': 0.4057971014492754, 'crest_precision': 0.7692307692307693, 'crest_recall': 0.04716981132075472, 'crest_f1': 0.08888888888888889}"
"{'closeness': 0.9863013698630136, 'similarity_metrics': 0.9995059, 'contradiction': 0.06309319287538528, 'evidence_accuracy': 0.46867167919799496, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.020833333333333332, 'evidence_f1': 0.03636363636363636, 'crest_accuracy': 0.3323170731707317, 'crest_precision': 0.3793103448275862, 'crest_recall': 0.05188679245283019, 'crest_f1': 0.09128630705394192}","{'closeness': 0.984779299847793, 'similarity_metrics': 0.9995059, 'contradiction': 0.04976937919855118, 'evidence_accuracy': 0.48370927318295737, 'evidence_precision': 0.29411764705882354, 'evidence_recall': 0.052083333333333336, 'evidence_f1': 0.08849557522123895, 'crest_accuracy': 0.32621951219512196, 'crest_precision': 0.37142857142857144, 'crest_recall': 0.06132075471698113, 'crest_f1': 0.10526315789473684}","{'closeness': 0.9959493670886076, 'similarity_metrics': 0.99995005, 'contradiction': 0.08256178349256516, 'evidence_accuracy': 0.5213032581453634, 'evidence_precision': 1.0, 'evidence_recall': 0.005208333333333333, 'evidence_f1': 0.010362694300518135, 'crest_accuracy': 0.3597560975609756, 'crest_precision': 1.0, 'crest_recall': 0.004739336492890996, 'crest_f1': 0.009433962264150945}","{'closeness': 0.9863013698630136, 'similarity_metrics': 0.9995059, 'contradiction': 0.06309319287538528, 'evidence_accuracy': 0.46867167919799496, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.020833333333333332, 'evidence_f1': 0.03636363636363636, 'crest_accuracy': 0.3323170731707317, 'crest_precision': 0.3793103448275862, 'crest_recall': 0.05188679245283019, 'crest_f1': 0.09128630705394192}","{'closeness': 0.9989852866565195, 'similarity_metrics': 0.99737036, 'contradiction': 0.07804018259048462, 'evidence_accuracy': 0.5162907268170426, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3597560975609756, 'crest_precision': 1.0, 'crest_recall': 0.004739336492890996, 'crest_f1': 0.009433962264150945}","{'closeness': 0.9994929006085193, 'similarity_metrics': 1.0000001, 'contradiction': 0.07804018259048462, 'evidence_accuracy': 0.518796992481203, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3567073170731707, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.8871391076115486, 'similarity_metrics': 0.9286852, 'contradiction': 0.18680858612060547, 'evidence_accuracy': 0.6464155528554071, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.1940700808625337, 'crest_precision': 0.3064516129032258, 'crest_recall': 0.2511013215859031, 'crest_f1': 0.2760290556900727}","{'closeness': 0.8871391076115486, 'similarity_metrics': 0.9286852, 'contradiction': 0.18680858612060547, 'evidence_accuracy': 0.6464155528554071, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.1940700808625337, 'crest_precision': 0.3064516129032258, 'crest_recall': 0.2511013215859031, 'crest_f1': 0.2760290556900727}","{'closeness': 0.9978525411596277, 'similarity_metrics': 1.0, 'contradiction': 0.0033276607282459736, 'evidence_accuracy': 0.7582017010935601, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3881401617250674, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.8871391076115486, 'similarity_metrics': 0.9286852, 'contradiction': 0.18680858612060547, 'evidence_accuracy': 0.6464155528554071, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.1940700808625337, 'crest_precision': 0.3064516129032258, 'crest_recall': 0.2511013215859031, 'crest_f1': 0.2760290556900727}","{'closeness': 0.9713672154617037, 'similarity_metrics': 0.9980453, 'contradiction': 0.14517557621002197, 'evidence_accuracy': 0.6172539489671932, 'evidence_precision': 0.22169811320754718, 'evidence_recall': 0.23857868020304568, 'evidence_f1': 0.22982885085574573, 'crest_accuracy': 0.353099730458221, 'crest_precision': 0.45962732919254656, 'crest_recall': 0.32599118942731276, 'crest_f1': 0.38144329896907214}","{'closeness': 0.849439274636125, 'similarity_metrics': 0.90087235, 'contradiction': 0.2267894297838211, 'evidence_accuracy': 0.5370595382746051, 'evidence_precision': 0.03535353535353535, 'evidence_recall': 0.03553299492385787, 'evidence_f1': 0.035443037974683546, 'crest_accuracy': 0.19946091644204852, 'crest_precision': 0.31382978723404253, 'crest_recall': 0.2599118942731278, 'crest_f1': 0.28433734939759037}"
"{'closeness': 0.47733011307498074, 'similarity_metrics': 0.91886497, 'contradiction': 0.2816414535045624, 'evidence_accuracy': 0.3928199791883455, 'evidence_precision': 0.23059701492537313, 'evidence_recall': 0.6943820224719102, 'evidence_f1': 0.346218487394958, 'crest_accuracy': 0.48984771573604063, 'crest_precision': 0.5405405405405406, 'crest_recall': 0.547945205479452, 'crest_f1': 0.54421768707483}","{'closeness': 0.4735975408936217, 'similarity_metrics': 0.9202397, 'contradiction': 0.34413132071495056, 'evidence_accuracy': 0.39125910509885536, 'evidence_precision': 0.23008190618019358, 'evidence_recall': 0.6943820224719102, 'evidence_f1': 0.34563758389261745, 'crest_accuracy': 0.48984771573604063, 'crest_precision': 0.5405405405405406, 'crest_recall': 0.547945205479452, 'crest_f1': 0.54421768707483}","{'closeness': 0.47733011307498074, 'similarity_metrics': 0.993253, 'contradiction': 0.009338462725281715, 'evidence_accuracy': 0.4875130072840791, 'evidence_precision': 0.22560975609756098, 'evidence_recall': 0.49887640449438203, 'evidence_f1': 0.3107067879636109, 'crest_accuracy': 0.44923857868020306, 'crest_precision': 1.0, 'crest_recall': 0.0045871559633027525, 'crest_f1': 0.0091324200913242}","{'closeness': 0.47217038094192554, 'similarity_metrics': 0.90855813, 'contradiction': 0.04806216433644295, 'evidence_accuracy': 0.48595213319458896, 'evidence_precision': 0.22492401215805471, 'evidence_recall': 0.49887640449438203, 'evidence_f1': 0.3100558659217877, 'crest_accuracy': 0.4086294416243655, 'crest_precision': 0.4406779661016949, 'crest_recall': 0.2374429223744292, 'crest_f1': 0.3086053412462908}","{'closeness': 0.47579317158853884, 'similarity_metrics': 0.99939066, 'contradiction': 0.012118389829993248, 'evidence_accuracy': 0.4869927159209157, 'evidence_precision': 0.22538071065989848, 'evidence_recall': 0.49887640449438203, 'evidence_f1': 0.3104895104895105, 'crest_accuracy': 0.44923857868020306, 'crest_precision': 1.0, 'crest_recall': 0.0045871559633027525, 'crest_f1': 0.0091324200913242}","{'closeness': 0.4813920298605775, 'similarity_metrics': 0.90814507, 'contradiction': 0.027184363454580307, 'evidence_accuracy': 0.38969823100936524, 'evidence_precision': 0.22997032640949555, 'evidence_recall': 0.6966292134831461, 'evidence_f1': 0.34578918014500837, 'crest_accuracy': 0.48223350253807107, 'crest_precision': 0.5342465753424658, 'crest_recall': 0.5342465753424658, 'crest_f1': 0.5342465753424658}"
"{'closeness': 0.7510027769207035, 'similarity_metrics': 0.6874851, 'contradiction': 0.07328572124242783, 'evidence_accuracy': 0.6512345679012346, 'evidence_precision': 0.11377245508982035, 'evidence_recall': 0.1958762886597938, 'evidence_f1': 0.14393939393939395, 'crest_accuracy': 0.536144578313253, 'crest_precision': 0.6547619047619048, 'crest_recall': 0.5339805825242718, 'crest_f1': 0.588235294117647}","{'closeness': 0.9592718296821968, 'similarity_metrics': 0.80805135, 'contradiction': 0.40701746940612793, 'evidence_accuracy': 0.8132716049382716, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.37650602409638556, 'crest_precision': 0.48, 'crest_recall': 0.05825242718446602, 'crest_f1': 0.1038961038961039}","{'closeness': 0.0, 'similarity_metrics': 0.03348923, 'contradiction': 0.22923043370246887, 'evidence_accuracy': 0.14969135802469136, 'evidence_precision': 0.14969135802469136, 'evidence_recall': 1.0, 'evidence_f1': 0.26040268456375837, 'crest_accuracy': 0.6174698795180723, 'crest_precision': 0.6174698795180723, 'crest_recall': 1.0, 'crest_f1': 0.7635009310986964}","{'closeness': 0.9574205492132059, 'similarity_metrics': 0.8148025, 'contradiction': 0.3453293442726135, 'evidence_accuracy': 0.8101851851851852, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3825301204819277, 'crest_precision': 0.5185185185185185, 'crest_recall': 0.06796116504854369, 'crest_f1': 0.1201716738197425}","{'closeness': 0.9611231101511879, 'similarity_metrics': 0.9495177, 'contradiction': 0.2774140238761902, 'evidence_accuracy': 0.8101851851851852, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3825301204819277, 'crest_precision': 0.5, 'crest_recall': 0.004878048780487805, 'crest_f1': 0.00966183574879227}","{'closeness': 0.9895094106757174, 'similarity_metrics': 0.99820924, 'contradiction': 0.871009886264801, 'evidence_accuracy': 0.8503086419753086, 'evidence_precision': 0.5, 'evidence_recall': 0.09278350515463918, 'evidence_f1': 0.1565217391304348, 'crest_accuracy': 0.3885542168674699, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.02912621359223301, 'crest_f1': 0.05581395348837209}"
