e-chain-of-thought,e-chat-history,baseline,e-implcit-target,e-persona-you,e-persona-human
"{'closeness': 0.9386009058882738, 'similarity_metrics': 0.98132646, 'contradiction': 0.6832239031791687, 'evidence_accuracy': 0.43779342723004694, 'evidence_precision': 0.8518518518518519, 'evidence_recall': 0.08897485493230174, 'evidence_f1': 0.16112084063047286, 'crest_accuracy': 0.41964285714285715, 'crest_precision': 0.8333333333333334, 'crest_recall': 0.07246376811594203, 'crest_f1': 0.13333333333333333}","{'closeness': 0.9159536990437847, 'similarity_metrics': 0.97247696, 'contradiction': 0.9638597369194031, 'evidence_accuracy': 0.43779342723004694, 'evidence_precision': 0.7159090909090909, 'evidence_recall': 0.1218568665377176, 'evidence_f1': 0.20826446280991734, 'crest_accuracy': 0.4255952380952381, 'crest_precision': 0.6296296296296297, 'crest_recall': 0.1642512077294686, 'crest_f1': 0.260536398467433}","{'closeness': 0.8704076497232008, 'similarity_metrics': 0.94915384, 'contradiction': 0.9709851741790771, 'evidence_accuracy': 0.4835680751173709, 'evidence_precision': 0.7938931297709924, 'evidence_recall': 0.2011605415860735, 'evidence_f1': 0.32098765432098764, 'crest_accuracy': 0.4642857142857143, 'crest_precision': 0.68, 'crest_recall': 0.2463768115942029, 'crest_f1': 0.36170212765957455}","{'closeness': 0.5148465022647206, 'similarity_metrics': 0.9394685, 'contradiction': 0.16912199556827545, 'evidence_accuracy': 0.6091549295774648, 'evidence_precision': 0.6267217630853994, 'evidence_recall': 0.8800773694390716, 'evidence_f1': 0.7320997586484311, 'crest_accuracy': 0.6130952380952381, 'crest_precision': 0.6475095785440613, 'crest_recall': 0.8164251207729468, 'crest_f1': 0.7222222222222222}","{'closeness': 0.8804730749874182, 'similarity_metrics': 0.93926513, 'contradiction': 0.9761672019958496, 'evidence_accuracy': 0.4823943661971831, 'evidence_precision': 0.8064516129032258, 'evidence_recall': 0.19342359767891681, 'evidence_f1': 0.31201248049922, 'crest_accuracy': 0.4583333333333333, 'crest_precision': 0.676056338028169, 'crest_recall': 0.2318840579710145, 'crest_f1': 0.34532374100719426}","{'closeness': 0.9001006542526422, 'similarity_metrics': 0.94631827, 'contradiction': 0.9774033427238464, 'evidence_accuracy': 0.4471830985915493, 'evidence_precision': 0.75, 'evidence_recall': 0.13346228239845262, 'evidence_f1': 0.2266009852216749, 'crest_accuracy': 0.4523809523809524, 'crest_precision': 0.7446808510638298, 'crest_recall': 0.16908212560386474, 'crest_f1': 0.2755905511811024}"
"{'closeness': 0.8245480494766888, 'similarity_metrics': 0.9858044, 'contradiction': 0.991339385509491, 'evidence_accuracy': 0.5865561694290976, 'evidence_precision': 0.30569948186528495, 'evidence_recall': 0.15775401069518716, 'evidence_f1': 0.20811287477954143, 'crest_accuracy': 0.40947075208913647, 'crest_precision': 0.6, 'crest_recall': 0.05555555555555555, 'crest_f1': 0.10169491525423728}","{'closeness': 0.8228353948620362, 'similarity_metrics': 0.983709, 'contradiction': 0.9792718291282654, 'evidence_accuracy': 0.5985267034990792, 'evidence_precision': 0.3385416666666667, 'evidence_recall': 0.17379679144385027, 'evidence_f1': 0.22968197879858657, 'crest_accuracy': 0.41225626740947074, 'crest_precision': 0.6086956521739131, 'crest_recall': 0.06481481481481481, 'crest_f1': 0.11715481171548117}","{'closeness': 0.8331113225499525, 'similarity_metrics': 0.984542, 'contradiction': 0.9836909174919128, 'evidence_accuracy': 0.5865561694290976, 'evidence_precision': 0.2994652406417112, 'evidence_recall': 0.1497326203208556, 'evidence_f1': 0.1996434937611408, 'crest_accuracy': 0.4206128133704735, 'crest_precision': 0.75, 'crest_recall': 0.05555555555555555, 'crest_f1': 0.10344827586206895}","{'closeness': 0.8306374881065652, 'similarity_metrics': 0.98525345, 'contradiction': 0.9866895079612732, 'evidence_accuracy': 0.5883977900552486, 'evidence_precision': 0.31088082901554404, 'evidence_recall': 0.16042780748663102, 'evidence_f1': 0.21164021164021166, 'crest_accuracy': 0.42618384401114207, 'crest_precision': 0.75, 'crest_recall': 0.06944444444444445, 'crest_f1': 0.12711864406779663}","{'closeness': 0.8361560418648906, 'similarity_metrics': 0.9879322, 'contradiction': 0.9836909174919128, 'evidence_accuracy': 0.5847145488029466, 'evidence_precision': 0.2918918918918919, 'evidence_recall': 0.1443850267379679, 'evidence_f1': 0.19320214669051877, 'crest_accuracy': 0.415041782729805, 'crest_precision': 0.7142857142857143, 'crest_recall': 0.046296296296296294, 'crest_f1': 0.08695652173913043}","{'closeness': 0.8308277830637488, 'similarity_metrics': 0.984542, 'contradiction': 0.9836909174919128, 'evidence_accuracy': 0.5874769797421732, 'evidence_precision': 0.30319148936170215, 'evidence_recall': 0.15240641711229946, 'evidence_f1': 0.20284697508896798, 'crest_accuracy': 0.4206128133704735, 'crest_precision': 0.75, 'crest_recall': 0.05555555555555555, 'crest_f1': 0.10344827586206895}"
"{'closeness': 0.9354265402843602, 'similarity_metrics': 0.9956126, 'contradiction': 0.6043134331703186, 'evidence_accuracy': 0.5616883116883117, 'evidence_precision': 0.875, 'evidence_recall': 0.13725490196078433, 'evidence_f1': 0.23728813559322037, 'crest_accuracy': 0.4577922077922078, 'crest_precision': 0.875, 'crest_recall': 0.11351351351351352, 'crest_f1': 0.20095693779904308}","{'closeness': 0.898696682464455, 'similarity_metrics': 0.9961029, 'contradiction': 0.8347017168998718, 'evidence_accuracy': 0.4318181818181818, 'evidence_precision': 0.4051724137931034, 'evidence_recall': 0.30718954248366015, 'evidence_f1': 0.34944237918215615, 'crest_accuracy': 0.4707792207792208, 'crest_precision': 0.5948275862068966, 'crest_recall': 0.372972972972973, 'crest_f1': 0.45847176079734225}","{'closeness': 0.6356635071090048, 'similarity_metrics': 0.84653574, 'contradiction': 0.27074694633483887, 'evidence_accuracy': 0.5681818181818182, 'evidence_precision': 0.553763440860215, 'evidence_recall': 0.673202614379085, 'evidence_f1': 0.607669616519174, 'crest_accuracy': 0.5941558441558441, 'crest_precision': 0.6578947368421053, 'crest_recall': 0.6756756756756757, 'crest_f1': 0.6666666666666667}","{'closeness': 0.5699052132701421, 'similarity_metrics': 0.9874422, 'contradiction': 0.3819637596607208, 'evidence_accuracy': 0.4025974025974026, 'evidence_precision': 0.4213197969543147, 'evidence_recall': 0.5424836601307189, 'evidence_f1': 0.4742857142857143, 'crest_accuracy': 0.512987012987013, 'crest_precision': 0.5888324873096447, 'crest_recall': 0.6270270270270271, 'crest_f1': 0.6073298429319371}","{'closeness': 0.8992890995260664, 'similarity_metrics': 0.98140574, 'contradiction': 0.7687251567840576, 'evidence_accuracy': 0.4318181818181818, 'evidence_precision': 0.4098360655737705, 'evidence_recall': 0.32679738562091504, 'evidence_f1': 0.36363636363636365, 'crest_accuracy': 0.4577922077922078, 'crest_precision': 0.5737704918032787, 'crest_recall': 0.3783783783783784, 'crest_f1': 0.4560260586319218}","{'closeness': 0.4514218009478673, 'similarity_metrics': 0.84639394, 'contradiction': 0.4183628559112549, 'evidence_accuracy': 0.5422077922077922, 'evidence_precision': 0.5241935483870968, 'evidence_recall': 0.8496732026143791, 'evidence_f1': 0.6483790523690773, 'crest_accuracy': 0.6201298701298701, 'crest_precision': 0.636, 'crest_recall': 0.8594594594594595, 'crest_f1': 0.7310344827586207}"
"{'closeness': 0.9808612440191388, 'similarity_metrics': 0.913613, 'contradiction': 0.9957243204116821, 'evidence_accuracy': 0.48081023454157784, 'evidence_precision': 0.8125, 'evidence_recall': 0.026156941649899398, 'evidence_f1': 0.050682261208577, 'crest_accuracy': 0.4393939393939394, 'crest_precision': 1.0, 'crest_recall': 0.036458333333333336, 'crest_f1': 0.07035175879396986}","{'closeness': 0.9057101727447217, 'similarity_metrics': 0.9042376, 'contradiction': 0.9957075119018555, 'evidence_accuracy': 0.44562899786780386, 'evidence_precision': 0.4672364672364672, 'evidence_recall': 0.3299798792756539, 'evidence_f1': 0.3867924528301887, 'crest_accuracy': 0.6121212121212121, 'crest_precision': 0.7181208053691275, 'crest_recall': 0.5544041450777202, 'crest_f1': 0.6257309941520468}","{'closeness': 0.8932341650671785, 'similarity_metrics': 0.7545483, 'contradiction': 0.9933189153671265, 'evidence_accuracy': 0.44776119402985076, 'evidence_precision': 0.4748201438848921, 'evidence_recall': 0.3983903420523139, 'evidence_f1': 0.43326039387308535, 'crest_accuracy': 0.5666666666666667, 'crest_precision': 0.6329787234042553, 'crest_recall': 0.616580310880829, 'crest_f1': 0.6246719160104987}","{'closeness': 0.8997120921305183, 'similarity_metrics': 0.9038502, 'contradiction': 0.9956871867179871, 'evidence_accuracy': 0.4466950959488273, 'evidence_precision': 0.46944444444444444, 'evidence_recall': 0.34004024144869216, 'evidence_f1': 0.39439906651108514, 'crest_accuracy': 0.6090909090909091, 'crest_precision': 0.7051282051282052, 'crest_recall': 0.5699481865284974, 'crest_f1': 0.6303724928366763}","{'closeness': 0.9121880998080614, 'similarity_metrics': 0.9049238, 'contradiction': 0.9957658052444458, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.4421364985163205, 'evidence_recall': 0.29979879275653926, 'evidence_f1': 0.35731414868105515, 'crest_accuracy': 0.6151515151515151, 'crest_precision': 0.722972972972973, 'crest_recall': 0.5544041450777202, 'crest_f1': 0.6275659824046921}","{'closeness': 0.897552783109405, 'similarity_metrics': 0.7545483, 'contradiction': 0.9933189153671265, 'evidence_accuracy': 0.44243070362473347, 'evidence_precision': 0.4684466019417476, 'evidence_recall': 0.38832997987927564, 'evidence_f1': 0.42464246424642466, 'crest_accuracy': 0.5666666666666667, 'crest_precision': 0.6329787234042553, 'crest_recall': 0.616580310880829, 'crest_f1': 0.6246719160104987}"
"{'closeness': 0.5275990099009902, 'similarity_metrics': 0.97588223, 'contradiction': 0.9985218644142151, 'evidence_accuracy': 0.6276276276276276, 'evidence_precision': 0.7710396039603961, 'evidence_recall': 0.5888468809073724, 'evidence_f1': 0.667738478027867, 'crest_accuracy': 0.45014245014245013, 'crest_precision': 0.8518518518518519, 'crest_recall': 0.10849056603773585, 'crest_f1': 0.19246861924686193}","{'closeness': 0.5236386138613862, 'similarity_metrics': 0.97444504, 'contradiction': 0.9930217862129211, 'evidence_accuracy': 0.606006006006006, 'evidence_precision': 0.6788256227758007, 'evidence_recall': 0.72117202268431, 'evidence_f1': 0.6993583868011, 'crest_accuracy': 0.46438746438746437, 'crest_precision': 0.5769230769230769, 'crest_recall': 0.42452830188679247, 'crest_f1': 0.4891304347826087}","{'closeness': 0.14282178217821784, 'similarity_metrics': 0.9034431, 'contradiction': 0.9554592967033386, 'evidence_accuracy': 0.621021021021021, 'evidence_precision': 0.6323620582765034, 'evidence_recall': 0.9640831758034026, 'evidence_f1': 0.7637588918008236, 'crest_accuracy': 0.5669515669515669, 'crest_precision': 0.6, 'crest_recall': 0.8490566037735849, 'crest_f1': 0.7031249999999999}","{'closeness': 0.5068069306930694, 'similarity_metrics': 0.96639705, 'contradiction': 0.982014000415802, 'evidence_accuracy': 0.6024024024024024, 'evidence_precision': 0.6686541737649063, 'evidence_recall': 0.7419659735349716, 'evidence_f1': 0.703405017921147, 'crest_accuracy': 0.5270655270655271, 'crest_precision': 0.6306818181818182, 'crest_recall': 0.5235849056603774, 'crest_f1': 0.5721649484536082}","{'closeness': 0.5169554455445544, 'similarity_metrics': 0.9738809, 'contradiction': 0.9952823519706726, 'evidence_accuracy': 0.6174174174174174, 'evidence_precision': 0.6835222319093287, 'evidence_recall': 0.7410207939508506, 'evidence_f1': 0.7111111111111111, 'crest_accuracy': 0.4928774928774929, 'crest_precision': 0.5977011494252874, 'crest_recall': 0.49056603773584906, 'crest_f1': 0.538860103626943}","{'closeness': 0.5219059405940594, 'similarity_metrics': 0.9750514, 'contradiction': 0.9952415227890015, 'evidence_accuracy': 0.6144144144144145, 'evidence_precision': 0.6827768014059754, 'evidence_recall': 0.7344045368620038, 'evidence_f1': 0.7076502732240436, 'crest_accuracy': 0.4985754985754986, 'crest_precision': 0.6058823529411764, 'crest_recall': 0.4858490566037736, 'crest_f1': 0.5392670157068064}"
"{'closeness': 0.6971666666666667, 'similarity_metrics': 0.9858862, 'contradiction': 0.8696938157081604, 'evidence_accuracy': 0.6296596434359806, 'evidence_precision': 0.3649025069637883, 'evidence_recall': 0.3638888888888889, 'evidence_f1': 0.36439499304589706, 'crest_accuracy': 0.40816326530612246, 'crest_precision': 0.8888888888888888, 'crest_recall': 0.0380952380952381, 'crest_f1': 0.07305936073059362}","{'closeness': 0.38583333333333336, 'similarity_metrics': 0.95388645, 'contradiction': 0.7569657564163208, 'evidence_accuracy': 0.41166936790923825, 'evidence_precision': 0.3057324840764331, 'evidence_recall': 0.8, 'evidence_f1': 0.4423963133640553, 'crest_accuracy': 0.4897959183673469, 'crest_precision': 0.5916230366492147, 'crest_recall': 0.5380952380952381, 'crest_f1': 0.5635910224438903}","{'closeness': 0.7010000000000001, 'similarity_metrics': 0.91767395, 'contradiction': 0.2731114625930786, 'evidence_accuracy': 0.4983792544570502, 'evidence_precision': 0.3157894736842105, 'evidence_recall': 0.6166666666666667, 'evidence_f1': 0.4176857949200376, 'crest_accuracy': 0.16909620991253643, 'crest_precision': 0.3853211009174312, 'crest_recall': 0.6, 'crest_f1': 0.4692737430167598}","{'closeness': 0.2961666666666667, 'similarity_metrics': 0.94570225, 'contradiction': 0.9552749991416931, 'evidence_accuracy': 0.33063209076175043, 'evidence_precision': 0.29270462633451955, 'evidence_recall': 0.9138888888888889, 'evidence_f1': 0.4433962264150943, 'crest_accuracy': 0.5626822157434402, 'crest_precision': 0.6111111111111112, 'crest_recall': 0.7857142857142857, 'crest_f1': 0.6875000000000001}","{'closeness': 0.7006666666666667, 'similarity_metrics': 0.9843875, 'contradiction': 0.3796022832393646, 'evidence_accuracy': 0.4473257698541329, 'evidence_precision': 0.2693409742120344, 'evidence_recall': 0.5222222222222223, 'evidence_f1': 0.35538752362948967, 'crest_accuracy': 0.2303206997084548, 'crest_precision': 0.392, 'crest_recall': 0.4666666666666667, 'crest_f1': 0.4260869565217391}","{'closeness': 0.26716666666666666, 'similarity_metrics': 0.99610937, 'contradiction': 0.7026810646057129, 'evidence_accuracy': 0.2884927066450567, 'evidence_precision': 0.25239005736137665, 'evidence_recall': 0.7333333333333333, 'evidence_f1': 0.37553342816500707, 'crest_accuracy': 0.3965014577259475, 'crest_precision': 0.5085714285714286, 'crest_recall': 0.4238095238095238, 'crest_f1': 0.4623376623376623}"
"{'closeness': 0.9375549692172384, 'similarity_metrics': 0.987934, 'contradiction': 0.9779607653617859, 'evidence_accuracy': 0.7718550106609808, 'evidence_precision': 0.9473684210526315, 'evidence_recall': 0.2553191489361702, 'evidence_f1': 0.4022346368715083, 'crest_accuracy': 0.4418604651162791, 'crest_precision': 0.6341463414634146, 'crest_recall': 0.1145374449339207, 'crest_f1': 0.19402985074626866}","{'closeness': 0.8364116094986808, 'similarity_metrics': 0.98130345, 'contradiction': 0.9827441573143005, 'evidence_accuracy': 0.7867803837953091, 'evidence_precision': 0.7411764705882353, 'evidence_recall': 0.44680851063829785, 'evidence_f1': 0.5575221238938054, 'crest_accuracy': 0.5038759689922481, 'crest_precision': 0.6767676767676768, 'crest_recall': 0.29515418502202645, 'crest_f1': 0.41104294478527614}","{'closeness': 0.8658751099384345, 'similarity_metrics': 0.974264, 'contradiction': 0.9745896458625793, 'evidence_accuracy': 0.5543710021321961, 'evidence_precision': 0.33495145631067963, 'evidence_recall': 0.48936170212765956, 'evidence_f1': 0.39769452449567727, 'crest_accuracy': 0.48578811369509045, 'crest_precision': 0.5843373493975904, 'crest_recall': 0.42731277533039647, 'crest_f1': 0.4936386768447837}","{'closeness': 0.9287598944591029, 'similarity_metrics': 0.9829168, 'contradiction': 0.9739940166473389, 'evidence_accuracy': 0.5245202558635395, 'evidence_precision': 0.26704545454545453, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.29652996845425866, 'crest_accuracy': 0.4418604651162791, 'crest_precision': 0.5379310344827586, 'crest_recall': 0.3436123348017621, 'crest_f1': 0.41935483870967744}","{'closeness': 0.9300791556728232, 'similarity_metrics': 0.9836524, 'contradiction': 0.971376359462738, 'evidence_accuracy': 0.5245202558635395, 'evidence_precision': 0.26704545454545453, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.29652996845425866, 'crest_accuracy': 0.4418604651162791, 'crest_precision': 0.5379310344827586, 'crest_recall': 0.3436123348017621, 'crest_f1': 0.41935483870967744}","{'closeness': 0.9256816182937555, 'similarity_metrics': 0.98427635, 'contradiction': 0.9743471741676331, 'evidence_accuracy': 0.5223880597014925, 'evidence_precision': 0.2655367231638418, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.29559748427672955, 'crest_accuracy': 0.4444444444444444, 'crest_precision': 0.541095890410959, 'crest_recall': 0.34801762114537443, 'crest_f1': 0.4235924932975872}"
"{'closeness': 0.9515810276679841, 'similarity_metrics': 0.996374, 'contradiction': 0.9894835352897644, 'evidence_accuracy': 0.6681749622926093, 'evidence_precision': 0.868421052631579, 'evidence_recall': 0.13306451612903225, 'evidence_f1': 0.23076923076923075, 'crest_accuracy': 0.42329545454545453, 'crest_precision': 1.0, 'crest_recall': 0.06018518518518518, 'crest_f1': 0.11353711790393013}","{'closeness': 0.939672131147541, 'similarity_metrics': 0.9955938, 'contradiction': 0.9958277344703674, 'evidence_accuracy': 0.6802413273001509, 'evidence_precision': 0.8333333333333334, 'evidence_recall': 0.1814516129032258, 'evidence_f1': 0.29801324503311255, 'crest_accuracy': 0.42045454545454547, 'crest_precision': 0.9285714285714286, 'crest_recall': 0.06018518518518518, 'crest_f1': 0.11304347826086955}","{'closeness': 0.41765480895915674, 'similarity_metrics': 0.91795814, 'contradiction': 0.36383166909217834, 'evidence_accuracy': 0.5082956259426847, 'evidence_precision': 0.42696629213483145, 'evidence_recall': 0.9193548387096774, 'evidence_f1': 0.5831202046035805, 'crest_accuracy': 0.5994318181818182, 'crest_precision': 0.6594827586206896, 'crest_recall': 0.7116279069767442, 'crest_f1': 0.6845637583892616}","{'closeness': 0.8583662714097496, 'similarity_metrics': 0.99433655, 'contradiction': 0.9818823933601379, 'evidence_accuracy': 0.43891402714932126, 'evidence_precision': 0.33060109289617484, 'evidence_recall': 0.4879032258064516, 'evidence_f1': 0.3941368078175896, 'crest_accuracy': 0.5426136363636364, 'crest_precision': 0.6298076923076923, 'crest_recall': 0.6093023255813953, 'crest_f1': 0.619385342789598}","{'closeness': 0.719038208168643, 'similarity_metrics': 0.94403696, 'contradiction': 0.9426774978637695, 'evidence_accuracy': 0.6772247360482655, 'evidence_precision': 0.56640625, 'evidence_recall': 0.5846774193548387, 'evidence_f1': 0.5753968253968254, 'crest_accuracy': 0.5397727272727273, 'crest_precision': 0.8117647058823529, 'crest_recall': 0.3209302325581395, 'crest_f1': 0.45999999999999996}","{'closeness': 0.371870882740448, 'similarity_metrics': 0.838006, 'contradiction': 0.012772307731211185, 'evidence_accuracy': 0.45098039215686275, 'evidence_precision': 0.39492753623188404, 'evidence_recall': 0.8790322580645161, 'evidence_f1': 0.5449999999999999, 'crest_accuracy': 0.5710227272727273, 'crest_precision': 0.6311475409836066, 'crest_recall': 0.7162790697674418, 'crest_f1': 0.6710239651416122}"
"{'closeness': 0.9080859128237524, 'similarity_metrics': 0.9850412, 'contradiction': 0.09491375833749771, 'evidence_accuracy': 0.7367601246105919, 'evidence_precision': 0.7666666666666667, 'evidence_recall': 0.22885572139303484, 'evidence_f1': 0.35249042145593873, 'crest_accuracy': 0.47058823529411764, 'crest_precision': 0.96875, 'crest_recall': 0.14761904761904762, 'crest_f1': 0.256198347107438}","{'closeness': 0.808275426405559, 'similarity_metrics': 0.98076516, 'contradiction': 0.08638928830623627, 'evidence_accuracy': 0.5467289719626168, 'evidence_precision': 0.32558139534883723, 'evidence_recall': 0.417910447761194, 'evidence_f1': 0.36601307189542487, 'crest_accuracy': 0.5647058823529412, 'crest_precision': 0.7606837606837606, 'crest_recall': 0.4258373205741627, 'crest_f1': 0.5460122699386503}","{'closeness': 0.8348073278584965, 'similarity_metrics': 0.9760068, 'contradiction': 0.0328870490193367, 'evidence_accuracy': 0.735202492211838, 'evidence_precision': 0.6324786324786325, 'evidence_recall': 0.3681592039800995, 'evidence_f1': 0.46540880503144655, 'crest_accuracy': 0.5176470588235295, 'crest_precision': 0.9107142857142857, 'crest_recall': 0.24285714285714285, 'crest_f1': 0.3834586466165414}","{'closeness': 0.8780795957043588, 'similarity_metrics': 0.985759, 'contradiction': 0.023264745250344276, 'evidence_accuracy': 0.7585669781931464, 'evidence_precision': 0.7395833333333334, 'evidence_recall': 0.35323383084577115, 'evidence_f1': 0.47811447811447816, 'crest_accuracy': 0.45588235294117646, 'crest_precision': 0.9032258064516129, 'crest_recall': 0.13333333333333333, 'crest_f1': 0.23236514522821575}","{'closeness': 0.841124447252053, 'similarity_metrics': 0.96791786, 'contradiction': 0.022081272676587105, 'evidence_accuracy': 0.7133956386292835, 'evidence_precision': 0.5739130434782609, 'evidence_recall': 0.3283582089552239, 'evidence_f1': 0.4177215189873418, 'crest_accuracy': 0.5058823529411764, 'crest_precision': 0.8387096774193549, 'crest_recall': 0.24761904761904763, 'crest_f1': 0.38235294117647056}","{'closeness': 0.8360707517372078, 'similarity_metrics': 0.95187205, 'contradiction': 0.0456245020031929, 'evidence_accuracy': 0.43302180685358255, 'evidence_precision': 0.26239067055393583, 'evidence_recall': 0.44776119402985076, 'evidence_f1': 0.3308823529411765, 'crest_accuracy': 0.5352941176470588, 'crest_precision': 0.6294416243654822, 'crest_recall': 0.5933014354066986, 'crest_f1': 0.6108374384236452}"
"{'closeness': 0.9280691179425357, 'similarity_metrics': 0.9709534, 'contradiction': 0.9609547257423401, 'evidence_accuracy': 0.5775347912524851, 'evidence_precision': 0.8333333333333334, 'evidence_recall': 0.13626834381551362, 'evidence_f1': 0.23423423423423423, 'crest_accuracy': 0.4556354916067146, 'crest_precision': 0.7777777777777778, 'crest_recall': 0.05907172995780591, 'crest_f1': 0.10980392156862745}","{'closeness': 0.9232469359051637, 'similarity_metrics': 0.97645044, 'contradiction': 0.022059999406337738, 'evidence_accuracy': 0.5775347912524851, 'evidence_precision': 0.776595744680851, 'evidence_recall': 0.1530398322851153, 'evidence_f1': 0.2556917688266199, 'crest_accuracy': 0.44844124700239807, 'crest_precision': 0.6428571428571429, 'crest_recall': 0.07563025210084033, 'crest_f1': 0.13533834586466165}","{'closeness': 0.9192284508740205, 'similarity_metrics': 0.97700703, 'contradiction': 0.02094683051109314, 'evidence_accuracy': 0.5944333996023857, 'evidence_precision': 0.8791208791208791, 'evidence_recall': 0.16771488469601678, 'evidence_f1': 0.28169014084507044, 'crest_accuracy': 0.4628297362110312, 'crest_precision': 0.8421052631578947, 'crest_recall': 0.06751054852320675, 'crest_f1': 0.125}","{'closeness': 0.8822583885875025, 'similarity_metrics': 0.9675774, 'contradiction': 0.8343263864517212, 'evidence_accuracy': 0.4761431411530815, 'evidence_precision': 0.43243243243243246, 'evidence_recall': 0.33542976939203356, 'evidence_f1': 0.37780401416765047, 'crest_accuracy': 0.5347721822541966, 'crest_precision': 0.6358024691358025, 'crest_recall': 0.4327731092436975, 'crest_f1': 0.5150000000000001}","{'closeness': 0.8908981314044605, 'similarity_metrics': 0.8890854, 'contradiction': 0.30633544921875, 'evidence_accuracy': 0.5099403578528827, 'evidence_precision': 0.46825396825396826, 'evidence_recall': 0.24737945492662475, 'evidence_f1': 0.32373113854595337, 'crest_accuracy': 0.5299760191846523, 'crest_precision': 0.71875, 'crest_recall': 0.28991596638655465, 'crest_f1': 0.41317365269461076}","{'closeness': 0.9148081173397629, 'similarity_metrics': 0.97817063, 'contradiction': 0.0448337122797966, 'evidence_accuracy': 0.5904572564612326, 'evidence_precision': 0.8421052631578947, 'evidence_recall': 0.16771488469601678, 'evidence_f1': 0.2797202797202797, 'crest_accuracy': 0.4580335731414868, 'crest_precision': 0.7391304347826086, 'crest_recall': 0.07172995780590717, 'crest_f1': 0.13076923076923075}"
"{'closeness': 0.9706275033377837, 'similarity_metrics': 0.97716963, 'contradiction': 0.975846529006958, 'evidence_accuracy': 0.711038961038961, 'evidence_precision': 0.9, 'evidence_recall': 0.09278350515463918, 'evidence_f1': 0.16822429906542058, 'crest_accuracy': 0.4642857142857143, 'crest_precision': 1.0, 'crest_recall': 0.05714285714285714, 'crest_f1': 0.1081081081081081}","{'closeness': 0.9439252336448598, 'similarity_metrics': 0.96116894, 'contradiction': 0.9903291463851929, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.7647058823529411, 'evidence_recall': 0.13402061855670103, 'evidence_f1': 0.22807017543859648, 'crest_accuracy': 0.4805194805194805, 'crest_precision': 0.9411764705882353, 'crest_recall': 0.09142857142857143, 'crest_f1': 0.16666666666666669}","{'closeness': 0.7863818424566088, 'similarity_metrics': 0.9256568, 'contradiction': 0.985893726348877, 'evidence_accuracy': 0.5746753246753247, 'evidence_precision': 0.34545454545454546, 'evidence_recall': 0.3917525773195876, 'evidence_f1': 0.3671497584541063, 'crest_accuracy': 0.5292207792207793, 'crest_precision': 0.6363636363636364, 'crest_recall': 0.4, 'crest_f1': 0.4912280701754386}","{'closeness': 0.9251655629139073, 'similarity_metrics': 0.9570662, 'contradiction': 0.9946309328079224, 'evidence_accuracy': 0.711038961038961, 'evidence_precision': 0.6538461538461539, 'evidence_recall': 0.17525773195876287, 'evidence_f1': 0.2764227642276423, 'crest_accuracy': 0.512987012987013, 'crest_precision': 1.0, 'crest_recall': 0.14285714285714285, 'crest_f1': 0.25}","{'closeness': 0.9629139072847682, 'similarity_metrics': 0.9704771, 'contradiction': 0.993661642074585, 'evidence_accuracy': 0.724025974025974, 'evidence_precision': 0.9285714285714286, 'evidence_recall': 0.13402061855670103, 'evidence_f1': 0.23423423423423423, 'crest_accuracy': 0.4772727272727273, 'crest_precision': 1.0, 'crest_recall': 0.08, 'crest_f1': 0.14814814814814814}","{'closeness': 0.9594414893617021, 'similarity_metrics': 0.9707237, 'contradiction': 0.993661642074585, 'evidence_accuracy': 0.724025974025974, 'evidence_precision': 0.9285714285714286, 'evidence_recall': 0.13402061855670103, 'evidence_f1': 0.23423423423423423, 'crest_accuracy': 0.4772727272727273, 'crest_precision': 1.0, 'crest_recall': 0.08, 'crest_f1': 0.14814814814814814}"
