baseline,e-implcit-target,e-chain-of-thought,e-persona-human,e-chat-history,e-persona-you
"{'closeness': 0.16550852811118133, 'similarity_metrics': 0.6869304, 'contradiction': 0.03934159502387047, 'evidence_accuracy': 0.29750778816199375, 'evidence_precision': 0.29967948717948717, 'evidence_recall': 0.9303482587064676, 'evidence_f1': 0.4533333333333333, 'crest_accuracy': 0.6088235294117647, 'crest_precision': 0.6137724550898204, 'crest_recall': 0.9808612440191388, 'crest_f1': 0.7550644567219152}","{'closeness': 0.8374613003095975, 'similarity_metrics': 0.9872987, 'contradiction': 0.3148820996284485, 'evidence_accuracy': 0.5514018691588785, 'evidence_precision': 0.2995391705069124, 'evidence_recall': 0.32338308457711445, 'evidence_f1': 0.31100478468899523, 'crest_accuracy': 0.5352941176470588, 'crest_precision': 0.7339449541284404, 'crest_recall': 0.3827751196172249, 'crest_f1': 0.5031446540880503}","{'closeness': 0.8914919852034525, 'similarity_metrics': 0.9926641, 'contradiction': 0.06419587880373001, 'evidence_accuracy': 0.7040498442367601, 'evidence_precision': 0.5873015873015873, 'evidence_recall': 0.18407960199004975, 'evidence_f1': 0.2803030303030303, 'crest_accuracy': 0.4176470588235294, 'crest_precision': 0.8666666666666667, 'crest_recall': 0.06220095693779904, 'crest_f1': 0.11607142857142856}","{'closeness': 0.19646241313960833, 'similarity_metrics': 0.7611893, 'contradiction': 0.42978280782699585, 'evidence_accuracy': 0.3130841121495327, 'evidence_precision': 0.2894736842105263, 'evidence_recall': 0.8208955223880597, 'evidence_f1': 0.4280155642023346, 'crest_accuracy': 0.6176470588235294, 'crest_precision': 0.6193353474320241, 'crest_recall': 0.9808612440191388, 'crest_f1': 0.7592592592592592}","{'closeness': 0.8970309538850284, 'similarity_metrics': 0.99184203, 'contradiction': 0.10692964494228363, 'evidence_accuracy': 0.5794392523364486, 'evidence_precision': 0.31351351351351353, 'evidence_recall': 0.2885572139303483, 'evidence_f1': 0.3005181347150259, 'crest_accuracy': 0.5088235294117647, 'crest_precision': 0.75, 'crest_recall': 0.3014354066985646, 'crest_f1': 0.4300341296928327}","{'closeness': 0.2921667719519899, 'similarity_metrics': 0.7633809, 'contradiction': 0.36256593465805054, 'evidence_accuracy': 0.2601246105919003, 'evidence_precision': 0.23552123552123552, 'evidence_recall': 0.6069651741293532, 'evidence_f1': 0.33936022253129344, 'crest_accuracy': 0.6205882352941177, 'crest_precision': 0.6197604790419161, 'crest_recall': 0.9904306220095693, 'crest_f1': 0.7624309392265194}"
"{'closeness': 0.02431183443841667, 'similarity_metrics': 0.6019894, 'contradiction': 0.07402173429727554, 'evidence_accuracy': 0.4831013916500994, 'evidence_precision': 0.4783047426841574, 'evidence_recall': 0.9937106918238994, 'evidence_f1': 0.6457765667574932, 'crest_accuracy': 0.5611510791366906, 'crest_precision': 0.5671641791044776, 'crest_recall': 0.9620253164556962, 'crest_f1': 0.7136150234741784}","{'closeness': 0.8392605987542696, 'similarity_metrics': 0.86402345, 'contradiction': 0.911713719367981, 'evidence_accuracy': 0.4731610337972167, 'evidence_precision': 0.4265927977839335, 'evidence_recall': 0.3228511530398323, 'evidence_f1': 0.36754176610978523, 'crest_accuracy': 0.4988009592326139, 'crest_precision': 0.6058394160583942, 'crest_recall': 0.3487394957983193, 'crest_f1': 0.44266666666666665}","{'closeness': 0.7317661241711875, 'similarity_metrics': 0.8259403, 'contradiction': 0.24217936396598816, 'evidence_accuracy': 0.3359840954274354, 'evidence_precision': 0.2873051224944321, 'evidence_recall': 0.27044025157232704, 'evidence_f1': 0.2786177105831534, 'crest_accuracy': 0.434052757793765, 'crest_precision': 0.503731343283582, 'crest_recall': 0.5672268907563025, 'crest_f1': 0.5335968379446641}","{'closeness': 0.9682539682539683, 'similarity_metrics': 0.99735266, 'contradiction': 0.04082006588578224, 'evidence_accuracy': 0.5497017892644135, 'evidence_precision': 0.8, 'evidence_recall': 0.06708595387840671, 'evidence_f1': 0.12379110251450677, 'crest_accuracy': 0.4412470023980815, 'crest_precision': 0.7777777777777778, 'crest_recall': 0.029411764705882353, 'crest_f1': 0.05668016194331983}","{'closeness': 0.021900743419730806, 'similarity_metrics': 0.38427156, 'contradiction': 0.06773941218852997, 'evidence_accuracy': 0.4671968190854871, 'evidence_precision': 0.47023208879919276, 'evidence_recall': 0.9769392033542977, 'evidence_f1': 0.6348773841961853, 'crest_accuracy': 0.5779376498800959, 'crest_precision': 0.5738498789346247, 'crest_recall': 1.0, 'crest_f1': 0.7292307692307692}","{'closeness': 0.9684548925055254, 'similarity_metrics': 0.9975558, 'contradiction': 0.04082006588578224, 'evidence_accuracy': 0.5506958250497018, 'evidence_precision': 0.8205128205128205, 'evidence_recall': 0.06708595387840671, 'evidence_f1': 0.12403100775193798, 'crest_accuracy': 0.43884892086330934, 'crest_precision': 0.75, 'crest_recall': 0.025210084033613446, 'crest_f1': 0.04878048780487805}"
"{'closeness': 0.9702774108322325, 'similarity_metrics': 0.95076424, 'contradiction': 0.9744915962219238, 'evidence_accuracy': 0.6915584415584416, 'evidence_precision': 0.625, 'evidence_recall': 0.05154639175257732, 'evidence_f1': 0.09523809523809522, 'crest_accuracy': 0.4577922077922078, 'crest_precision': 1.0, 'crest_recall': 0.045714285714285714, 'crest_f1': 0.08743169398907102}","{'closeness': 0.9522251308900523, 'similarity_metrics': 0.9441538, 'contradiction': 0.9908157587051392, 'evidence_accuracy': 0.698051948051948, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.08247422680412371, 'evidence_f1': 0.14678899082568808, 'crest_accuracy': 0.4707792207792208, 'crest_precision': 1.0, 'crest_recall': 0.06857142857142857, 'crest_f1': 0.12834224598930483}","{'closeness': 0.9372496662216289, 'similarity_metrics': 0.9457078, 'contradiction': 0.9853197336196899, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.3300970873786408, 'evidence_recall': 0.35051546391752575, 'evidence_f1': 0.34, 'crest_accuracy': 0.487012987012987, 'crest_precision': 0.5825242718446602, 'crest_recall': 0.34285714285714286, 'crest_f1': 0.4316546762589928}","{'closeness': 0.9688741721854305, 'similarity_metrics': 0.9519322, 'contradiction': 0.9744915962219238, 'evidence_accuracy': 0.6948051948051948, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.061855670103092786, 'evidence_f1': 0.11320754716981132, 'crest_accuracy': 0.461038961038961, 'crest_precision': 1.0, 'crest_recall': 0.05142857142857143, 'crest_f1': 0.09782608695652174}","{'closeness': 0.8618157543391188, 'similarity_metrics': 0.936029, 'contradiction': 0.9816586375236511, 'evidence_accuracy': 0.5292207792207793, 'evidence_precision': 0.30952380952380953, 'evidence_recall': 0.4020618556701031, 'evidence_f1': 0.34977578475336324, 'crest_accuracy': 0.4902597402597403, 'crest_precision': 0.5714285714285714, 'crest_recall': 0.4114285714285714, 'crest_f1': 0.4784053156146179}","{'closeness': 0.9695162359178264, 'similarity_metrics': 0.9519322, 'contradiction': 0.9744915962219238, 'evidence_accuracy': 0.6948051948051948, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.061855670103092786, 'evidence_f1': 0.11320754716981132, 'crest_accuracy': 0.461038961038961, 'crest_precision': 1.0, 'crest_recall': 0.05142857142857143, 'crest_f1': 0.09782608695652174}"
"{'closeness': 0.6655405405405406, 'similarity_metrics': 0.99733305, 'contradiction': 0.9146977663040161, 'evidence_accuracy': 0.4280415430267062, 'evidence_precision': 0.12258064516129032, 'evidence_recall': 0.510752688172043, 'evidence_f1': 0.19771071800208115, 'crest_accuracy': 0.44879518072289154, 'crest_precision': 0.5448275862068965, 'crest_recall': 0.4030612244897959, 'crest_f1': 0.46334310850439875}","{'closeness': 0.6477673325499412, 'similarity_metrics': 0.99448454, 'contradiction': 0.897429347038269, 'evidence_accuracy': 0.4043026706231454, 'evidence_precision': 0.12696493349455865, 'evidence_recall': 0.5645161290322581, 'evidence_f1': 0.2073050345508391, 'crest_accuracy': 0.45180722891566266, 'crest_precision': 0.5448717948717948, 'crest_recall': 0.4336734693877551, 'crest_f1': 0.4829545454545454}","{'closeness': 0.6455640423031728, 'similarity_metrics': 0.99653417, 'contradiction': 0.9683066606521606, 'evidence_accuracy': 0.6246290801186943, 'evidence_precision': 0.16942148760330578, 'evidence_recall': 0.44086021505376344, 'evidence_f1': 0.24477611940298502, 'crest_accuracy': 0.42771084337349397, 'crest_precision': 0.7777777777777778, 'crest_recall': 0.035897435897435895, 'crest_f1': 0.06862745098039215}","{'closeness': 0.6655405405405406, 'similarity_metrics': 0.99733305, 'contradiction': 0.9146977663040161, 'evidence_accuracy': 0.4280415430267062, 'evidence_precision': 0.12258064516129032, 'evidence_recall': 0.510752688172043, 'evidence_f1': 0.19771071800208115, 'crest_accuracy': 0.44879518072289154, 'crest_precision': 0.5448275862068965, 'crest_recall': 0.4030612244897959, 'crest_f1': 0.46334310850439875}","{'closeness': 0.06492361927144541, 'similarity_metrics': 0.7676589, 'contradiction': 0.675379753112793, 'evidence_accuracy': 0.17062314540059348, 'evidence_precision': 0.14098613251155623, 'evidence_recall': 0.9838709677419355, 'evidence_f1': 0.2466307277628032, 'crest_accuracy': 0.6054216867469879, 'crest_precision': 0.6, 'crest_recall': 0.9846153846153847, 'crest_f1': 0.7456310679611651}","{'closeness': 0.6700940070505288, 'similarity_metrics': 0.99733305, 'contradiction': 0.805098831653595, 'evidence_accuracy': 0.4495548961424332, 'evidence_precision': 0.12533692722371967, 'evidence_recall': 0.5, 'evidence_f1': 0.2004310344827586, 'crest_accuracy': 0.44879518072289154, 'crest_precision': 0.5467625899280576, 'crest_recall': 0.3877551020408163, 'crest_f1': 0.45373134328358206}"
"{'closeness': 0.9453144419587373, 'similarity_metrics': 0.9980658, 'contradiction': 0.9361706972122192, 'evidence_accuracy': 0.5768292682926829, 'evidence_precision': 0.27530364372469635, 'evidence_recall': 0.288135593220339, 'evidence_f1': 0.28157349896480327, 'crest_accuracy': 0.5193370165745856, 'crest_precision': 0.7027027027027027, 'crest_recall': 0.3561643835616438, 'crest_f1': 0.4727272727272727}","{'closeness': 0.8893860303256277, 'similarity_metrics': 0.99089384, 'contradiction': 0.9981670379638672, 'evidence_accuracy': 0.5682926829268292, 'evidence_precision': 0.28776978417266186, 'evidence_recall': 0.3389830508474576, 'evidence_f1': 0.311284046692607, 'crest_accuracy': 0.5497237569060773, 'crest_precision': 0.7121212121212122, 'crest_recall': 0.4292237442922374, 'crest_f1': 0.5356125356125356}","{'closeness': 0.9152373850360428, 'similarity_metrics': 0.99615586, 'contradiction': 0.9950571060180664, 'evidence_accuracy': 0.573170731707317, 'evidence_precision': 0.2873134328358209, 'evidence_recall': 0.326271186440678, 'evidence_f1': 0.3055555555555555, 'crest_accuracy': 0.5469613259668509, 'crest_precision': 0.7272727272727273, 'crest_recall': 0.4018264840182648, 'crest_f1': 0.5176470588235293}","{'closeness': 0.9453144419587373, 'similarity_metrics': 0.9980658, 'contradiction': 0.9361706972122192, 'evidence_accuracy': 0.5768292682926829, 'evidence_precision': 0.27530364372469635, 'evidence_recall': 0.288135593220339, 'evidence_f1': 0.28157349896480327, 'crest_accuracy': 0.5193370165745856, 'crest_precision': 0.7027027027027027, 'crest_recall': 0.3561643835616438, 'crest_f1': 0.4727272727272727}","{'closeness': 0.9368630375341784, 'similarity_metrics': 0.99867684, 'contradiction': 0.9800043702125549, 'evidence_accuracy': 0.5804878048780487, 'evidence_precision': 0.2874015748031496, 'evidence_recall': 0.3093220338983051, 'evidence_f1': 0.2979591836734694, 'crest_accuracy': 0.5220994475138122, 'crest_precision': 0.7053571428571429, 'crest_recall': 0.3607305936073059, 'crest_f1': 0.4773413897280967}","{'closeness': 0.9453144419587373, 'similarity_metrics': 0.9980658, 'contradiction': 0.9361706972122192, 'evidence_accuracy': 0.5768292682926829, 'evidence_precision': 0.27530364372469635, 'evidence_recall': 0.288135593220339, 'evidence_f1': 0.28157349896480327, 'crest_accuracy': 0.5193370165745856, 'crest_precision': 0.7027027027027027, 'crest_recall': 0.3561643835616438, 'crest_f1': 0.4727272727272727}"
"{'closeness': 0.9779771615008157, 'similarity_metrics': 0.9981791, 'contradiction': 0.5296437740325928, 'evidence_accuracy': 0.7609561752988048, 'evidence_precision': 0.022222222222222223, 'evidence_recall': 0.058823529411764705, 'evidence_f1': 0.03225806451612903, 'crest_accuracy': 0.45012787723785164, 'crest_precision': 0.6, 'crest_recall': 0.18340611353711792, 'crest_f1': 0.28093645484949836}","{'closeness': 0.8413539967373572, 'similarity_metrics': 0.9032079, 'contradiction': 0.9473324418067932, 'evidence_accuracy': 0.8147410358565738, 'evidence_precision': 0.11688311688311688, 'evidence_recall': 0.2647058823529412, 'evidence_f1': 0.16216216216216217, 'crest_accuracy': 0.5319693094629157, 'crest_precision': 0.8051948051948052, 'crest_recall': 0.26956521739130435, 'crest_f1': 0.4039087947882736}","{'closeness': 0.9987765089722676, 'similarity_metrics': 0.99805665, 'contradiction': 0.32431507110595703, 'evidence_accuracy': 0.9342629482071713, 'evidence_precision': 1.0, 'evidence_recall': 0.029411764705882353, 'evidence_f1': 0.05714285714285715, 'crest_accuracy': 0.4117647058823529, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9779771615008157, 'similarity_metrics': 0.9981791, 'contradiction': 0.5296437740325928, 'evidence_accuracy': 0.7609561752988048, 'evidence_precision': 0.022222222222222223, 'evidence_recall': 0.058823529411764705, 'evidence_f1': 0.03225806451612903, 'crest_accuracy': 0.45012787723785164, 'crest_precision': 0.6, 'crest_recall': 0.18340611353711792, 'crest_f1': 0.28093645484949836}","{'closeness': 0.8943719412724307, 'similarity_metrics': 0.9644804, 'contradiction': 0.9894082546234131, 'evidence_accuracy': 0.8665338645418327, 'evidence_precision': 0.21052631578947367, 'evidence_recall': 0.35294117647058826, 'evidence_f1': 0.2637362637362637, 'crest_accuracy': 0.48081841432225064, 'crest_precision': 0.825, 'crest_recall': 0.14410480349344978, 'crest_f1': 0.2453531598513011}","{'closeness': 0.9779771615008157, 'similarity_metrics': 0.9981791, 'contradiction': 0.5296437740325928, 'evidence_accuracy': 0.7609561752988048, 'evidence_precision': 0.022222222222222223, 'evidence_recall': 0.058823529411764705, 'evidence_f1': 0.03225806451612903, 'crest_accuracy': 0.45012787723785164, 'crest_precision': 0.6, 'crest_recall': 0.18340611353711792, 'crest_f1': 0.28093645484949836}"
"{'closeness': 0.9105263157894736, 'similarity_metrics': 0.9940134, 'contradiction': 0.04398644343018532, 'evidence_accuracy': 0.5921450151057401, 'evidence_precision': 0.2599388379204893, 'evidence_recall': 0.34274193548387094, 'evidence_f1': 0.29565217391304344, 'crest_accuracy': 0.5449275362318841, 'crest_precision': 0.7433628318584071, 'crest_recall': 0.39622641509433965, 'crest_f1': 0.516923076923077}","{'closeness': 0.5138157894736842, 'similarity_metrics': 0.8750775, 'contradiction': 0.5556537508964539, 'evidence_accuracy': 0.33031218529707956, 'evidence_precision': 0.22162883845126835, 'evidence_recall': 0.6693548387096774, 'evidence_f1': 0.3329989969909729, 'crest_accuracy': 0.6028985507246377, 'crest_precision': 0.6193548387096774, 'crest_recall': 0.909952606635071, 'crest_f1': 0.7370441458733206}","{'closeness': 0.6603070175438597, 'similarity_metrics': 0.90710294, 'contradiction': 0.45028573274612427, 'evidence_accuracy': 0.41389728096676737, 'evidence_precision': 0.1918819188191882, 'evidence_recall': 0.41935483870967744, 'evidence_f1': 0.26329113924050634, 'crest_accuracy': 0.5420289855072464, 'crest_precision': 0.5849056603773585, 'crest_recall': 0.8773584905660378, 'crest_f1': 0.7018867924528301}","{'closeness': 0.9089912280701754, 'similarity_metrics': 0.9939592, 'contradiction': 0.04213050752878189, 'evidence_accuracy': 0.5901309164149043, 'evidence_precision': 0.26126126126126126, 'evidence_recall': 0.35080645161290325, 'evidence_f1': 0.29948364888123924, 'crest_accuracy': 0.5246376811594203, 'crest_precision': 0.6935483870967742, 'crest_recall': 0.4056603773584906, 'crest_f1': 0.5119047619047619}","{'closeness': 0.11798245614035086, 'similarity_metrics': 0.66438425, 'contradiction': 0.09448771923780441, 'evidence_accuracy': 0.2648539778449144, 'evidence_precision': 0.23804347826086958, 'evidence_recall': 0.8830645161290323, 'evidence_f1': 0.375, 'crest_accuracy': 0.6057971014492753, 'crest_precision': 0.6119402985074627, 'crest_recall': 0.9715639810426541, 'crest_f1': 0.7509157509157509}","{'closeness': 0.9021929824561403, 'similarity_metrics': 0.9940134, 'contradiction': 0.04398644343018532, 'evidence_accuracy': 0.5911379657603223, 'evidence_precision': 0.2634730538922156, 'evidence_recall': 0.3548387096774194, 'evidence_f1': 0.302405498281787, 'crest_accuracy': 0.5449275362318841, 'crest_precision': 0.7433628318584071, 'crest_recall': 0.39622641509433965, 'crest_f1': 0.516923076923077}"
"{'closeness': 0.9660071029934043, 'similarity_metrics': 0.9988136, 'contradiction': 0.10490219295024872, 'evidence_accuracy': 0.43859649122807015, 'evidence_precision': 0.3987341772151899, 'evidence_recall': 0.328125, 'evidence_f1': 0.36000000000000004, 'crest_accuracy': 0.39939024390243905, 'crest_precision': 0.5564516129032258, 'crest_recall': 0.32701421800947866, 'crest_f1': 0.4119402985074627}","{'closeness': 0.8721461187214612, 'similarity_metrics': 0.9907118, 'contradiction': 0.9887790679931641, 'evidence_accuracy': 0.47368421052631576, 'evidence_precision': 0.45454545454545453, 'evidence_recall': 0.46875, 'evidence_f1': 0.4615384615384615, 'crest_accuracy': 0.45426829268292684, 'crest_precision': 0.5975609756097561, 'crest_recall': 0.46445497630331756, 'crest_f1': 0.5226666666666667}","{'closeness': 0.01572805682394729, 'similarity_metrics': 0.078618884, 'contradiction': 0.08103729039430618, 'evidence_accuracy': 0.48120300751879697, 'evidence_precision': 0.48120300751879697, 'evidence_recall': 1.0, 'evidence_f1': 0.649746192893401, 'crest_accuracy': 0.6432926829268293, 'crest_precision': 0.6432926829268293, 'crest_recall': 1.0, 'crest_f1': 0.7829313543599258}","{'closeness': 0.9634703196347032, 'similarity_metrics': 0.999045, 'contradiction': 0.10490219295024872, 'evidence_accuracy': 0.44611528822055135, 'evidence_precision': 0.40993788819875776, 'evidence_recall': 0.34375, 'evidence_f1': 0.37393767705382436, 'crest_accuracy': 0.4054878048780488, 'crest_precision': 0.5634920634920635, 'crest_recall': 0.33649289099526064, 'crest_f1': 0.42136498516320475}","{'closeness': 0.9857940131912735, 'similarity_metrics': 0.9997041, 'contradiction': 0.6104384064674377, 'evidence_accuracy': 0.531328320802005, 'evidence_precision': 1.0, 'evidence_recall': 0.026041666666666668, 'evidence_f1': 0.050761421319796954, 'crest_accuracy': 0.3719512195121951, 'crest_precision': 1.0, 'crest_recall': 0.023696682464454975, 'crest_f1': 0.046296296296296294}","{'closeness': 0.9680365296803652, 'similarity_metrics': 0.9989496, 'contradiction': 0.10694362968206406, 'evidence_accuracy': 0.49373433583959897, 'evidence_precision': 0.45454545454545453, 'evidence_recall': 0.2604166666666667, 'evidence_f1': 0.33112582781456956, 'crest_accuracy': 0.40853658536585363, 'crest_precision': 0.6049382716049383, 'crest_recall': 0.23222748815165878, 'crest_f1': 0.33561643835616434}"
"{'closeness': 0.48532569792412317, 'similarity_metrics': 0.9911555, 'contradiction': 0.9890758991241455, 'evidence_accuracy': 0.3997569866342649, 'evidence_precision': 0.21928166351606806, 'evidence_recall': 0.5888324873096447, 'evidence_f1': 0.31955922865013775, 'crest_accuracy': 0.5121293800539084, 'crest_precision': 0.6854838709677419, 'crest_recall': 0.3744493392070485, 'crest_f1': 0.48433048433048426}","{'closeness': 0.9016941064185159, 'similarity_metrics': 0.9869825, 'contradiction': 0.9832621812820435, 'evidence_accuracy': 0.5783718104495748, 'evidence_precision': 0.23214285714285715, 'evidence_recall': 0.3299492385786802, 'evidence_f1': 0.27253668763102723, 'crest_accuracy': 0.5525606469002695, 'crest_precision': 0.7046979865771812, 'crest_recall': 0.46255506607929514, 'crest_f1': 0.5585106382978723}","{'closeness': 0.98067287043665, 'similarity_metrics': 0.99888915, 'contradiction': 0.0033276607282459736, 'evidence_accuracy': 0.7800729040097205, 'evidence_precision': 0.9, 'evidence_recall': 0.09137055837563451, 'evidence_f1': 0.16589861751152074, 'crest_accuracy': 0.3908355795148248, 'crest_precision': 0.6, 'crest_recall': 0.013215859030837005, 'crest_f1': 0.025862068965517244}","{'closeness': 0.48246241947029345, 'similarity_metrics': 0.98975384, 'contradiction': 0.9827314019203186, 'evidence_accuracy': 0.3985419198055893, 'evidence_precision': 0.2199248120300752, 'evidence_recall': 0.5939086294416244, 'evidence_f1': 0.3209876543209877, 'crest_accuracy': 0.5175202156334232, 'crest_precision': 0.6904761904761905, 'crest_recall': 0.3832599118942731, 'crest_f1': 0.49291784702549574}","{'closeness': 0.10904318778334532, 'similarity_metrics': 0.903824, 'contradiction': 0.7035040259361267, 'evidence_accuracy': 0.2454434993924666, 'evidence_precision': 0.23433583959899748, 'evidence_recall': 0.949238578680203, 'evidence_f1': 0.3758793969849246, 'crest_accuracy': 0.6361185983827493, 'crest_precision': 0.6299435028248588, 'crest_recall': 0.9823788546255506, 'crest_f1': 0.7676419965576592}","{'closeness': 0.4817465998568361, 'similarity_metrics': 0.98975384, 'contradiction': 0.9827314019203186, 'evidence_accuracy': 0.3997569866342649, 'evidence_precision': 0.22138836772983114, 'evidence_recall': 0.5989847715736041, 'evidence_f1': 0.3232876712328767, 'crest_accuracy': 0.5175202156334232, 'crest_precision': 0.6904761904761905, 'crest_recall': 0.3832599118942731, 'crest_f1': 0.49291784702549574}"
"{'closeness': 0.4735975408936217, 'similarity_metrics': 0.9951586, 'contradiction': 0.10953745990991592, 'evidence_accuracy': 0.4162330905306972, 'evidence_precision': 0.23450980392156862, 'evidence_recall': 0.6719101123595506, 'evidence_f1': 0.34767441860465115, 'crest_accuracy': 0.5431472081218274, 'crest_precision': 0.672566371681416, 'crest_recall': 0.3470319634703196, 'crest_f1': 0.45783132530120485}","{'closeness': 0.003403227577121526, 'similarity_metrics': 0.07383275, 'contradiction': 0.5485259890556335, 'evidence_accuracy': 0.2315296566077003, 'evidence_precision': 0.2315296566077003, 'evidence_recall': 1.0, 'evidence_f1': 0.3760033798056612, 'crest_accuracy': 0.5532994923857868, 'crest_precision': 0.5532994923857868, 'crest_recall': 1.0, 'crest_f1': 0.7124183006535948}","{'closeness': 0.4698649687122626, 'similarity_metrics': 0.98887813, 'contradiction': 0.4396522641181946, 'evidence_accuracy': 0.48647242455775236, 'evidence_precision': 0.22791164658634538, 'evidence_recall': 0.5101123595505618, 'evidence_f1': 0.315058986814712, 'crest_accuracy': 0.46954314720812185, 'crest_precision': 1.0, 'crest_recall': 0.04128440366972477, 'crest_f1': 0.07929515418502202}","{'closeness': 0.46799868262158306, 'similarity_metrics': 0.97075623, 'contradiction': 0.9109228253364563, 'evidence_accuracy': 0.4214360041623309, 'evidence_precision': 0.24167312161115415, 'evidence_recall': 0.701123595505618, 'evidence_f1': 0.35944700460829493, 'crest_accuracy': 0.5380710659898477, 'crest_precision': 0.603448275862069, 'crest_recall': 0.481651376146789, 'crest_f1': 0.5357142857142857}","{'closeness': 0.10374355033483373, 'similarity_metrics': 0.7670146, 'contradiction': 0.5815841555595398, 'evidence_accuracy': 0.2866805411030177, 'evidence_precision': 0.23603192702394526, 'evidence_recall': 0.9303370786516854, 'evidence_f1': 0.3765347885402455, 'crest_accuracy': 0.5482233502538071, 'crest_precision': 0.5523560209424084, 'crest_recall': 0.9678899082568807, 'crest_f1': 0.7033333333333333}","{'closeness': 0.4744757931715885, 'similarity_metrics': 0.9951586, 'contradiction': 0.0963064581155777, 'evidence_accuracy': 0.41519250780437045, 'evidence_precision': 0.2341425215348473, 'evidence_recall': 0.6719101123595506, 'evidence_f1': 0.34727061556329847, 'crest_accuracy': 0.5482233502538071, 'crest_precision': 0.6782608695652174, 'crest_recall': 0.3561643835616438, 'crest_f1': 0.467065868263473}"
"{'closeness': 0.9990746452806909, 'similarity_metrics': 0.99998903, 'contradiction': 0.10282251238822937, 'evidence_accuracy': 0.8518518518518519, 'evidence_precision': 1.0, 'evidence_recall': 0.010309278350515464, 'evidence_f1': 0.020408163265306124, 'crest_accuracy': 0.3855421686746988, 'crest_precision': 1.0, 'crest_recall': 0.004878048780487805, 'crest_f1': 0.009708737864077669}","{'closeness': 0.9287257019438445, 'similarity_metrics': 0.9941882, 'contradiction': 0.9917391538619995, 'evidence_accuracy': 0.6280864197530864, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.3711340206185567, 'evidence_f1': 0.23003194888178916, 'crest_accuracy': 0.5542168674698795, 'crest_precision': 0.7735849056603774, 'crest_recall': 0.39805825242718446, 'crest_f1': 0.5256410256410255}","{'closeness': 0.975145750230132, 'similarity_metrics': 0.99949133, 'contradiction': 0.9413361549377441, 'evidence_accuracy': 0.8626543209876543, 'evidence_precision': 0.7, 'evidence_recall': 0.14432989690721648, 'evidence_f1': 0.23931623931623933, 'crest_accuracy': 0.39457831325301207, 'crest_precision': 1.0, 'crest_recall': 0.01951219512195122, 'crest_f1': 0.03827751196172249}","{'closeness': 0.24529466214131446, 'similarity_metrics': 0.90279007, 'contradiction': 0.4690266251564026, 'evidence_accuracy': 0.31790123456790126, 'evidence_precision': 0.15976331360946747, 'evidence_recall': 0.8350515463917526, 'evidence_f1': 0.26821192052980136, 'crest_accuracy': 0.5120481927710844, 'crest_precision': 0.612565445026178, 'crest_recall': 0.5707317073170731, 'crest_f1': 0.5909090909090909}","{'closeness': 0.47547053378586857, 'similarity_metrics': 0.5863569, 'contradiction': 0.21509474515914917, 'evidence_accuracy': 0.37808641975308643, 'evidence_precision': 0.12128712871287128, 'evidence_recall': 0.5051546391752577, 'evidence_f1': 0.19560878243512975, 'crest_accuracy': 0.5783132530120482, 'crest_precision': 0.61, 'crest_recall': 0.8883495145631068, 'crest_f1': 0.7233201581027667}","{'closeness': 0.24251774143782778, 'similarity_metrics': 0.8991054, 'contradiction': 0.1844262033700943, 'evidence_accuracy': 0.3148148148148148, 'evidence_precision': 0.15779092702169625, 'evidence_recall': 0.8247422680412371, 'evidence_f1': 0.2649006622516556, 'crest_accuracy': 0.5120481927710844, 'crest_precision': 0.612565445026178, 'crest_recall': 0.5707317073170731, 'crest_f1': 0.5909090909090909}"
