e-persona-human,e-persona-you,e-chain-of-thought,baseline,e-chat-history,e-implcit-target
"{'closeness': 0.882549504950495, 'similarity_metrics': 0.9869615, 'contradiction': 0.995832622051239, 'evidence_accuracy': 0.4402402402402402, 'evidence_precision': 0.6043046357615894, 'evidence_recall': 0.3449905482041588, 'evidence_f1': 0.43922984356197353, 'crest_accuracy': 0.4928774928774929, 'crest_precision': 0.6328125, 'crest_recall': 0.38207547169811323, 'crest_f1': 0.4764705882352942}","{'closeness': 0.8717821782178218, 'similarity_metrics': 0.9864391, 'contradiction': 0.9964984655380249, 'evidence_accuracy': 0.45765765765765765, 'evidence_precision': 0.6194144838212635, 'evidence_recall': 0.3799621928166352, 'evidence_f1': 0.47100175746924433, 'crest_accuracy': 0.4985754985754986, 'crest_precision': 0.6384615384615384, 'crest_recall': 0.3915094339622642, 'crest_f1': 0.4853801169590643}","{'closeness': 0.9220297029702971, 'similarity_metrics': 0.9875866, 'contradiction': 0.9981366395950317, 'evidence_accuracy': 0.4066066066066066, 'evidence_precision': 0.7430555555555556, 'evidence_recall': 0.10113421550094517, 'evidence_f1': 0.17803660565723795, 'crest_accuracy': 0.4131054131054131, 'crest_precision': 0.75, 'crest_recall': 0.04245283018867924, 'crest_f1': 0.08035714285714285}","{'closeness': 0.932549504950495, 'similarity_metrics': 0.98644423, 'contradiction': 0.9964984655380249, 'evidence_accuracy': 0.42582582582582584, 'evidence_precision': 0.5870307167235495, 'evidence_recall': 0.32514177693761814, 'evidence_f1': 0.4184914841849148, 'crest_accuracy': 0.49572649572649574, 'crest_precision': 0.6356589147286822, 'crest_recall': 0.3867924528301887, 'crest_f1': 0.4809384164222874}","{'closeness': 0.8881188118811881, 'similarity_metrics': 0.97836196, 'contradiction': 0.9967743754386902, 'evidence_accuracy': 0.4126126126126126, 'evidence_precision': 0.7061855670103093, 'evidence_recall': 0.12948960302457466, 'evidence_f1': 0.218849840255591, 'crest_accuracy': 0.41025641025641024, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.04716981132075472, 'crest_f1': 0.0881057268722467}","{'closeness': 0.7574257425742574, 'similarity_metrics': 0.98057735, 'contradiction': 0.9966417551040649, 'evidence_accuracy': 0.48768768768768767, 'evidence_precision': 0.6332899869960988, 'evidence_recall': 0.4603024574669187, 'evidence_f1': 0.5331143951833607, 'crest_accuracy': 0.5014245014245015, 'crest_precision': 0.6390977443609023, 'crest_recall': 0.4009433962264151, 'crest_f1': 0.4927536231884058}"
"{'closeness': 0.8468333333333333, 'similarity_metrics': 0.98015034, 'contradiction': 0.9521856307983398, 'evidence_accuracy': 0.5235008103727715, 'evidence_precision': 0.2978723404255319, 'evidence_recall': 0.4666666666666667, 'evidence_f1': 0.36363636363636365, 'crest_accuracy': 0.42565597667638483, 'crest_precision': 0.5340314136125655, 'crest_recall': 0.4857142857142857, 'crest_f1': 0.5087281795511222}","{'closeness': 0.9593360995850623, 'similarity_metrics': 0.9981754, 'contradiction': 0.9579105973243713, 'evidence_accuracy': 0.7082658022690438, 'evidence_precision': 0.5, 'evidence_recall': 0.06388888888888888, 'evidence_f1': 0.11330049261083742, 'crest_accuracy': 0.41690962099125367, 'crest_precision': 0.8125, 'crest_recall': 0.06190476190476191, 'crest_f1': 0.11504424778761062}","{'closeness': 0.9163830821584832, 'similarity_metrics': 0.99495757, 'contradiction': 0.9339500069618225, 'evidence_accuracy': 0.7252836304700162, 'evidence_precision': 0.5853658536585366, 'evidence_recall': 0.2, 'evidence_f1': 0.29813664596273287, 'crest_accuracy': 0.4402332361516035, 'crest_precision': 0.8214285714285714, 'crest_recall': 0.10952380952380952, 'crest_f1': 0.19327731092436973}","{'closeness': 0.9426666666666667, 'similarity_metrics': 0.99404496, 'contradiction': 0.966617226600647, 'evidence_accuracy': 0.7115072933549432, 'evidence_precision': 0.5294117647058824, 'evidence_recall': 0.1, 'evidence_f1': 0.16822429906542058, 'crest_accuracy': 0.4227405247813411, 'crest_precision': 0.75, 'crest_recall': 0.08571428571428572, 'crest_f1': 0.15384615384615383}","{'closeness': 0.9391666666666667, 'similarity_metrics': 0.995846, 'contradiction': 0.9287770986557007, 'evidence_accuracy': 0.7147487844408428, 'evidence_precision': 0.5588235294117647, 'evidence_recall': 0.10555555555555556, 'evidence_f1': 0.17757009345794392, 'crest_accuracy': 0.4227405247813411, 'crest_precision': 0.875, 'crest_recall': 0.06666666666666667, 'crest_f1': 0.12389380530973451}","{'closeness': 0.829, 'similarity_metrics': 0.9858291, 'contradiction': 0.9744771122932434, 'evidence_accuracy': 0.5259319286871961, 'evidence_precision': 0.3022847100175747, 'evidence_recall': 0.4777777777777778, 'evidence_f1': 0.37029063509149623, 'crest_accuracy': 0.2857142857142857, 'crest_precision': 0.4339622641509434, 'crest_recall': 0.5476190476190477, 'crest_f1': 0.48421052631578954}"
"{'closeness': 0.8179419525065963, 'similarity_metrics': 0.9701515, 'contradiction': 0.9679827094078064, 'evidence_accuracy': 0.5628997867803838, 'evidence_precision': 0.3490566037735849, 'evidence_recall': 0.524822695035461, 'evidence_f1': 0.4192634560906515, 'crest_accuracy': 0.5142118863049095, 'crest_precision': 0.6089385474860335, 'crest_recall': 0.4801762114537445, 'crest_f1': 0.5369458128078818}","{'closeness': 0.826297273526825, 'similarity_metrics': 0.9755008, 'contradiction': 0.9892292022705078, 'evidence_accuracy': 0.5394456289978679, 'evidence_precision': 0.3170731707317073, 'evidence_recall': 0.46099290780141844, 'evidence_f1': 0.3757225433526012, 'crest_accuracy': 0.5012919896640827, 'crest_precision': 0.5988372093023255, 'crest_recall': 0.45374449339207046, 'crest_f1': 0.5162907268170426}","{'closeness': 0.9635004397537379, 'similarity_metrics': 0.9881646, 'contradiction': 0.8641138076782227, 'evidence_accuracy': 0.7377398720682303, 'evidence_precision': 0.9090909090909091, 'evidence_recall': 0.14184397163120568, 'evidence_f1': 0.24539877300613497, 'crest_accuracy': 0.4315245478036176, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.06167400881057269, 'crest_f1': 0.11290322580645161}","{'closeness': 0.8386103781882146, 'similarity_metrics': 0.9738829, 'contradiction': 0.9829551577568054, 'evidence_accuracy': 0.5522388059701493, 'evidence_precision': 0.33170731707317075, 'evidence_recall': 0.48226950354609927, 'evidence_f1': 0.3930635838150289, 'crest_accuracy': 0.5116279069767442, 'crest_precision': 0.6104651162790697, 'crest_recall': 0.46255506607929514, 'crest_f1': 0.5263157894736842}","{'closeness': 0.7788038698328936, 'similarity_metrics': 0.95827925, 'contradiction': 0.9791738986968994, 'evidence_accuracy': 0.5906183368869936, 'evidence_precision': 0.388646288209607, 'evidence_recall': 0.6312056737588653, 'evidence_f1': 0.4810810810810811, 'crest_accuracy': 0.5322997416020672, 'crest_precision': 0.6185567010309279, 'crest_recall': 0.5286343612334802, 'crest_f1': 0.5700712589073634}","{'closeness': 0.8306948109058927, 'similarity_metrics': 0.9749951, 'contradiction': 0.9859732389450073, 'evidence_accuracy': 0.5479744136460555, 'evidence_precision': 0.33488372093023255, 'evidence_recall': 0.5106382978723404, 'evidence_f1': 0.4044943820224719, 'crest_accuracy': 0.524547803617571, 'crest_precision': 0.6187845303867403, 'crest_recall': 0.4933920704845815, 'crest_f1': 0.5490196078431372}"
"{'closeness': 0.8889986824769434, 'similarity_metrics': 0.9958563, 'contradiction': 0.9935327768325806, 'evidence_accuracy': 0.4464555052790347, 'evidence_precision': 0.3323943661971831, 'evidence_recall': 0.47580645161290325, 'evidence_f1': 0.3913764510779436, 'crest_accuracy': 0.53125, 'crest_precision': 0.6262626262626263, 'crest_recall': 0.5767441860465117, 'crest_f1': 0.6004842615012107}","{'closeness': 0.8929512516469038, 'similarity_metrics': 0.99561024, 'contradiction': 0.9940963983535767, 'evidence_accuracy': 0.43891402714932126, 'evidence_precision': 0.32285714285714284, 'evidence_recall': 0.45564516129032256, 'evidence_f1': 0.37792642140468224, 'crest_accuracy': 0.53125, 'crest_precision': 0.6262626262626263, 'crest_recall': 0.5767441860465117, 'crest_f1': 0.6004842615012107}","{'closeness': 0.9361001317523057, 'similarity_metrics': 0.9962207, 'contradiction': 0.9942598342895508, 'evidence_accuracy': 0.6606334841628959, 'evidence_precision': 0.7948717948717948, 'evidence_recall': 0.125, 'evidence_f1': 0.21602787456445993, 'crest_accuracy': 0.42329545454545453, 'crest_precision': 1.0, 'crest_recall': 0.06018518518518518, 'crest_f1': 0.11353711790393013}","{'closeness': 0.8870223978919631, 'similarity_metrics': 0.9958563, 'contradiction': 0.9935327768325806, 'evidence_accuracy': 0.444947209653092, 'evidence_precision': 0.33146067415730335, 'evidence_recall': 0.47580645161290325, 'evidence_f1': 0.390728476821192, 'crest_accuracy': 0.53125, 'crest_precision': 0.6262626262626263, 'crest_recall': 0.5767441860465117, 'crest_f1': 0.6004842615012107}","{'closeness': 0.8761528326745718, 'similarity_metrics': 0.99560994, 'contradiction': 0.9914941787719727, 'evidence_accuracy': 0.4374057315233786, 'evidence_precision': 0.3268698060941828, 'evidence_recall': 0.47580645161290325, 'evidence_f1': 0.3875205254515599, 'crest_accuracy': 0.5340909090909091, 'crest_precision': 0.6307692307692307, 'crest_recall': 0.5720930232558139, 'crest_f1': 0.6}","{'closeness': 0.8899868247694335, 'similarity_metrics': 0.99590313, 'contradiction': 0.9938468337059021, 'evidence_accuracy': 0.44042232277526394, 'evidence_precision': 0.32577903682719545, 'evidence_recall': 0.4637096774193548, 'evidence_f1': 0.3826955074875208, 'crest_accuracy': 0.53125, 'crest_precision': 0.6262626262626263, 'crest_recall': 0.5767441860465117, 'crest_f1': 0.6004842615012107}"
"{'closeness': 0.6392924826279216, 'similarity_metrics': 0.89646095, 'contradiction': 0.32618191838264465, 'evidence_accuracy': 0.4688473520249221, 'evidence_precision': 0.33253588516746413, 'evidence_recall': 0.6915422885572139, 'evidence_f1': 0.4491114701130856, 'crest_accuracy': 0.5470588235294118, 'crest_precision': 0.6328502415458938, 'crest_recall': 0.6267942583732058, 'crest_f1': 0.6298076923076923}","{'closeness': 0.8970309538850284, 'similarity_metrics': 0.9657967, 'contradiction': 0.01104219164699316, 'evidence_accuracy': 0.43613707165109034, 'evidence_precision': 0.2360655737704918, 'evidence_recall': 0.3582089552238806, 'evidence_f1': 0.2845849802371541, 'crest_accuracy': 0.49117647058823527, 'crest_precision': 0.6022727272727273, 'crest_recall': 0.507177033492823, 'crest_f1': 0.5506493506493507}","{'closeness': 0.9671155652990917, 'similarity_metrics': 0.9958574, 'contradiction': 0.04437663033604622, 'evidence_accuracy': 0.705607476635514, 'evidence_precision': 0.875, 'evidence_recall': 0.06965174129353234, 'evidence_f1': 0.12903225806451613, 'crest_accuracy': 0.4, 'crest_precision': 1.0, 'crest_recall': 0.02857142857142857, 'crest_f1': 0.05555555555555556}","{'closeness': 0.8945041061276058, 'similarity_metrics': 0.96678805, 'contradiction': 0.01104219164699316, 'evidence_accuracy': 0.43146417445482865, 'evidence_precision': 0.22666666666666666, 'evidence_recall': 0.3383084577114428, 'evidence_f1': 0.2714570858283433, 'crest_accuracy': 0.4764705882352941, 'crest_precision': 0.5895953757225434, 'crest_recall': 0.4880382775119617, 'crest_f1': 0.5340314136125653}","{'closeness': 0.793746051800379, 'similarity_metrics': 0.930295, 'contradiction': 0.17708219587802887, 'evidence_accuracy': 0.4688473520249221, 'evidence_precision': 0.30337078651685395, 'evidence_recall': 0.5373134328358209, 'evidence_f1': 0.3877917414721723, 'crest_accuracy': 0.5470588235294118, 'crest_precision': 0.6395939086294417, 'crest_recall': 0.6028708133971292, 'crest_f1': 0.6206896551724138}","{'closeness': 0.7754264055590651, 'similarity_metrics': 0.9116708, 'contradiction': 0.2549484372138977, 'evidence_accuracy': 0.45482866043613707, 'evidence_precision': 0.2913165266106443, 'evidence_recall': 0.5174129353233831, 'evidence_f1': 0.3727598566308244, 'crest_accuracy': 0.5647058823529412, 'crest_precision': 0.6517412935323383, 'crest_recall': 0.6267942583732058, 'crest_f1': 0.6390243902439025}"
"{'closeness': 0.8871456587627028, 'similarity_metrics': 0.99998385, 'contradiction': 0.0033637541346251965, 'evidence_accuracy': 0.5248508946322068, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4292565947242206, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.8871456587627028, 'similarity_metrics': 0.99998385, 'contradiction': 0.0033637541346251965, 'evidence_accuracy': 0.5248508946322068, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4292565947242206, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9115933293148483, 'similarity_metrics': 0.98356605, 'contradiction': 0.003304962534457445, 'evidence_accuracy': 0.5765407554671969, 'evidence_precision': 0.7142857142857143, 'evidence_recall': 0.17819706498951782, 'evidence_f1': 0.28523489932885904, 'crest_accuracy': 0.460431654676259, 'crest_precision': 0.9333333333333333, 'crest_recall': 0.058823529411764705, 'crest_f1': 0.11067193675889328}","{'closeness': 0.9019394598513685, 'similarity_metrics': 0.99998385, 'contradiction': 0.0033637541346251965, 'evidence_accuracy': 0.5248508946322068, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4292565947242206, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9216395418927065, 'similarity_metrics': 0.9804812, 'contradiction': 0.003304962534457445, 'evidence_accuracy': 0.5894632206759444, 'evidence_precision': 0.8636363636363636, 'evidence_recall': 0.15932914046121593, 'evidence_f1': 0.26902654867256637, 'crest_accuracy': 0.4556354916067146, 'crest_precision': 0.9230769230769231, 'crest_recall': 0.05042016806722689, 'crest_f1': 0.09561752988047809}","{'closeness': 0.9137035557331202, 'similarity_metrics': 0.97174805, 'contradiction': 0.9333410263061523, 'evidence_accuracy': 0.5576540755467196, 'evidence_precision': 0.6568627450980392, 'evidence_recall': 0.14046121593291405, 'evidence_f1': 0.23143350604490504, 'crest_accuracy': 0.5107913669064749, 'crest_precision': 0.9047619047619048, 'crest_recall': 0.15966386554621848, 'crest_f1': 0.2714285714285714}"
"{'closeness': 0.7152941176470589, 'similarity_metrics': 0.89130354, 'contradiction': 0.9881426692008972, 'evidence_accuracy': 0.5487012987012987, 'evidence_precision': 0.34782608695652173, 'evidence_recall': 0.4948453608247423, 'evidence_f1': 0.4085106382978723, 'crest_accuracy': 0.4967532467532468, 'crest_precision': 0.572463768115942, 'crest_recall': 0.4514285714285714, 'crest_f1': 0.5047923322683706}","{'closeness': 0.7410926365795725, 'similarity_metrics': 0.8635635, 'contradiction': 0.9819537401199341, 'evidence_accuracy': 0.5324675324675324, 'evidence_precision': 0.32592592592592595, 'evidence_recall': 0.4536082474226804, 'evidence_f1': 0.37931034482758624, 'crest_accuracy': 0.5194805194805194, 'crest_precision': 0.6, 'crest_recall': 0.46285714285714286, 'crest_f1': 0.5225806451612903}","{'closeness': 0.9641434262948207, 'similarity_metrics': 0.9671612, 'contradiction': 0.9944214224815369, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.9090909090909091, 'evidence_recall': 0.10309278350515463, 'evidence_f1': 0.18518518518518517, 'crest_accuracy': 0.4675324675324675, 'crest_precision': 1.0, 'crest_recall': 0.06285714285714286, 'crest_f1': 0.11827956989247311}","{'closeness': 0.9136125654450262, 'similarity_metrics': 0.93199706, 'contradiction': 0.990608811378479, 'evidence_accuracy': 0.672077922077922, 'evidence_precision': 0.4166666666666667, 'evidence_recall': 0.10309278350515463, 'evidence_f1': 0.16528925619834708, 'crest_accuracy': 0.4707792207792208, 'crest_precision': 0.75, 'crest_recall': 0.10285714285714286, 'crest_f1': 0.1809045226130653}","{'closeness': 0.7703289882060832, 'similarity_metrics': 0.90597373, 'contradiction': 0.9824955463409424, 'evidence_accuracy': 0.551948051948052, 'evidence_precision': 0.33858267716535434, 'evidence_recall': 0.44329896907216493, 'evidence_f1': 0.3839285714285714, 'crest_accuracy': 0.5454545454545454, 'crest_precision': 0.6377952755905512, 'crest_recall': 0.46285714285714286, 'crest_f1': 0.5364238410596026}","{'closeness': 0.6983627204030227, 'similarity_metrics': 0.9273026, 'contradiction': 0.9884688258171082, 'evidence_accuracy': 0.538961038961039, 'evidence_precision': 0.3584905660377358, 'evidence_recall': 0.5876288659793815, 'evidence_f1': 0.44531249999999994, 'crest_accuracy': 0.5324675324675324, 'crest_precision': 0.5974842767295597, 'crest_recall': 0.5428571428571428, 'crest_f1': 0.5688622754491017}"
"{'closeness': 0.9256756756756757, 'similarity_metrics': 0.9838417, 'contradiction': 0.44357535243034363, 'evidence_accuracy': 0.8909495548961425, 'evidence_precision': 0.7010309278350515, 'evidence_recall': 0.3655913978494624, 'evidence_f1': 0.48056537102473507, 'crest_accuracy': 0.5120481927710844, 'crest_precision': 0.7741935483870968, 'crest_recall': 0.24489795918367346, 'crest_f1': 0.3720930232558139}","{'closeness': 0.9115746180963572, 'similarity_metrics': 0.98279834, 'contradiction': 0.3136012554168701, 'evidence_accuracy': 0.8894658753709199, 'evidence_precision': 0.6761904761904762, 'evidence_recall': 0.3817204301075269, 'evidence_f1': 0.48797250859106533, 'crest_accuracy': 0.5210843373493976, 'crest_precision': 0.7846153846153846, 'crest_recall': 0.2602040816326531, 'crest_f1': 0.39080459770114945}","{'closeness': 0.9771260997067449, 'similarity_metrics': 0.9961468, 'contradiction': 0.9252694845199585, 'evidence_accuracy': 0.8568249258160238, 'evidence_precision': 0.3793103448275862, 'evidence_recall': 0.05913978494623656, 'evidence_f1': 0.10232558139534884, 'crest_accuracy': 0.42771084337349397, 'crest_precision': 0.8571428571428571, 'crest_recall': 0.03076923076923077, 'crest_f1': 0.05940594059405941}","{'closeness': 0.9103995299647474, 'similarity_metrics': 0.98279834, 'contradiction': 0.3136012554168701, 'evidence_accuracy': 0.8879821958456974, 'evidence_precision': 0.6635514018691588, 'evidence_recall': 0.3817204301075269, 'evidence_f1': 0.4846416382252559, 'crest_accuracy': 0.5210843373493976, 'crest_precision': 0.7846153846153846, 'crest_recall': 0.2602040816326531, 'crest_f1': 0.39080459770114945}","{'closeness': 0.9067273795534665, 'similarity_metrics': 0.98650044, 'contradiction': 0.4754204750061035, 'evidence_accuracy': 0.8820474777448071, 'evidence_precision': 0.6115702479338843, 'evidence_recall': 0.3978494623655914, 'evidence_f1': 0.4820846905537459, 'crest_accuracy': 0.5180722891566265, 'crest_precision': 0.78125, 'crest_recall': 0.25510204081632654, 'crest_f1': 0.38461538461538464}","{'closeness': 0.9145123384253819, 'similarity_metrics': 0.98257804, 'contradiction': 0.8406590819358826, 'evidence_accuracy': 0.8724035608308606, 'evidence_precision': 0.5603448275862069, 'evidence_recall': 0.34946236559139787, 'evidence_f1': 0.4304635761589404, 'crest_accuracy': 0.5301204819277109, 'crest_precision': 0.7857142857142857, 'crest_recall': 0.28061224489795916, 'crest_f1': 0.4135338345864661}"
"{'closeness': 0.8436490181456624, 'similarity_metrics': 0.992746, 'contradiction': 0.9950166344642639, 'evidence_accuracy': 0.5573170731707318, 'evidence_precision': 0.30094043887147337, 'evidence_recall': 0.4067796610169492, 'evidence_f1': 0.34594594594594597, 'crest_accuracy': 0.5607734806629834, 'crest_precision': 0.7083333333333334, 'crest_recall': 0.4657534246575342, 'crest_f1': 0.5619834710743802}","{'closeness': 0.8640318170519513, 'similarity_metrics': 0.9928354, 'contradiction': 0.9955926537513733, 'evidence_accuracy': 0.5646341463414634, 'evidence_precision': 0.30293159609120524, 'evidence_recall': 0.3940677966101695, 'evidence_f1': 0.34254143646408847, 'crest_accuracy': 0.5552486187845304, 'crest_precision': 0.7071428571428572, 'crest_recall': 0.4520547945205479, 'crest_f1': 0.5515320334261838}","{'closeness': 0.9446085672082718, 'similarity_metrics': 0.9937651, 'contradiction': 0.984115481376648, 'evidence_accuracy': 0.7609756097560976, 'evidence_precision': 0.9545454545454546, 'evidence_recall': 0.17796610169491525, 'evidence_f1': 0.3, 'crest_accuracy': 0.43646408839779005, 'crest_precision': 1.0, 'crest_recall': 0.06422018348623854, 'crest_f1': 0.1206896551724138}","{'closeness': 0.968595450049456, 'similarity_metrics': 0.9985583, 'contradiction': 0.8318547606468201, 'evidence_accuracy': 0.7390243902439024, 'evidence_precision': 0.84375, 'evidence_recall': 0.11440677966101695, 'evidence_f1': 0.20149253731343283, 'crest_accuracy': 0.42265193370165743, 'crest_precision': 0.8461538461538461, 'crest_recall': 0.05045871559633028, 'crest_f1': 0.09523809523809525}","{'closeness': 0.6895351727566492, 'similarity_metrics': 0.9751628, 'contradiction': 0.9920666217803955, 'evidence_accuracy': 0.5634146341463414, 'evidence_precision': 0.34595959595959597, 'evidence_recall': 0.5805084745762712, 'evidence_f1': 0.43354430379746833, 'crest_accuracy': 0.5441988950276243, 'crest_precision': 0.7014925373134329, 'crest_recall': 0.4292237442922374, 'crest_f1': 0.5325779036827195}","{'closeness': 0.8535918468804375, 'similarity_metrics': 0.9905926, 'contradiction': 0.9946269392967224, 'evidence_accuracy': 0.48048780487804876, 'evidence_precision': 0.2682926829268293, 'evidence_recall': 0.4661016949152542, 'evidence_f1': 0.3405572755417957, 'crest_accuracy': 0.5607734806629834, 'crest_precision': 0.6578947368421053, 'crest_recall': 0.5707762557077626, 'crest_f1': 0.6112469437652813}"
"{'closeness': 0.74836867862969, 'similarity_metrics': 0.95428115, 'contradiction': 0.9869536757469177, 'evidence_accuracy': 0.6573705179282868, 'evidence_precision': 0.06875, 'evidence_recall': 0.3235294117647059, 'evidence_f1': 0.11340206185567012, 'crest_accuracy': 0.5473145780051151, 'crest_precision': 0.7572815533980582, 'crest_recall': 0.3391304347826087, 'crest_f1': 0.46846846846846846}","{'closeness': 0.866231647634584, 'similarity_metrics': 0.9604446, 'contradiction': 0.9830881953239441, 'evidence_accuracy': 0.8286852589641435, 'evidence_precision': 0.14864864864864866, 'evidence_recall': 0.3235294117647059, 'evidence_f1': 0.20370370370370372, 'crest_accuracy': 0.5063938618925832, 'crest_precision': 0.9302325581395349, 'crest_recall': 0.17391304347826086, 'crest_f1': 0.29304029304029305}","{'closeness': 0.9645187601957586, 'similarity_metrics': 0.9839891, 'contradiction': 0.9773513674736023, 'evidence_accuracy': 0.9302788844621513, 'evidence_precision': 0.4666666666666667, 'evidence_recall': 0.20588235294117646, 'evidence_f1': 0.28571428571428564, 'crest_accuracy': 0.4398976982097187, 'crest_precision': 0.8666666666666667, 'crest_recall': 0.05652173913043478, 'crest_f1': 0.10612244897959183}","{'closeness': 0.7883360522022839, 'similarity_metrics': 0.93980366, 'contradiction': 0.9892677664756775, 'evidence_accuracy': 0.7131474103585658, 'evidence_precision': 0.07692307692307693, 'evidence_recall': 0.29411764705882354, 'evidence_f1': 0.12195121951219513, 'crest_accuracy': 0.5396419437340153, 'crest_precision': 0.7604166666666666, 'crest_recall': 0.3173913043478261, 'crest_f1': 0.4478527607361963}","{'closeness': 0.9000815660685155, 'similarity_metrics': 0.95874643, 'contradiction': 0.9908832907676697, 'evidence_accuracy': 0.8665338645418327, 'evidence_precision': 0.18867924528301888, 'evidence_recall': 0.29411764705882354, 'evidence_f1': 0.2298850574712644, 'crest_accuracy': 0.4884910485933504, 'crest_precision': 0.8125, 'crest_recall': 0.16956521739130434, 'crest_f1': 0.2805755395683453}","{'closeness': 0.8833605220228385, 'similarity_metrics': 0.94585735, 'contradiction': 0.9841883182525635, 'evidence_accuracy': 0.8366533864541833, 'evidence_precision': 0.13636363636363635, 'evidence_recall': 0.2647058823529412, 'evidence_f1': 0.18, 'crest_accuracy': 0.4833759590792839, 'crest_precision': 0.7258064516129032, 'crest_recall': 0.1956521739130435, 'crest_f1': 0.3082191780821918}"
"{'closeness': 0.9592105263157895, 'similarity_metrics': 1.0, 'contradiction': 0.09151815623044968, 'evidence_accuracy': 0.5337361530715005, 'evidence_precision': 0.18475073313782991, 'evidence_recall': 0.2540322580645161, 'evidence_f1': 0.2139219015280136, 'crest_accuracy': 0.5420289855072464, 'crest_precision': 0.6928571428571428, 'crest_recall': 0.45754716981132076, 'crest_f1': 0.5511363636363636}","{'closeness': 0.9592105263157895, 'similarity_metrics': 1.0, 'contradiction': 0.09151815623044968, 'evidence_accuracy': 0.5337361530715005, 'evidence_precision': 0.18475073313782991, 'evidence_recall': 0.2540322580645161, 'evidence_f1': 0.2139219015280136, 'crest_accuracy': 0.5420289855072464, 'crest_precision': 0.6928571428571428, 'crest_recall': 0.45754716981132076, 'crest_f1': 0.5511363636363636}","{'closeness': 0.9554594594594594, 'similarity_metrics': 0.9986483, 'contradiction': 0.9147818088531494, 'evidence_accuracy': 0.7794561933534743, 'evidence_precision': 0.8536585365853658, 'evidence_recall': 0.14112903225806453, 'evidence_f1': 0.24221453287197234, 'crest_accuracy': 0.4057971014492754, 'crest_precision': 0.8, 'crest_recall': 0.037914691943127965, 'crest_f1': 0.07239819004524888}","{'closeness': 0.9592105263157895, 'similarity_metrics': 1.0, 'contradiction': 0.09151815623044968, 'evidence_accuracy': 0.5337361530715005, 'evidence_precision': 0.18475073313782991, 'evidence_recall': 0.2540322580645161, 'evidence_f1': 0.2139219015280136, 'crest_accuracy': 0.5420289855072464, 'crest_precision': 0.6928571428571428, 'crest_recall': 0.45754716981132076, 'crest_f1': 0.5511363636363636}","{'closeness': 0.906140350877193, 'similarity_metrics': 0.99831873, 'contradiction': 0.7559918761253357, 'evidence_accuracy': 0.552870090634441, 'evidence_precision': 0.24074074074074073, 'evidence_recall': 0.36693548387096775, 'evidence_f1': 0.29073482428115016, 'crest_accuracy': 0.5507246376811594, 'crest_precision': 0.696551724137931, 'crest_recall': 0.47641509433962265, 'crest_f1': 0.5658263305322129}","{'closeness': 0.8866228070175438, 'similarity_metrics': 0.9920969, 'contradiction': 0.6527935862541199, 'evidence_accuracy': 0.4783484390735146, 'evidence_precision': 0.16417910447761194, 'evidence_recall': 0.2661290322580645, 'evidence_f1': 0.20307692307692304, 'crest_accuracy': 0.5565217391304348, 'crest_precision': 0.6766467065868264, 'crest_recall': 0.5330188679245284, 'crest_f1': 0.5963060686015832}"
