baseline,e-persona-you,e-persona-human,e-implcit-target,e-chain-of-thought,e-chat-history
"{'closeness': 0.6723449560819803, 'similarity_metrics': 0.9688176, 'contradiction': 0.9962497353553772, 'evidence_accuracy': 0.49293966623876767, 'evidence_precision': 0.37259100642398285, 'evidence_recall': 0.6304347826086957, 'evidence_f1': 0.468371467025572, 'crest_accuracy': 0.4630681818181818, 'crest_precision': 0.5454545454545454, 'crest_recall': 0.7009345794392523, 'crest_f1': 0.6134969325153374}","{'closeness': 0.5086505190311419, 'similarity_metrics': 0.9383933, 'contradiction': 0.9883463978767395, 'evidence_accuracy': 0.4839537869062901, 'evidence_precision': 0.39464882943143814, 'evidence_recall': 0.855072463768116, 'evidence_f1': 0.540045766590389, 'crest_accuracy': 0.6931818181818182, 'crest_precision': 0.7431192660550459, 'crest_recall': 0.7570093457943925, 'crest_f1': 0.7499999999999999}","{'closeness': 0.5049241416023422, 'similarity_metrics': 0.93977773, 'contradiction': 0.9883463978767395, 'evidence_accuracy': 0.48267008985879334, 'evidence_precision': 0.39327731092436974, 'evidence_recall': 0.8478260869565217, 'evidence_f1': 0.5373134328358209, 'crest_accuracy': 0.6960227272727273, 'crest_precision': 0.7442922374429224, 'crest_recall': 0.7616822429906542, 'crest_f1': 0.7528868360277137}","{'closeness': 0.6457279744476976, 'similarity_metrics': 0.9668682, 'contradiction': 0.9952114224433899, 'evidence_accuracy': 0.4878048780487805, 'evidence_precision': 0.36886993603411516, 'evidence_recall': 0.6268115942028986, 'evidence_f1': 0.4644295302013423, 'crest_accuracy': 0.4375, 'crest_precision': 0.5289855072463768, 'crest_recall': 0.6822429906542056, 'crest_f1': 0.5959183673469388}","{'closeness': 0.6310886345488422, 'similarity_metrics': 0.9264996, 'contradiction': 0.993974506855011, 'evidence_accuracy': 0.6405648267008985, 'evidence_precision': 0.4943502824858757, 'evidence_recall': 0.6340579710144928, 'evidence_f1': 0.5555555555555555, 'crest_accuracy': 0.5539772727272727, 'crest_precision': 0.8, 'crest_recall': 0.35514018691588783, 'crest_f1': 0.4919093851132686}","{'closeness': 0.5352675006654246, 'similarity_metrics': 0.9370246, 'contradiction': 0.9932855367660522, 'evidence_accuracy': 0.5635430038510911, 'evidence_precision': 0.4357429718875502, 'evidence_recall': 0.7862318840579711, 'evidence_f1': 0.5607235142118863, 'crest_accuracy': 0.6136363636363636, 'crest_precision': 0.819672131147541, 'crest_recall': 0.4672897196261682, 'crest_f1': 0.5952380952380952}"
"{'closeness': 0.7354988399071926, 'similarity_metrics': 0.96408737, 'contradiction': 0.9886228442192078, 'evidence_accuracy': 0.5045871559633027, 'evidence_precision': 0.4288389513108614, 'evidence_recall': 0.5585365853658537, 'evidence_f1': 0.4851694915254237, 'crest_accuracy': 0.5461741424802111, 'crest_precision': 0.6486486486486487, 'crest_recall': 0.5286343612334802, 'crest_f1': 0.5825242718446602}","{'closeness': 0.7179919848133305, 'similarity_metrics': 0.93120235, 'contradiction': 0.9939239621162415, 'evidence_accuracy': 0.5443425076452599, 'evidence_precision': 0.466786355475763, 'evidence_recall': 0.6341463414634146, 'evidence_f1': 0.5377456049638055, 'crest_accuracy': 0.5382585751978892, 'crest_precision': 0.6413043478260869, 'crest_recall': 0.5198237885462555, 'crest_f1': 0.5742092457420924}","{'closeness': 0.20080151866694795, 'similarity_metrics': 0.87363863, 'contradiction': 0.10886938869953156, 'evidence_accuracy': 0.43425076452599387, 'evidence_precision': 0.42408376963350786, 'evidence_recall': 0.9878048780487805, 'evidence_f1': 0.5934065934065934, 'crest_accuracy': 0.6279683377308707, 'crest_precision': 0.6190476190476191, 'crest_recall': 0.9778761061946902, 'crest_f1': 0.758147512864494}","{'closeness': 0.2562750474583422, 'similarity_metrics': 0.92145723, 'contradiction': 0.8166630864143372, 'evidence_accuracy': 0.4434250764525994, 'evidence_precision': 0.4281183932346723, 'evidence_recall': 0.9878048780487805, 'evidence_f1': 0.5973451327433628, 'crest_accuracy': 0.6490765171503958, 'crest_precision': 0.6332378223495702, 'crest_recall': 0.9778761061946902, 'crest_f1': 0.768695652173913}","{'closeness': 0.8888420164522253, 'similarity_metrics': 0.995702, 'contradiction': 0.9851629137992859, 'evidence_accuracy': 0.6452599388379205, 'evidence_precision': 0.7384615384615385, 'evidence_recall': 0.23414634146341465, 'evidence_f1': 0.3555555555555556, 'crest_accuracy': 0.5224274406332454, 'crest_precision': 0.96, 'crest_recall': 0.21145374449339208, 'crest_f1': 0.34657039711191334}","{'closeness': 0.5182450959713141, 'similarity_metrics': 0.9370111, 'contradiction': 0.9792028069496155, 'evidence_accuracy': 0.6055045871559633, 'evidence_precision': 0.5168374816983895, 'evidence_recall': 0.8609756097560975, 'evidence_f1': 0.645928636779506, 'crest_accuracy': 0.6701846965699209, 'crest_precision': 0.7463414634146341, 'crest_recall': 0.6769911504424779, 'crest_f1': 0.7099767981438516}"
"{'closeness': 1.0, 'similarity_metrics': 0.99999994, 'contradiction': 0.513495147228241, 'evidence_accuracy': 0.3034623217922607, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4262734584450402, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9991645781119465, 'similarity_metrics': 0.9997014, 'contradiction': 0.6572495698928833, 'evidence_accuracy': 0.3054989816700611, 'evidence_precision': 1.0, 'evidence_recall': 0.0029239766081871343, 'evidence_f1': 0.005830903790087463, 'crest_accuracy': 0.42359249329758714, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9991645781119465, 'similarity_metrics': 0.9997014, 'contradiction': 0.6572495698928833, 'evidence_accuracy': 0.3054989816700611, 'evidence_precision': 1.0, 'evidence_recall': 0.0029239766081871343, 'evidence_f1': 0.005830903790087463, 'crest_accuracy': 0.42359249329758714, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.7422723475355054, 'similarity_metrics': 0.96268535, 'contradiction': 0.9839029312133789, 'evidence_accuracy': 0.4908350305498982, 'evidence_precision': 0.859375, 'evidence_recall': 0.3216374269005848, 'evidence_f1': 0.4680851063829787, 'crest_accuracy': 0.4718498659517426, 'crest_precision': 0.5648854961832062, 'crest_recall': 0.34579439252336447, 'crest_f1': 0.42898550724637685}","{'closeness': 0.8483709273182958, 'similarity_metrics': 0.97252727, 'contradiction': 0.9632675647735596, 'evidence_accuracy': 0.42973523421588594, 'evidence_precision': 0.8974358974358975, 'evidence_recall': 0.2046783625730994, 'evidence_f1': 0.3333333333333333, 'crest_accuracy': 0.47989276139410186, 'crest_precision': 0.6470588235294118, 'crest_recall': 0.205607476635514, 'crest_f1': 0.3120567375886525}","{'closeness': 0.7852965747702589, 'similarity_metrics': 0.97012305, 'contradiction': 0.9661376476287842, 'evidence_accuracy': 0.4908350305498982, 'evidence_precision': 0.8898305084745762, 'evidence_recall': 0.30701754385964913, 'evidence_f1': 0.4565217391304348, 'crest_accuracy': 0.46380697050938335, 'crest_precision': 0.5625, 'crest_recall': 0.29439252336448596, 'crest_f1': 0.38650306748466257}"
"{'closeness': 0.24100102845389093, 'similarity_metrics': 0.84026235, 'contradiction': 0.17356570065021515, 'evidence_accuracy': 0.49585406301824214, 'evidence_precision': 0.5077720207253886, 'evidence_recall': 0.939297124600639, 'evidence_f1': 0.6591928251121076, 'crest_accuracy': 0.6071428571428571, 'crest_precision': 0.6063218390804598, 'crest_recall': 0.9723502304147466, 'crest_f1': 0.7469026548672566}","{'closeness': 0.24065821049022973, 'similarity_metrics': 0.8413063, 'contradiction': 0.10037320107221603, 'evidence_accuracy': 0.3747927031509121, 'evidence_precision': 0.45180722891566266, 'evidence_recall': 0.9584664536741214, 'evidence_f1': 0.6141248720573182, 'crest_accuracy': 0.37362637362637363, 'crest_precision': 0.48711943793911006, 'crest_recall': 0.9585253456221198, 'crest_f1': 0.6459627329192547}","{'closeness': 0.23243057936235856, 'similarity_metrics': 0.8324665, 'contradiction': 0.18948319554328918, 'evidence_accuracy': 0.37976782752902155, 'evidence_precision': 0.45454545454545453, 'evidence_recall': 0.9744408945686901, 'evidence_f1': 0.6199186991869919, 'crest_accuracy': 0.36813186813186816, 'crest_precision': 0.48519362186788156, 'crest_recall': 0.9815668202764977, 'crest_f1': 0.649390243902439}","{'closeness': 0.2951662667123758, 'similarity_metrics': 0.8606677, 'contradiction': 0.019019007682800293, 'evidence_accuracy': 0.5456053067993366, 'evidence_precision': 0.5359116022099447, 'evidence_recall': 0.9297124600638977, 'evidence_f1': 0.6799065420560747, 'crest_accuracy': 0.6428571428571429, 'crest_precision': 0.638095238095238, 'crest_recall': 0.9262672811059908, 'crest_f1': 0.7556390977443609}","{'closeness': 0.8712635869565217, 'similarity_metrics': 0.99320203, 'contradiction': 0.9778955578804016, 'evidence_accuracy': 0.5621890547263682, 'evidence_precision': 0.855072463768116, 'evidence_recall': 0.18849840255591055, 'evidence_f1': 0.30890052356020936, 'crest_accuracy': 0.4478021978021978, 'crest_precision': 0.7666666666666667, 'crest_recall': 0.10599078341013825, 'crest_f1': 0.1862348178137652}","{'closeness': 0.6774082961947205, 'similarity_metrics': 0.9633772, 'contradiction': 0.6107155680656433, 'evidence_accuracy': 0.7379767827529021, 'evidence_precision': 0.8384279475982532, 'evidence_recall': 0.6134185303514377, 'evidence_f1': 0.7084870848708488, 'crest_accuracy': 0.41208791208791207, 'crest_precision': 0.5099337748344371, 'crest_recall': 0.3548387096774194, 'crest_f1': 0.41847826086956524}"
"{'closeness': 0.7582688247712879, 'similarity_metrics': 0.96503717, 'contradiction': 0.22441214323043823, 'evidence_accuracy': 0.5549828178694158, 'evidence_precision': 0.6928571428571428, 'evidence_recall': 0.30990415335463256, 'evidence_f1': 0.42825607064017657, 'crest_accuracy': 0.3957703927492447, 'crest_precision': 0.7142857142857143, 'crest_recall': 0.11627906976744186, 'crest_f1': 0.2}","{'closeness': 0.5862068965517242, 'similarity_metrics': 0.7667466, 'contradiction': 0.8079209327697754, 'evidence_accuracy': 0.46735395189003437, 'evidence_precision': 0.5041095890410959, 'evidence_recall': 0.5878594249201278, 'evidence_f1': 0.5427728613569321, 'crest_accuracy': 0.5377643504531722, 'crest_precision': 0.6435185185185185, 'crest_recall': 0.6465116279069767, 'crest_f1': 0.6450116009280743}","{'closeness': 0.657283603096411, 'similarity_metrics': 0.8514199, 'contradiction': 0.6998129487037659, 'evidence_accuracy': 0.41924398625429554, 'evidence_precision': 0.46518105849582175, 'evidence_recall': 0.5335463258785943, 'evidence_f1': 0.4970238095238096, 'crest_accuracy': 0.4954682779456193, 'crest_precision': 0.6153846153846154, 'crest_recall': 0.5953488372093023, 'crest_f1': 0.6052009456264775}","{'closeness': 0.6104855735397607, 'similarity_metrics': 0.8647623, 'contradiction': 0.9737656116485596, 'evidence_accuracy': 0.43470790378006874, 'evidence_precision': 0.4699248120300752, 'evidence_recall': 0.3993610223642173, 'evidence_f1': 0.43177892918825567, 'crest_accuracy': 0.5045317220543807, 'crest_precision': 0.673469387755102, 'crest_recall': 0.4604651162790698, 'crest_f1': 0.5469613259668509}","{'closeness': 0.8166783954961295, 'similarity_metrics': 0.9720063, 'contradiction': 0.12361127138137817, 'evidence_accuracy': 0.5085910652920962, 'evidence_precision': 0.5918367346938775, 'evidence_recall': 0.2779552715654952, 'evidence_f1': 0.37826086956521743, 'crest_accuracy': 0.3776435045317221, 'crest_precision': 0.5789473684210527, 'crest_recall': 0.15348837209302327, 'crest_f1': 0.24264705882352944}","{'closeness': 0.7730471498944406, 'similarity_metrics': 0.9694877, 'contradiction': 0.06664059311151505, 'evidence_accuracy': 0.5549828178694158, 'evidence_precision': 0.6985294117647058, 'evidence_recall': 0.3035143769968051, 'evidence_f1': 0.42316258351893093, 'crest_accuracy': 0.4078549848942598, 'crest_precision': 0.7714285714285715, 'crest_recall': 0.12558139534883722, 'crest_f1': 0.21600000000000003}"
"{'closeness': 0.2052023121387283, 'similarity_metrics': 0.76095456, 'contradiction': 0.041579414159059525, 'evidence_accuracy': 0.3273885350318471, 'evidence_precision': 0.3105263157894737, 'evidence_recall': 0.9833333333333333, 'evidence_f1': 0.4720000000000001, 'crest_accuracy': 0.5847457627118644, 'crest_precision': 0.6030769230769231, 'crest_recall': 0.9158878504672897, 'crest_f1': 0.7272727272727274}","{'closeness': 0.4826589595375722, 'similarity_metrics': 0.86023426, 'contradiction': 0.9503915309906006, 'evidence_accuracy': 0.44331210191082804, 'evidence_precision': 0.3424, 'evidence_recall': 0.8916666666666667, 'evidence_f1': 0.4947976878612717, 'crest_accuracy': 0.6186440677966102, 'crest_precision': 0.6755555555555556, 'crest_recall': 0.7102803738317757, 'crest_f1': 0.6924829157175398}","{'closeness': 0.2067787703625854, 'similarity_metrics': 0.8006139, 'contradiction': 0.12002554535865784, 'evidence_accuracy': 0.32229299363057323, 'evidence_precision': 0.31088082901554404, 'evidence_recall': 1.0, 'evidence_f1': 0.4743083003952569, 'crest_accuracy': 0.6129943502824858, 'crest_precision': 0.6129032258064516, 'crest_recall': 0.9766355140186916, 'crest_f1': 0.7531531531531532}","{'closeness': 0.8286915396741986, 'similarity_metrics': 0.84722304, 'contradiction': 0.9935094714164734, 'evidence_accuracy': 0.621656050955414, 'evidence_precision': 0.33136094674556216, 'evidence_recall': 0.23333333333333334, 'evidence_f1': 0.273838630806846, 'crest_accuracy': 0.5508474576271186, 'crest_precision': 0.7978723404255319, 'crest_recall': 0.3488372093023256, 'crest_f1': 0.4854368932038835}","{'closeness': 0.9224908039936942, 'similarity_metrics': 0.99613655, 'contradiction': 0.015586554072797298, 'evidence_accuracy': 0.6356687898089172, 'evidence_precision': 0.2982456140350877, 'evidence_recall': 0.14166666666666666, 'evidence_f1': 0.19209039548022597, 'crest_accuracy': 0.4180790960451977, 'crest_precision': 1.0, 'crest_recall': 0.04186046511627907, 'crest_f1': 0.08035714285714286}","{'closeness': 0.7427745664739884, 'similarity_metrics': 0.99889845, 'contradiction': 0.054962407797575, 'evidence_accuracy': 0.6815286624203821, 'evidence_precision': 0.4774774774774775, 'evidence_recall': 0.44166666666666665, 'evidence_f1': 0.4588744588744589, 'crest_accuracy': 0.4011299435028249, 'crest_precision': 0.8, 'crest_recall': 0.018604651162790697, 'crest_f1': 0.03636363636363637}"
"{'closeness': 0.5773291925465838, 'similarity_metrics': 0.9194895, 'contradiction': 0.4650821387767792, 'evidence_accuracy': 0.49122807017543857, 'evidence_precision': 0.4564755838641189, 'evidence_recall': 0.7003257328990228, 'evidence_f1': 0.5526992287917738, 'crest_accuracy': 0.12883435582822086, 'crest_precision': 0.38992042440318303, 'crest_recall': 0.7313432835820896, 'crest_f1': 0.5086505190311419}","{'closeness': 0.612111801242236, 'similarity_metrics': 0.91534835, 'contradiction': 0.6936259269714355, 'evidence_accuracy': 0.5029239766081871, 'evidence_precision': 0.4645161290322581, 'evidence_recall': 0.7035830618892508, 'evidence_f1': 0.5595854922279793, 'crest_accuracy': 0.6104294478527608, 'crest_precision': 0.6504065040650406, 'crest_recall': 0.7960199004975125, 'crest_f1': 0.7158836689038032}","{'closeness': 0.7239130434782608, 'similarity_metrics': 0.95730364, 'contradiction': 0.7199329137802124, 'evidence_accuracy': 0.5277777777777778, 'evidence_precision': 0.4812206572769953, 'evidence_recall': 0.6677524429967426, 'evidence_f1': 0.5593451568894952, 'crest_accuracy': 0.598159509202454, 'crest_precision': 0.65625, 'crest_recall': 0.7313432835820896, 'crest_f1': 0.6917647058823528}","{'closeness': 0.8273291925465839, 'similarity_metrics': 0.9880023, 'contradiction': 0.9716088175773621, 'evidence_accuracy': 0.43128654970760233, 'evidence_precision': 0.3848314606741573, 'evidence_recall': 0.44625407166123776, 'evidence_f1': 0.4132730015082956, 'crest_accuracy': 0.27300613496932513, 'crest_precision': 0.4338235294117647, 'crest_recall': 0.5870646766169154, 'crest_f1': 0.4989429175475687}","{'closeness': 0.8608695652173913, 'similarity_metrics': 0.9867414, 'contradiction': 0.9183893799781799, 'evidence_accuracy': 0.48099415204678364, 'evidence_precision': 0.42857142857142855, 'evidence_recall': 0.46905537459283386, 'evidence_f1': 0.44790046656298593, 'crest_accuracy': 0.24539877300613497, 'crest_precision': 0.40816326530612246, 'crest_recall': 0.4975124378109453, 'crest_f1': 0.4484304932735426}","{'closeness': 0.7316770186335404, 'similarity_metrics': 0.97929555, 'contradiction': 0.5050052404403687, 'evidence_accuracy': 0.6710526315789473, 'evidence_precision': 0.7070707070707071, 'evidence_recall': 0.4560260586319218, 'evidence_f1': 0.5544554455445545, 'crest_accuracy': 0.4539877300613497, 'crest_precision': 0.676923076923077, 'crest_recall': 0.21890547263681592, 'crest_f1': 0.33082706766917297}"
"{'closeness': 0.21123829344432887, 'similarity_metrics': 0.7046809, 'contradiction': 0.0035082600079476833, 'evidence_accuracy': 0.8408551068883611, 'evidence_precision': 0.8434886499402628, 'evidence_recall': 0.995768688293371, 'evidence_f1': 0.9133247089262613, 'crest_accuracy': 0.6041055718475073, 'crest_precision': 0.6071428571428571, 'crest_recall': 0.9855072463768116, 'crest_f1': 0.7513812154696132}","{'closeness': 0.759105098855359, 'similarity_metrics': 0.9155129, 'contradiction': 0.9877134561538696, 'evidence_accuracy': 0.5225653206650831, 'evidence_precision': 0.8272921108742004, 'evidence_recall': 0.5472496473906912, 'evidence_f1': 0.6587436332767402, 'crest_accuracy': 0.6129032258064516, 'crest_precision': 0.6777251184834123, 'crest_recall': 0.6908212560386473, 'crest_f1': 0.6842105263157895}","{'closeness': 0.20395421436004157, 'similarity_metrics': 0.7563139, 'contradiction': 0.164228156208992, 'evidence_accuracy': 0.83729216152019, 'evidence_precision': 0.8530864197530864, 'evidence_recall': 0.9746121297602257, 'evidence_f1': 0.9098090849242924, 'crest_accuracy': 0.6187683284457478, 'crest_precision': 0.6206896551724138, 'crest_recall': 0.9565217391304348, 'crest_f1': 0.752851711026616}","{'closeness': 0.2463579604578564, 'similarity_metrics': 0.8194788, 'contradiction': 0.938831627368927, 'evidence_accuracy': 0.7885985748218527, 'evidence_precision': 0.8339622641509434, 'evidence_recall': 0.9351198871650211, 'evidence_f1': 0.8816489361702128, 'crest_accuracy': 0.6041055718475073, 'crest_precision': 0.6216216216216216, 'crest_recall': 0.8888888888888888, 'crest_f1': 0.731610337972167}","{'closeness': 0.8267429760665973, 'similarity_metrics': 0.90768194, 'contradiction': 0.9922524094581604, 'evidence_accuracy': 0.41211401425178146, 'evidence_precision': 0.8933823529411765, 'evidence_recall': 0.3427362482369535, 'evidence_f1': 0.4954128440366973, 'crest_accuracy': 0.44281524926686217, 'crest_precision': 0.6197183098591549, 'crest_recall': 0.21256038647342995, 'crest_f1': 0.3165467625899281}","{'closeness': 0.31789802289282, 'similarity_metrics': 0.7777332, 'contradiction': 0.8542339205741882, 'evidence_accuracy': 0.7814726840855107, 'evidence_precision': 0.8798842257597684, 'evidence_recall': 0.8575458392101551, 'evidence_f1': 0.8685714285714287, 'crest_accuracy': 0.6041055718475073, 'crest_precision': 0.6463414634146342, 'crest_recall': 0.7681159420289855, 'crest_f1': 0.7019867549668874}"
"{'closeness': 0.42462794047047525, 'similarity_metrics': 0.9440734, 'contradiction': 0.9890534281730652, 'evidence_accuracy': 0.43148357870894677, 'evidence_precision': 0.40638606676342526, 'evidence_recall': 0.7506702412868632, 'evidence_f1': 0.5273069679849341, 'crest_accuracy': 0.5977961432506887, 'crest_precision': 0.6561085972850679, 'crest_recall': 0.6744186046511628, 'crest_f1': 0.6651376146788991}","{'closeness': 0.3533365338454153, 'similarity_metrics': 0.92347, 'contradiction': 0.9910255074501038, 'evidence_accuracy': 0.44960362400906, 'evidence_precision': 0.42354533152909335, 'evidence_recall': 0.839142091152815, 'evidence_f1': 0.5629496402877698, 'crest_accuracy': 0.6528925619834711, 'crest_precision': 0.6758893280632411, 'crest_recall': 0.7953488372093023, 'crest_f1': 0.7307692307692308}","{'closeness': 0.4157465194431109, 'similarity_metrics': 0.94984365, 'contradiction': 0.9921798706054688, 'evidence_accuracy': 0.42808607021517553, 'evidence_precision': 0.4043478260869565, 'evidence_recall': 0.7479892761394102, 'evidence_f1': 0.5249294449670744, 'crest_accuracy': 0.6033057851239669, 'crest_precision': 0.6591928251121076, 'crest_recall': 0.6837209302325581, 'crest_f1': 0.6712328767123288}","{'closeness': 0.46495439270283245, 'similarity_metrics': 0.92261034, 'contradiction': 0.9961298704147339, 'evidence_accuracy': 0.41336353340883353, 'evidence_precision': 0.3922734026745914, 'evidence_recall': 0.707774798927614, 'evidence_f1': 0.5047801147227533, 'crest_accuracy': 0.6170798898071626, 'crest_precision': 0.668141592920354, 'crest_recall': 0.7023255813953488, 'crest_f1': 0.6848072562358277}","{'closeness': 0.7748439750360058, 'similarity_metrics': 0.9714811, 'contradiction': 0.9952172040939331, 'evidence_accuracy': 0.753114382785957, 'evidence_precision': 0.9057591623036649, 'evidence_recall': 0.46380697050938335, 'evidence_f1': 0.6134751773049645, 'crest_accuracy': 0.5289256198347108, 'crest_precision': 0.8055555555555556, 'crest_recall': 0.26976744186046514, 'crest_f1': 0.40418118466898956}","{'closeness': 0.7424387902064331, 'similarity_metrics': 0.9528497, 'contradiction': 0.9335197806358337, 'evidence_accuracy': 0.7757644394110985, 'evidence_precision': 0.8854625550660793, 'evidence_recall': 0.5388739946380697, 'evidence_f1': 0.6699999999999999, 'crest_accuracy': 0.5674931129476584, 'crest_precision': 0.8085106382978723, 'crest_recall': 0.35348837209302325, 'crest_f1': 0.49190938511326865}"
"{'closeness': 0.04699958036088958, 'similarity_metrics': 0.19085795, 'contradiction': 0.16774824261665344, 'evidence_accuracy': 0.4268292682926829, 'evidence_precision': 0.42653061224489797, 'evidence_recall': 0.9952380952380953, 'evidence_f1': 0.5971428571428572, 'crest_accuracy': 0.5698005698005698, 'crest_precision': 0.5685714285714286, 'crest_recall': 1.0, 'crest_f1': 0.7249544626593808}","{'closeness': 0.5472093999160722, 'similarity_metrics': 0.9385773, 'contradiction': 0.9605621099472046, 'evidence_accuracy': 0.49390243902439024, 'evidence_precision': 0.44314868804664725, 'evidence_recall': 0.7238095238095238, 'evidence_f1': 0.5497287522603979, 'crest_accuracy': 0.6837606837606838, 'crest_precision': 0.6833333333333333, 'crest_recall': 0.8241206030150754, 'crest_f1': 0.7471526195899773}","{'closeness': 0.04028535459504823, 'similarity_metrics': 0.24182332, 'contradiction': 0.13405805826187134, 'evidence_accuracy': 0.4268292682926829, 'evidence_precision': 0.42653061224489797, 'evidence_recall': 0.9952380952380953, 'evidence_f1': 0.5971428571428572, 'crest_accuracy': 0.5698005698005698, 'crest_precision': 0.5685714285714286, 'crest_recall': 1.0, 'crest_f1': 0.7249544626593808}","{'closeness': 0.3394880402853546, 'similarity_metrics': 0.85588366, 'contradiction': 0.969261884689331, 'evidence_accuracy': 0.4491869918699187, 'evidence_precision': 0.4335511982570806, 'evidence_recall': 0.9476190476190476, 'evidence_f1': 0.5949177877428998, 'crest_accuracy': 0.6125356125356125, 'crest_precision': 0.5993690851735016, 'crest_recall': 0.9547738693467337, 'crest_f1': 0.7364341085271318}","{'closeness': 0.63365505665128, 'similarity_metrics': 0.9245869, 'contradiction': 0.9758118987083435, 'evidence_accuracy': 0.491869918699187, 'evidence_precision': 0.4371069182389937, 'evidence_recall': 0.6619047619047619, 'evidence_f1': 0.5265151515151515, 'crest_accuracy': 0.6182336182336182, 'crest_precision': 0.6470588235294118, 'crest_recall': 0.7185929648241206, 'crest_f1': 0.680952380952381}","{'closeness': 0.6361728913134704, 'similarity_metrics': 0.88358283, 'contradiction': 0.942817747592926, 'evidence_accuracy': 0.5040650406504065, 'evidence_precision': 0.44370860927152317, 'evidence_recall': 0.638095238095238, 'evidence_f1': 0.5234374999999999, 'crest_accuracy': 0.6239316239316239, 'crest_precision': 0.6587677725118484, 'crest_recall': 0.6984924623115578, 'crest_f1': 0.6780487804878049}"
"{'closeness': 0.38053097345132747, 'similarity_metrics': 0.88845867, 'contradiction': 0.5665522813796997, 'evidence_accuracy': 0.41389728096676737, 'evidence_precision': 0.36231884057971014, 'evidence_recall': 0.847457627118644, 'evidence_f1': 0.5076142131979695, 'crest_accuracy': 0.56797583081571, 'crest_precision': 0.5905797101449275, 'crest_recall': 0.844559585492228, 'crest_f1': 0.6950959488272921}","{'closeness': 0.4487989886219975, 'similarity_metrics': 0.8678271, 'contradiction': 0.1641336977481842, 'evidence_accuracy': 0.40483383685800606, 'evidence_precision': 0.35094339622641507, 'evidence_recall': 0.788135593220339, 'evidence_f1': 0.4856396866840731, 'crest_accuracy': 0.540785498489426, 'crest_precision': 0.5779467680608364, 'crest_recall': 0.7875647668393783, 'crest_f1': 0.6666666666666666}","{'closeness': 0.4058154235145386, 'similarity_metrics': 0.88082826, 'contradiction': 0.24065664410591125, 'evidence_accuracy': 0.3685800604229607, 'evidence_precision': 0.3436426116838488, 'evidence_recall': 0.847457627118644, 'evidence_f1': 0.48899755501222486, 'crest_accuracy': 0.5438066465256798, 'crest_precision': 0.5789473684210527, 'crest_recall': 0.7979274611398963, 'crest_f1': 0.6710239651416122}","{'closeness': 0.48798988621997474, 'similarity_metrics': 0.89951724, 'contradiction': 0.9022822380065918, 'evidence_accuracy': 0.46827794561933533, 'evidence_precision': 0.38306451612903225, 'evidence_recall': 0.8050847457627118, 'evidence_f1': 0.5191256830601093, 'crest_accuracy': 0.595166163141994, 'crest_precision': 0.6204081632653061, 'crest_recall': 0.7875647668393783, 'crest_f1': 0.6940639269406392}","{'closeness': 0.9779458097038437, 'similarity_metrics': 0.97449064, 'contradiction': 0.9745372533798218, 'evidence_accuracy': 0.649546827794562, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.03389830508474576, 'evidence_f1': 0.06451612903225806, 'crest_accuracy': 0.4350453172205438, 'crest_precision': 1.0, 'crest_recall': 0.031088082901554404, 'crest_f1': 0.06030150753768843}","{'closeness': 0.5992691839220463, 'similarity_metrics': 0.9218193, 'contradiction': 0.9849637150764465, 'evidence_accuracy': 0.7250755287009063, 'evidence_precision': 0.593103448275862, 'evidence_recall': 0.7288135593220338, 'evidence_f1': 0.6539923954372624, 'crest_accuracy': 0.5921450151057401, 'crest_precision': 0.7071428571428572, 'crest_recall': 0.5129533678756477, 'crest_f1': 0.5945945945945946}"
