e-chat-history,e-persona-you,e-persona-human,e-implcit-target,baseline,e-chain-of-thought
"{'closeness': 0.9983836206896551, 'similarity_metrics': 0.9865738, 'contradiction': 0.572068989276886, 'evidence_accuracy': 0.8137755102040817, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3689655172413793, 'crest_precision': 0.25, 'crest_recall': 0.0055248618784530384, 'crest_f1': 0.010810810810810811}","{'closeness': 0.4730935985717929, 'similarity_metrics': 0.9880285, 'contradiction': 0.5724394917488098, 'evidence_accuracy': 0.8112244897959183, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3689655172413793, 'crest_precision': 0.25, 'crest_recall': 0.0055248618784530384, 'crest_f1': 0.010810810810810811}","{'closeness': 0.4730935985717929, 'similarity_metrics': 0.9880285, 'contradiction': 0.5724394917488098, 'evidence_accuracy': 0.8112244897959183, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3689655172413793, 'crest_precision': 0.25, 'crest_recall': 0.0055248618784530384, 'crest_f1': 0.010810810810810811}","{'closeness': 0.48054529963078674, 'similarity_metrics': 0.986112, 'contradiction': 0.3273661732673645, 'evidence_accuracy': 0.5357142857142857, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.4, 'evidence_f1': 0.23529411764705882, 'crest_accuracy': 0.23448275862068965, 'crest_precision': 0.39901477832512317, 'crest_recall': 0.44751381215469616, 'crest_f1': 0.421875}","{'closeness': 0.4733350344475632, 'similarity_metrics': 0.9880285, 'contradiction': 0.5724394917488098, 'evidence_accuracy': 0.8112244897959183, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3689655172413793, 'crest_precision': 0.25, 'crest_recall': 0.0055248618784530384, 'crest_f1': 0.010810810810810811}","{'closeness': 0.9719676549865229, 'similarity_metrics': 0.8405473, 'contradiction': 0.21511496603488922, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3137931034482759, 'crest_precision': 0.17857142857142858, 'crest_recall': 0.027624309392265192, 'crest_f1': 0.04784688995215311}"
"{'closeness': 0.9996372869060574, 'similarity_metrics': 0.9999999, 'contradiction': 0.004355628974735737, 'evidence_accuracy': 0.8785714285714286, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4088235294117647, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9002538991657599, 'similarity_metrics': 0.9981837, 'contradiction': 0.022032763808965683, 'evidence_accuracy': 0.6517857142857143, 'evidence_precision': 0.18, 'evidence_recall': 0.5373134328358209, 'evidence_f1': 0.2696629213483146, 'crest_accuracy': 0.35, 'crest_precision': 0.4397590361445783, 'crest_recall': 0.36318407960199006, 'crest_f1': 0.3978201634877384}","{'closeness': 0.9002538991657599, 'similarity_metrics': 0.9981837, 'contradiction': 0.022032763808965683, 'evidence_accuracy': 0.6517857142857143, 'evidence_precision': 0.18, 'evidence_recall': 0.5373134328358209, 'evidence_f1': 0.2696629213483146, 'crest_accuracy': 0.35, 'crest_precision': 0.4397590361445783, 'crest_recall': 0.36318407960199006, 'crest_f1': 0.3978201634877384}","{'closeness': 0.9633659775117882, 'similarity_metrics': 0.93372095, 'contradiction': 0.9577611088752747, 'evidence_accuracy': 0.65, 'evidence_precision': 0.061224489795918366, 'evidence_recall': 0.13432835820895522, 'evidence_f1': 0.08411214953271028, 'crest_accuracy': 0.36176470588235293, 'crest_precision': 0.4420289855072464, 'crest_recall': 0.3034825870646766, 'crest_f1': 0.359882005899705}","{'closeness': 0.9002538991657599, 'similarity_metrics': 0.9981837, 'contradiction': 0.022032763808965683, 'evidence_accuracy': 0.6517857142857143, 'evidence_precision': 0.18, 'evidence_recall': 0.5373134328358209, 'evidence_f1': 0.2696629213483146, 'crest_accuracy': 0.35, 'crest_precision': 0.4397590361445783, 'crest_recall': 0.36318407960199006, 'crest_f1': 0.3978201634877384}","{'closeness': 0.34965542256075444, 'similarity_metrics': 0.9447669, 'contradiction': 0.056009821593761444, 'evidence_accuracy': 0.375, 'evidence_precision': 0.1606714628297362, 'evidence_recall': 1.0, 'evidence_f1': 0.2768595041322314, 'crest_accuracy': 0.5529411764705883, 'crest_precision': 0.6243654822335025, 'crest_recall': 0.6119402985074627, 'crest_f1': 0.6180904522613065}"
"{'closeness': 0.9997259523157029, 'similarity_metrics': 1.0000001, 'contradiction': 0.009530022740364075, 'evidence_accuracy': 0.7489597780859917, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3701657458563536, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9682017543859649, 'similarity_metrics': 0.99798435, 'contradiction': 0.02093419060111046, 'evidence_accuracy': 0.49653259361997226, 'evidence_precision': 0.14453125, 'evidence_recall': 0.20441988950276244, 'evidence_f1': 0.16933638443935928, 'crest_accuracy': 0.40607734806629836, 'crest_precision': 0.553030303030303, 'crest_recall': 0.31877729257641924, 'crest_f1': 0.40443213296398894}","{'closeness': 0.9682017543859649, 'similarity_metrics': 0.9979404, 'contradiction': 0.02093419060111046, 'evidence_accuracy': 0.49791955617198336, 'evidence_precision': 0.1450980392156863, 'evidence_recall': 0.20441988950276244, 'evidence_f1': 0.16972477064220184, 'crest_accuracy': 0.40331491712707185, 'crest_precision': 0.549618320610687, 'crest_recall': 0.314410480349345, 'crest_f1': 0.39999999999999997}","{'closeness': 0.965734649122807, 'similarity_metrics': 0.99787766, 'contradiction': 0.02093419060111046, 'evidence_accuracy': 0.49514563106796117, 'evidence_precision': 0.14396887159533073, 'evidence_recall': 0.20441988950276244, 'evidence_f1': 0.16894977168949774, 'crest_accuracy': 0.4088397790055249, 'crest_precision': 0.556390977443609, 'crest_recall': 0.3231441048034934, 'crest_f1': 0.4088397790055248}","{'closeness': 0.9682017543859649, 'similarity_metrics': 0.9979404, 'contradiction': 0.02093419060111046, 'evidence_accuracy': 0.49791955617198336, 'evidence_precision': 0.1450980392156863, 'evidence_recall': 0.20441988950276244, 'evidence_f1': 0.16972477064220184, 'crest_accuracy': 0.40331491712707185, 'crest_precision': 0.549618320610687, 'crest_recall': 0.314410480349345, 'crest_f1': 0.39999999999999997}","{'closeness': 1.0, 'similarity_metrics': 0.99834144, 'contradiction': 0.05708710476756096, 'evidence_accuracy': 0.7475728155339806, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3729281767955801, 'crest_precision': 1.0, 'crest_recall': 0.0043859649122807015, 'crest_f1': 0.008733624454148471}"
"{'closeness': 1.0, 'similarity_metrics': 0.99382806, 'contradiction': 0.017027895897626877, 'evidence_accuracy': 0.6901041666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.430939226519337, 'crest_precision': 1.0, 'crest_recall': 0.004830917874396135, 'crest_f1': 0.009615384615384614}","{'closeness': 0.8920543648719289, 'similarity_metrics': 0.99382806, 'contradiction': 0.017027895897626877, 'evidence_accuracy': 0.6901041666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.430939226519337, 'crest_precision': 1.0, 'crest_recall': 0.004830917874396135, 'crest_f1': 0.009615384615384614}","{'closeness': 0.8920543648719289, 'similarity_metrics': 0.99382806, 'contradiction': 0.017027895897626877, 'evidence_accuracy': 0.6901041666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.430939226519337, 'crest_precision': 1.0, 'crest_recall': 0.004830917874396135, 'crest_f1': 0.009615384615384614}","{'closeness': 0.8911849332984567, 'similarity_metrics': 0.99382806, 'contradiction': 0.039708979427814484, 'evidence_accuracy': 0.6783854166666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.425414364640884, 'crest_precision': 0.5, 'crest_recall': 0.019230769230769232, 'crest_f1': 0.037037037037037035}","{'closeness': 0.8920543648719289, 'similarity_metrics': 0.99382806, 'contradiction': 0.017027895897626877, 'evidence_accuracy': 0.6901041666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.430939226519337, 'crest_precision': 1.0, 'crest_recall': 0.004830917874396135, 'crest_f1': 0.009615384615384614}","{'closeness': 1.0, 'similarity_metrics': 0.99382806, 'contradiction': 0.017027895897626877, 'evidence_accuracy': 0.6901041666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.430939226519337, 'crest_precision': 1.0, 'crest_recall': 0.004830917874396135, 'crest_f1': 0.009615384615384614}"
"{'closeness': 0.9642980935875216, 'similarity_metrics': 0.9907138, 'contradiction': 0.09217566251754761, 'evidence_accuracy': 0.4957410562180579, 'evidence_precision': 0.08727272727272728, 'evidence_recall': 0.34782608695652173, 'evidence_f1': 0.13953488372093023, 'crest_accuracy': 0.43352601156069365, 'crest_precision': 0.5472972972972973, 'crest_recall': 0.38571428571428573, 'crest_f1': 0.4525139664804469}","{'closeness': 0.9618717504332756, 'similarity_metrics': 0.9908042, 'contradiction': 0.025448787957429886, 'evidence_accuracy': 0.49744463373083475, 'evidence_precision': 0.08759124087591241, 'evidence_recall': 0.34782608695652173, 'evidence_f1': 0.13994169096209913, 'crest_accuracy': 0.4421965317919075, 'crest_precision': 0.5578231292517006, 'crest_recall': 0.3904761904761905, 'crest_f1': 0.4593837535014006}","{'closeness': 0.9618717504332756, 'similarity_metrics': 0.9897156, 'contradiction': 0.02224213443696499, 'evidence_accuracy': 0.5025553662691652, 'evidence_precision': 0.08856088560885608, 'evidence_recall': 0.34782608695652173, 'evidence_f1': 0.14117647058823526, 'crest_accuracy': 0.43352601156069365, 'crest_precision': 0.5486111111111112, 'crest_recall': 0.3761904761904762, 'crest_f1': 0.4463276836158192}","{'closeness': 0.9594454072790295, 'similarity_metrics': 0.9910486, 'contradiction': 0.9126550555229187, 'evidence_accuracy': 0.4957410562180579, 'evidence_precision': 0.08727272727272728, 'evidence_recall': 0.34782608695652173, 'evidence_f1': 0.13953488372093023, 'crest_accuracy': 0.44508670520231214, 'crest_precision': 0.5608108108108109, 'crest_recall': 0.3952380952380952, 'crest_f1': 0.46368715083798884}","{'closeness': 0.9618717504332756, 'similarity_metrics': 0.9908042, 'contradiction': 0.025448787957429886, 'evidence_accuracy': 0.49744463373083475, 'evidence_precision': 0.08759124087591241, 'evidence_recall': 0.34782608695652173, 'evidence_f1': 0.13994169096209913, 'crest_accuracy': 0.4421965317919075, 'crest_precision': 0.5578231292517006, 'crest_recall': 0.3904761904761905, 'crest_f1': 0.4593837535014006}","{'closeness': 0.9601386481802426, 'similarity_metrics': 0.98439366, 'contradiction': 0.021541213616728783, 'evidence_accuracy': 0.5008517887563884, 'evidence_precision': 0.08823529411764706, 'evidence_recall': 0.34782608695652173, 'evidence_f1': 0.14076246334310852, 'crest_accuracy': 0.4393063583815029, 'crest_precision': 0.5547945205479452, 'crest_recall': 0.38571428571428573, 'crest_f1': 0.45505617977528096}"
"{'closeness': 0.9993674889310563, 'similarity_metrics': 0.9999953, 'contradiction': 0.022928854450583458, 'evidence_accuracy': 0.9022556390977443, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3879310344827586, 'crest_precision': 1.0, 'crest_recall': 0.004672897196261682, 'crest_f1': 0.009302325581395347}","{'closeness': 0.5664136622390892, 'similarity_metrics': 1.0, 'contradiction': 0.022978143766522408, 'evidence_accuracy': 0.6300751879699248, 'evidence_precision': 0.19256756756756757, 'evidence_recall': 0.890625, 'evidence_f1': 0.31666666666666665, 'crest_accuracy': 0.3850574712643678, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9522454142947502, 'similarity_metrics': 0.98860496, 'contradiction': 0.1349259614944458, 'evidence_accuracy': 0.5488721804511278, 'evidence_precision': 0.06296296296296296, 'evidence_recall': 0.265625, 'evidence_f1': 0.10179640718562873, 'crest_accuracy': 0.4885057471264368, 'crest_precision': 0.6384615384615384, 'crest_recall': 0.3878504672897196, 'crest_f1': 0.4825581395348837}","{'closeness': 0.8638285024154589, 'similarity_metrics': 0.9877798, 'contradiction': 0.0901733860373497, 'evidence_accuracy': 0.5473684210526316, 'evidence_precision': 0.06273062730627306, 'evidence_recall': 0.265625, 'evidence_f1': 0.10149253731343284, 'crest_accuracy': 0.49137931034482757, 'crest_precision': 0.6412213740458015, 'crest_recall': 0.3925233644859813, 'crest_f1': 0.48695652173913034}","{'closeness': 0.5664136622390892, 'similarity_metrics': 1.0, 'contradiction': 0.022978143766522408, 'evidence_accuracy': 0.6300751879699248, 'evidence_precision': 0.19256756756756757, 'evidence_recall': 0.890625, 'evidence_f1': 0.31666666666666665, 'crest_accuracy': 0.3850574712643678, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9996838444514701, 'similarity_metrics': 1.0, 'contradiction': 0.022978143766522408, 'evidence_accuracy': 0.9037593984962407, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3850574712643678, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.9990412272291467, 'similarity_metrics': 0.9998397, 'contradiction': 0.036025989800691605, 'evidence_accuracy': 0.916256157635468, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3757396449704142, 'crest_precision': 1.0, 'crest_recall': 0.0047169811320754715, 'crest_f1': 0.009389671361502346}","{'closeness': 0.05882352941176472, 'similarity_metrics': 0.75819343, 'contradiction': 0.22008256614208221, 'evidence_accuracy': 0.11822660098522167, 'evidence_precision': 0.08517887563884156, 'evidence_recall': 1.0, 'evidence_f1': 0.15698587127158553, 'crest_accuracy': 0.6272189349112426, 'crest_precision': 0.6360759493670886, 'crest_recall': 0.9481132075471698, 'crest_f1': 0.7613636363636362}","{'closeness': 0.058184143222506424, 'similarity_metrics': 0.75819343, 'contradiction': 0.2104913294315338, 'evidence_accuracy': 0.10837438423645321, 'evidence_precision': 0.08431703204047218, 'evidence_recall': 1.0, 'evidence_f1': 0.15552099533437014, 'crest_accuracy': 0.6094674556213018, 'crest_precision': 0.6242236024844721, 'crest_recall': 0.9481132075471698, 'crest_f1': 0.752808988764045}","{'closeness': 0.967071611253197, 'similarity_metrics': 0.9982612, 'contradiction': 0.024866551160812378, 'evidence_accuracy': 0.5303776683087028, 'evidence_precision': 0.0390625, 'evidence_recall': 0.2, 'evidence_f1': 0.06535947712418301, 'crest_accuracy': 0.4319526627218935, 'crest_precision': 0.572463768115942, 'crest_recall': 0.37264150943396224, 'crest_f1': 0.4514285714285714}","{'closeness': 0.05882352941176472, 'similarity_metrics': 0.75819343, 'contradiction': 0.22008256614208221, 'evidence_accuracy': 0.11822660098522167, 'evidence_precision': 0.08517887563884156, 'evidence_recall': 1.0, 'evidence_f1': 0.15698587127158553, 'crest_accuracy': 0.6272189349112426, 'crest_precision': 0.6360759493670886, 'crest_recall': 0.9481132075471698, 'crest_f1': 0.7613636363636362}","{'closeness': 0.9785805626598465, 'similarity_metrics': 0.9998397, 'contradiction': 0.03515702858567238, 'evidence_accuracy': 0.7307060755336617, 'evidence_precision': 0.047619047619047616, 'evidence_recall': 0.12, 'evidence_f1': 0.06818181818181818, 'crest_accuracy': 0.4408284023668639, 'crest_precision': 0.7804878048780488, 'crest_recall': 0.1509433962264151, 'crest_f1': 0.2529644268774704}"
"{'closeness': 0.05161290322580647, 'similarity_metrics': 0.7274599, 'contradiction': 0.1548645943403244, 'evidence_accuracy': 0.2210144927536232, 'evidence_precision': 0.19626168224299065, 'evidence_recall': 1.0, 'evidence_f1': 0.328125, 'crest_accuracy': 0.5777027027027027, 'crest_precision': 0.5985663082437276, 'crest_recall': 0.9277777777777778, 'crest_f1': 0.7276688453159041}","{'closeness': 0.9598566308243728, 'similarity_metrics': 0.99357045, 'contradiction': 0.6399990320205688, 'evidence_accuracy': 0.5126811594202898, 'evidence_precision': 0.1693548387096774, 'evidence_recall': 0.4, 'evidence_f1': 0.23796033994334276, 'crest_accuracy': 0.47297297297297297, 'crest_precision': 0.5827814569536424, 'crest_recall': 0.4861878453038674, 'crest_f1': 0.5301204819277108}","{'closeness': 0.9598566308243728, 'similarity_metrics': 0.99357045, 'contradiction': 0.6399990320205688, 'evidence_accuracy': 0.5126811594202898, 'evidence_precision': 0.1693548387096774, 'evidence_recall': 0.4, 'evidence_f1': 0.23796033994334276, 'crest_accuracy': 0.47297297297297297, 'crest_precision': 0.5827814569536424, 'crest_recall': 0.4861878453038674, 'crest_f1': 0.5301204819277108}","{'closeness': 0.9594982078853047, 'similarity_metrics': 0.98483884, 'contradiction': 0.6366931200027466, 'evidence_accuracy': 0.5036231884057971, 'evidence_precision': 0.16600790513833993, 'evidence_recall': 0.4, 'evidence_f1': 0.2346368715083799, 'crest_accuracy': 0.4831081081081081, 'crest_precision': 0.5909090909090909, 'crest_recall': 0.5027624309392266, 'crest_f1': 0.5432835820895523}","{'closeness': 0.9598566308243728, 'similarity_metrics': 0.99357045, 'contradiction': 0.6399990320205688, 'evidence_accuracy': 0.5126811594202898, 'evidence_precision': 0.1693548387096774, 'evidence_recall': 0.4, 'evidence_f1': 0.23796033994334276, 'crest_accuracy': 0.47297297297297297, 'crest_precision': 0.5827814569536424, 'crest_recall': 0.4861878453038674, 'crest_f1': 0.5301204819277108}","{'closeness': 0.9709677419354839, 'similarity_metrics': 0.9997883, 'contradiction': 0.09203828126192093, 'evidence_accuracy': 0.6431159420289855, 'evidence_precision': 0.18493150684931506, 'evidence_recall': 0.2571428571428571, 'evidence_f1': 0.2151394422310757, 'crest_accuracy': 0.5371621621621622, 'crest_precision': 0.7682926829268293, 'crest_recall': 0.34806629834254144, 'crest_f1': 0.47908745247148293}"
"{'closeness': 0.524686476104395, 'similarity_metrics': 0.99239945, 'contradiction': 0.005477261729538441, 'evidence_accuracy': 0.6596568898727172, 'evidence_precision': 0.3957845433255269, 'evidence_recall': 0.7734553775743707, 'evidence_f1': 0.5236250968241674, 'crest_accuracy': 0.3972972972972973, 'crest_precision': 1.0, 'crest_recall': 0.004464285714285714, 'crest_f1': 0.008888888888888887}","{'closeness': 0.5245734945203933, 'similarity_metrics': 0.99239945, 'contradiction': 0.005477261729538441, 'evidence_accuracy': 0.6579966795794134, 'evidence_precision': 0.3943990665110852, 'evidence_recall': 0.7734553775743707, 'evidence_f1': 0.5224111282843894, 'crest_accuracy': 0.3972972972972973, 'crest_precision': 1.0, 'crest_recall': 0.004464285714285714, 'crest_f1': 0.008888888888888887}","{'closeness': 0.5245734945203933, 'similarity_metrics': 0.99239945, 'contradiction': 0.005477261729538441, 'evidence_accuracy': 0.6579966795794134, 'evidence_precision': 0.3943990665110852, 'evidence_recall': 0.7734553775743707, 'evidence_f1': 0.5224111282843894, 'crest_accuracy': 0.3972972972972973, 'crest_precision': 1.0, 'crest_recall': 0.004464285714285714, 'crest_f1': 0.008888888888888887}","{'closeness': 0.5247994576883968, 'similarity_metrics': 0.99228954, 'contradiction': 0.5747420191764832, 'evidence_accuracy': 0.6574432761483121, 'evidence_precision': 0.3939393939393939, 'evidence_recall': 0.7734553775743707, 'evidence_f1': 0.5220077220077219, 'crest_accuracy': 0.4027027027027027, 'crest_precision': 1.0, 'crest_recall': 0.013392857142857142, 'crest_f1': 0.026431718061674006}","{'closeness': 0.5245734945203933, 'similarity_metrics': 0.99239945, 'contradiction': 0.005477261729538441, 'evidence_accuracy': 0.6579966795794134, 'evidence_precision': 0.3943990665110852, 'evidence_recall': 0.7734553775743707, 'evidence_f1': 0.5224111282843894, 'crest_accuracy': 0.3972972972972973, 'crest_precision': 1.0, 'crest_recall': 0.004464285714285714, 'crest_f1': 0.008888888888888887}","{'closeness': 0.524686476104395, 'similarity_metrics': 0.99239945, 'contradiction': 0.005477261729538441, 'evidence_accuracy': 0.6596568898727172, 'evidence_precision': 0.3957845433255269, 'evidence_recall': 0.7734553775743707, 'evidence_f1': 0.5236250968241674, 'crest_accuracy': 0.3972972972972973, 'crest_precision': 1.0, 'crest_recall': 0.004464285714285714, 'crest_f1': 0.008888888888888887}"
"{'closeness': 0.9996076892899176, 'similarity_metrics': 1.0, 'contradiction': 0.005229362286627293, 'evidence_accuracy': 0.8035714285714286, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3848396501457726, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9996076892899176, 'similarity_metrics': 1.0, 'contradiction': 0.005229362286627293, 'evidence_accuracy': 0.8035714285714286, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3848396501457726, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9996076892899176, 'similarity_metrics': 1.0, 'contradiction': 0.005229362286627293, 'evidence_accuracy': 0.8035714285714286, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3848396501457726, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9996076892899176, 'similarity_metrics': 1.0, 'contradiction': 0.005229362286627293, 'evidence_accuracy': 0.8035714285714286, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3848396501457726, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9996076892899176, 'similarity_metrics': 1.0, 'contradiction': 0.005229362286627293, 'evidence_accuracy': 0.8035714285714286, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3848396501457726, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9996076892899176, 'similarity_metrics': 1.0, 'contradiction': 0.005229362286627293, 'evidence_accuracy': 0.8035714285714286, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3848396501457726, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.9963800904977376, 'similarity_metrics': 0.99677444, 'contradiction': 0.9195689558982849, 'evidence_accuracy': 0.8677811550151976, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3668639053254438, 'crest_precision': 1.0, 'crest_recall': 0.0228310502283105, 'crest_f1': 0.044642857142857144}","{'closeness': 1.0, 'similarity_metrics': 1.0000002, 'contradiction': 0.004538009408861399, 'evidence_accuracy': 0.8753799392097265, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3520710059171598, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 1.0, 'similarity_metrics': 0.9976101, 'contradiction': 0.022557007148861885, 'evidence_accuracy': 0.8738601823708206, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.35502958579881655, 'crest_precision': 1.0, 'crest_recall': 0.0045662100456621, 'crest_f1': 0.00909090909090909}","{'closeness': 0.9951734539969834, 'similarity_metrics': 0.9939787, 'contradiction': 0.8564520478248596, 'evidence_accuracy': 0.8677811550151976, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3668639053254438, 'crest_precision': 1.0, 'crest_recall': 0.0228310502283105, 'crest_f1': 0.044642857142857144}","{'closeness': 1.0, 'similarity_metrics': 1.0000002, 'contradiction': 0.004538009408861399, 'evidence_accuracy': 0.8753799392097265, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3520710059171598, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9942684766214178, 'similarity_metrics': 0.9994583, 'contradiction': 0.9678763747215271, 'evidence_accuracy': 0.8723404255319149, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.024390243902439025, 'evidence_f1': 0.04545454545454545, 'crest_accuracy': 0.363905325443787, 'crest_precision': 1.0, 'crest_recall': 0.0182648401826484, 'crest_f1': 0.03587443946188341}"
"{'closeness': 0.9715808170515098, 'similarity_metrics': 0.9872036, 'contradiction': 0.016282636672258377, 'evidence_accuracy': 0.6655011655011654, 'evidence_precision': 0.04932735426008968, 'evidence_recall': 0.12790697674418605, 'evidence_f1': 0.07119741100323625, 'crest_accuracy': 0.4375, 'crest_precision': 0.5974025974025974, 'crest_recall': 0.2072072072072072, 'crest_f1': 0.30769230769230765}","{'closeness': 0.6263321492007105, 'similarity_metrics': 1.0, 'contradiction': 0.008604038506746292, 'evidence_accuracy': 0.6107226107226107, 'evidence_precision': 0.13095238095238096, 'evidence_recall': 0.5116279069767442, 'evidence_f1': 0.2085308056872038, 'crest_accuracy': 0.39945652173913043, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9997780244173141, 'similarity_metrics': 1.0, 'contradiction': 0.008604038506746292, 'evidence_accuracy': 0.8997668997668997, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.39945652173913043, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9675843694493783, 'similarity_metrics': 0.98269606, 'contradiction': 0.03103053942322731, 'evidence_accuracy': 0.6072261072261073, 'evidence_precision': 0.0627177700348432, 'evidence_recall': 0.20930232558139536, 'evidence_f1': 0.09651474530831099, 'crest_accuracy': 0.4320652173913043, 'crest_precision': 0.5565217391304348, 'crest_recall': 0.2882882882882883, 'crest_f1': 0.37982195845697325}","{'closeness': 0.6263321492007105, 'similarity_metrics': 1.0, 'contradiction': 0.008604038506746292, 'evidence_accuracy': 0.6107226107226107, 'evidence_precision': 0.13095238095238096, 'evidence_recall': 0.5116279069767442, 'evidence_f1': 0.2085308056872038, 'crest_accuracy': 0.39945652173913043, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.008604038506746292, 'evidence_accuracy': 0.8997668997668997, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.39945652173913043, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}"
