baseline,e-implcit-target,e-persona-you,e-chain-of-thought,e-chat-history,e-persona-human
"{'closeness': 0.9614128821608786, 'similarity_metrics': 0.99561584, 'contradiction': 0.047037523239851, 'evidence_accuracy': 0.4468390804597701, 'evidence_precision': 0.572463768115942, 'evidence_recall': 0.37176470588235294, 'evidence_f1': 0.4507845934379458, 'crest_accuracy': 0.4265536723163842, 'crest_precision': 0.5632911392405063, 'crest_recall': 0.3991031390134529, 'crest_f1': 0.4671916010498688}","{'closeness': 0.009201543484713581, 'similarity_metrics': 0.060903586, 'contradiction': 0.09120304882526398, 'evidence_accuracy': 0.610632183908046, 'evidence_precision': 0.610632183908046, 'evidence_recall': 1.0, 'evidence_f1': 0.7582515611061552, 'crest_accuracy': 0.6299435028248588, 'crest_precision': 0.6299435028248588, 'crest_recall': 1.0, 'crest_f1': 0.7729636048526863}","{'closeness': 0.9614128821608786, 'similarity_metrics': 0.99561584, 'contradiction': 0.047037523239851, 'evidence_accuracy': 0.4468390804597701, 'evidence_precision': 0.572463768115942, 'evidence_recall': 0.37176470588235294, 'evidence_f1': 0.4507845934379458, 'crest_accuracy': 0.4265536723163842, 'crest_precision': 0.5632911392405063, 'crest_recall': 0.3991031390134529, 'crest_f1': 0.4671916010498688}","{'closeness': 0.8934401899673494, 'similarity_metrics': 0.97053695, 'contradiction': 0.9888908863067627, 'evidence_accuracy': 0.5057471264367817, 'evidence_precision': 0.945054945054945, 'evidence_recall': 0.2023529411764706, 'evidence_f1': 0.3333333333333333, 'crest_accuracy': 0.5112994350282486, 'crest_precision': 0.8, 'crest_recall': 0.30357142857142855, 'crest_f1': 0.4401294498381877}","{'closeness': 0.9697239536954586, 'similarity_metrics': 0.9935226, 'contradiction': 0.9951621890068054, 'evidence_accuracy': 0.4267241379310345, 'evidence_precision': 0.9642857142857143, 'evidence_recall': 0.06352941176470588, 'evidence_f1': 0.11920529801324502, 'crest_accuracy': 0.423728813559322, 'crest_precision': 1.0, 'crest_recall': 0.08928571428571429, 'crest_f1': 0.1639344262295082}","{'closeness': 0.9614128821608786, 'similarity_metrics': 0.99561584, 'contradiction': 0.047037523239851, 'evidence_accuracy': 0.4468390804597701, 'evidence_precision': 0.572463768115942, 'evidence_recall': 0.37176470588235294, 'evidence_f1': 0.4507845934379458, 'crest_accuracy': 0.4265536723163842, 'crest_precision': 0.5632911392405063, 'crest_recall': 0.3991031390134529, 'crest_f1': 0.4671916010498688}"
"{'closeness': 0.008251264306627593, 'similarity_metrics': 0.111643106, 'contradiction': 0.10302972793579102, 'evidence_accuracy': 0.355584082156611, 'evidence_precision': 0.35475578406169667, 'evidence_recall': 1.0, 'evidence_f1': 0.5237191650853891, 'crest_accuracy': 0.6107954545454546, 'crest_precision': 0.6096866096866097, 'crest_recall': 1.0, 'crest_f1': 0.7575221238938054}","{'closeness': 0.008251264306627593, 'similarity_metrics': 0.111643106, 'contradiction': 0.10302972793579102, 'evidence_accuracy': 0.355584082156611, 'evidence_precision': 0.35475578406169667, 'evidence_recall': 1.0, 'evidence_f1': 0.5237191650853891, 'crest_accuracy': 0.6107954545454546, 'crest_precision': 0.6096866096866097, 'crest_recall': 1.0, 'crest_f1': 0.7575221238938054}","{'closeness': 0.008251264306627593, 'similarity_metrics': 0.111643106, 'contradiction': 0.10302972793579102, 'evidence_accuracy': 0.355584082156611, 'evidence_precision': 0.35475578406169667, 'evidence_recall': 1.0, 'evidence_f1': 0.5237191650853891, 'crest_accuracy': 0.6107954545454546, 'crest_precision': 0.6096866096866097, 'crest_recall': 1.0, 'crest_f1': 0.7575221238938054}","{'closeness': 0.9957412829385148, 'similarity_metrics': 0.999194, 'contradiction': 0.012154294177889824, 'evidence_accuracy': 0.6354300385109114, 'evidence_precision': 0.3, 'evidence_recall': 0.021739130434782608, 'evidence_f1': 0.04054054054054054, 'crest_accuracy': 0.39488636363636365, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.009345794392523364, 'crest_f1': 0.0184331797235023}","{'closeness': 0.8573329784402448, 'similarity_metrics': 0.9905765, 'contradiction': 0.9844840168952942, 'evidence_accuracy': 0.6495507060333762, 'evidence_precision': 0.5103448275862069, 'evidence_recall': 0.26811594202898553, 'evidence_f1': 0.35154394299287417, 'crest_accuracy': 0.48295454545454547, 'crest_precision': 0.8809523809523809, 'crest_recall': 0.17289719626168223, 'crest_f1': 0.28906249999999994}","{'closeness': 0.008251264306627593, 'similarity_metrics': 0.111643106, 'contradiction': 0.10302972793579102, 'evidence_accuracy': 0.355584082156611, 'evidence_precision': 0.35475578406169667, 'evidence_recall': 1.0, 'evidence_f1': 0.5237191650853891, 'crest_accuracy': 0.6107954545454546, 'crest_precision': 0.6096866096866097, 'crest_recall': 1.0, 'crest_f1': 0.7575221238938054}"
"{'closeness': 0.9236448006749631, 'similarity_metrics': 0.99149346, 'contradiction': 0.9953325390815735, 'evidence_accuracy': 0.617737003058104, 'evidence_precision': 0.6804123711340206, 'evidence_recall': 0.16097560975609757, 'evidence_f1': 0.2603550295857988, 'crest_accuracy': 0.42480211081794195, 'crest_precision': 0.8333333333333334, 'crest_recall': 0.04424778761061947, 'crest_f1': 0.08403361344537814}","{'closeness': 0.9637207340223581, 'similarity_metrics': 0.98509824, 'contradiction': 0.1693062037229538, 'evidence_accuracy': 0.6126401630988787, 'evidence_precision': 0.7884615384615384, 'evidence_recall': 0.1, 'evidence_f1': 0.1774891774891775, 'crest_accuracy': 0.40369393139841686, 'crest_precision': 0.5, 'crest_recall': 0.004424778761061947, 'crest_f1': 0.008771929824561403}","{'closeness': 0.9065597975110736, 'similarity_metrics': 0.97106767, 'contradiction': 0.9745493531227112, 'evidence_accuracy': 0.6269113149847095, 'evidence_precision': 0.6746031746031746, 'evidence_recall': 0.2073170731707317, 'evidence_f1': 0.31716417910447764, 'crest_accuracy': 0.44591029023746703, 'crest_precision': 0.8148148148148148, 'crest_recall': 0.09691629955947137, 'crest_f1': 0.17322834645669294}","{'closeness': 0.9945159249103565, 'similarity_metrics': 1.0, 'contradiction': 0.023867089301347733, 'evidence_accuracy': 0.5790010193679919, 'evidence_precision': 0.4634146341463415, 'evidence_recall': 0.046341463414634146, 'evidence_f1': 0.08425720620842572, 'crest_accuracy': 0.40369393139841686, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9689938831470154, 'similarity_metrics': 0.9978126, 'contradiction': 0.9960924983024597, 'evidence_accuracy': 0.6034658511722731, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.1024390243902439, 'evidence_f1': 0.17758985200845664, 'crest_accuracy': 0.42216358839050133, 'crest_precision': 1.0, 'crest_recall': 0.03524229074889868, 'crest_f1': 0.06808510638297872}","{'closeness': 0.9057160936511285, 'similarity_metrics': 0.97106767, 'contradiction': 0.9745493531227112, 'evidence_accuracy': 0.6289500509683996, 'evidence_precision': 0.6796875, 'evidence_recall': 0.2121951219512195, 'evidence_f1': 0.32342007434944237, 'crest_accuracy': 0.44591029023746703, 'crest_precision': 0.8148148148148148, 'crest_recall': 0.09691629955947137, 'crest_f1': 0.17322834645669294}"
"{'closeness': 0.01294903926482871, 'similarity_metrics': -0.052892365, 'contradiction': 0.24087579548358917, 'evidence_accuracy': 0.6965376782077393, 'evidence_precision': 0.6965376782077393, 'evidence_recall': 1.0, 'evidence_f1': 0.8211284513805522, 'crest_accuracy': 0.5737265415549598, 'crest_precision': 0.5737265415549598, 'crest_recall': 1.0, 'crest_f1': 0.7291311754684839}","{'closeness': 0.01294903926482871, 'similarity_metrics': -0.052892365, 'contradiction': 0.24087579548358917, 'evidence_accuracy': 0.6965376782077393, 'evidence_precision': 0.6965376782077393, 'evidence_recall': 1.0, 'evidence_f1': 0.8211284513805522, 'crest_accuracy': 0.5737265415549598, 'crest_precision': 0.5737265415549598, 'crest_recall': 1.0, 'crest_f1': 0.7291311754684839}","{'closeness': 0.01294903926482871, 'similarity_metrics': -0.052892365, 'contradiction': 0.24087579548358917, 'evidence_accuracy': 0.6965376782077393, 'evidence_precision': 0.6965376782077393, 'evidence_recall': 1.0, 'evidence_f1': 0.8211284513805522, 'crest_accuracy': 0.5737265415549598, 'crest_precision': 0.5737265415549598, 'crest_recall': 1.0, 'crest_f1': 0.7291311754684839}","{'closeness': 0.9778613199665831, 'similarity_metrics': 0.99554807, 'contradiction': 0.6847573518753052, 'evidence_accuracy': 0.3136456211812627, 'evidence_precision': 0.7777777777777778, 'evidence_recall': 0.02046783625730994, 'evidence_f1': 0.03988603988603988, 'crest_accuracy': 0.4128686327077748, 'crest_precision': 0.2222222222222222, 'crest_recall': 0.009345794392523364, 'crest_f1': 0.017937219730941704}","{'closeness': 0.9866332497911445, 'similarity_metrics': 0.9901152, 'contradiction': 0.33012303709983826, 'evidence_accuracy': 0.3360488798370672, 'evidence_precision': 0.7352941176470589, 'evidence_recall': 0.07309941520467836, 'evidence_f1': 0.13297872340425532, 'crest_accuracy': 0.4450402144772118, 'crest_precision': 0.5853658536585366, 'crest_recall': 0.11214953271028037, 'crest_f1': 0.18823529411764706}","{'closeness': 0.01294903926482871, 'similarity_metrics': -0.052892365, 'contradiction': 0.24087579548358917, 'evidence_accuracy': 0.6965376782077393, 'evidence_precision': 0.6965376782077393, 'evidence_recall': 1.0, 'evidence_f1': 0.8211284513805522, 'crest_accuracy': 0.5737265415549598, 'crest_precision': 0.5737265415549598, 'crest_recall': 1.0, 'crest_f1': 0.7291311754684839}"
"{'closeness': 0.023654439492629464, 'similarity_metrics': 0.5059402, 'contradiction': 0.3428262770175934, 'evidence_accuracy': 0.5373134328358209, 'evidence_precision': 0.5289115646258503, 'evidence_recall': 0.9936102236421726, 'evidence_f1': 0.6903440621531631, 'crest_accuracy': 0.6098901098901099, 'crest_precision': 0.6074498567335244, 'crest_recall': 0.9769585253456221, 'crest_f1': 0.7491166077738516}","{'closeness': 0.8889269797737401, 'similarity_metrics': 0.8719736, 'contradiction': 0.5844758152961731, 'evidence_accuracy': 0.4461028192371476, 'evidence_precision': 0.43558282208588955, 'evidence_recall': 0.2268370607028754, 'evidence_f1': 0.29831932773109243, 'crest_accuracy': 0.4697802197802198, 'crest_precision': 0.6, 'crest_recall': 0.3317972350230415, 'crest_f1': 0.42729970326409494}","{'closeness': 0.8635584504628042, 'similarity_metrics': 0.95727694, 'contradiction': 0.048837386071681976, 'evidence_accuracy': 0.5174129353233831, 'evidence_precision': 0.6410256410256411, 'evidence_recall': 0.1597444089456869, 'evidence_f1': 0.2557544757033248, 'crest_accuracy': 0.26373626373626374, 'crest_precision': 0.33548387096774196, 'crest_recall': 0.23963133640552994, 'crest_f1': 0.2795698924731183}","{'closeness': 0.9952005485087418, 'similarity_metrics': 0.99992704, 'contradiction': 0.05089736357331276, 'evidence_accuracy': 0.4759535655058043, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.006389776357827476, 'evidence_f1': 0.0125, 'crest_accuracy': 0.41483516483516486, 'crest_precision': 0.8333333333333334, 'crest_recall': 0.02304147465437788, 'crest_f1': 0.04484304932735426}","{'closeness': 0.9880013712718546, 'similarity_metrics': 0.99879843, 'contradiction': 0.05089736357331276, 'evidence_accuracy': 0.47429519071310117, 'evidence_precision': 0.3, 'evidence_recall': 0.009584664536741214, 'evidence_f1': 0.018575851393188854, 'crest_accuracy': 0.41483516483516486, 'crest_precision': 0.8333333333333334, 'crest_recall': 0.02304147465437788, 'crest_f1': 0.04484304932735426}","{'closeness': 0.8635584504628042, 'similarity_metrics': 0.95727694, 'contradiction': 0.048837386071681976, 'evidence_accuracy': 0.5174129353233831, 'evidence_precision': 0.6410256410256411, 'evidence_recall': 0.1597444089456869, 'evidence_f1': 0.2557544757033248, 'crest_accuracy': 0.26373626373626374, 'crest_precision': 0.33548387096774196, 'crest_recall': 0.23963133640552994, 'crest_f1': 0.2795698924731183}"
"{'closeness': 0.9482758620689655, 'similarity_metrics': 0.9841356, 'contradiction': 0.06906342506408691, 'evidence_accuracy': 0.5034364261168385, 'evidence_precision': 0.5526315789473685, 'evidence_recall': 0.402555910543131, 'evidence_f1': 0.4658040665434381, 'crest_accuracy': 0.4652567975830816, 'crest_precision': 0.6484375, 'crest_recall': 0.386046511627907, 'crest_f1': 0.48396501457725943}","{'closeness': 0.010907811400422185, 'similarity_metrics': 0.09392719, 'contradiction': 0.6125187873840332, 'evidence_accuracy': 0.5395189003436426, 'evidence_precision': 0.5387263339070568, 'evidence_recall': 1.0, 'evidence_f1': 0.7002237136465325, 'crest_accuracy': 0.6525679758308157, 'crest_precision': 0.6515151515151515, 'crest_recall': 1.0, 'crest_f1': 0.7889908256880734}","{'closeness': 0.9482758620689655, 'similarity_metrics': 0.9841356, 'contradiction': 0.06906342506408691, 'evidence_accuracy': 0.5034364261168385, 'evidence_precision': 0.5526315789473685, 'evidence_recall': 0.402555910543131, 'evidence_f1': 0.4658040665434381, 'crest_accuracy': 0.4652567975830816, 'crest_precision': 0.6484375, 'crest_recall': 0.386046511627907, 'crest_f1': 0.48396501457725943}","{'closeness': 0.9827586206896551, 'similarity_metrics': 0.9886201, 'contradiction': 0.8879743218421936, 'evidence_accuracy': 0.49140893470790376, 'evidence_precision': 0.6268656716417911, 'evidence_recall': 0.134185303514377, 'evidence_f1': 0.22105263157894736, 'crest_accuracy': 0.28700906344410876, 'crest_precision': 0.3561643835616438, 'crest_recall': 0.12093023255813953, 'crest_f1': 0.18055555555555558}","{'closeness': 0.9968332160450387, 'similarity_metrics': 0.99144214, 'contradiction': 0.95679771900177, 'evidence_accuracy': 0.4690721649484536, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.025559105431309903, 'evidence_f1': 0.04923076923076923, 'crest_accuracy': 0.32326283987915405, 'crest_precision': 0.2, 'crest_recall': 0.013953488372093023, 'crest_f1': 0.02608695652173913}","{'closeness': 0.9482758620689655, 'similarity_metrics': 0.9841356, 'contradiction': 0.06906342506408691, 'evidence_accuracy': 0.5034364261168385, 'evidence_precision': 0.5526315789473685, 'evidence_recall': 0.402555910543131, 'evidence_f1': 0.4658040665434381, 'crest_accuracy': 0.4652567975830816, 'crest_precision': 0.6484375, 'crest_recall': 0.386046511627907, 'crest_f1': 0.48396501457725943}"
"{'closeness': 0.9792433000525486, 'similarity_metrics': 0.9960526, 'contradiction': 0.10378220677375793, 'evidence_accuracy': 0.6713375796178344, 'evidence_precision': 0.32, 'evidence_recall': 0.06666666666666667, 'evidence_f1': 0.1103448275862069, 'crest_accuracy': 0.403954802259887, 'crest_precision': 1.0, 'crest_recall': 0.014018691588785047, 'crest_f1': 0.027649769585253458}","{'closeness': 0.008145034156594844, 'similarity_metrics': 0.094348505, 'contradiction': 0.698031485080719, 'evidence_accuracy': 0.3057324840764331, 'evidence_precision': 0.3057324840764331, 'evidence_recall': 1.0, 'evidence_f1': 0.4682926829268293, 'crest_accuracy': 0.6045197740112994, 'crest_precision': 0.6045197740112994, 'crest_recall': 1.0, 'crest_f1': 0.7535211267605634}","{'closeness': 0.9789805570152391, 'similarity_metrics': 0.9960526, 'contradiction': 0.10378220677375793, 'evidence_accuracy': 0.6687898089171974, 'evidence_precision': 0.3076923076923077, 'evidence_recall': 0.06666666666666667, 'evidence_f1': 0.1095890410958904, 'crest_accuracy': 0.403954802259887, 'crest_precision': 1.0, 'crest_recall': 0.014018691588785047, 'crest_f1': 0.027649769585253458}","{'closeness': 0.37068797505359574, 'similarity_metrics': 1.0, 'contradiction': 0.015586554072797298, 'evidence_accuracy': 0.6942675159235668, 'evidence_precision': 0.5, 'evidence_recall': 0.008333333333333333, 'evidence_f1': 0.01639344262295082, 'crest_accuracy': 0.3954802259887006, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9823962165002628, 'similarity_metrics': 0.9993623, 'contradiction': 0.015586554072797298, 'evidence_accuracy': 0.6929936305732484, 'evidence_precision': 0.4864864864864865, 'evidence_recall': 0.075, 'evidence_f1': 0.12996389891696752, 'crest_accuracy': 0.4011299435028249, 'crest_precision': 1.0, 'crest_recall': 0.013953488372093023, 'crest_f1': 0.027522935779816512}","{'closeness': 0.008145034156594844, 'similarity_metrics': 0.094348505, 'contradiction': 0.698031485080719, 'evidence_accuracy': 0.3057324840764331, 'evidence_precision': 0.3057324840764331, 'evidence_recall': 1.0, 'evidence_f1': 0.4682926829268293, 'crest_accuracy': 0.6045197740112994, 'crest_precision': 0.6045197740112994, 'crest_recall': 1.0, 'crest_f1': 0.7535211267605634}"
"{'closeness': 0.989751552795031, 'similarity_metrics': 0.9958516, 'contradiction': 0.2236204445362091, 'evidence_accuracy': 0.5804093567251462, 'evidence_precision': 0.7272727272727273, 'evidence_recall': 0.10423452768729642, 'evidence_f1': 0.18233618233618235, 'crest_accuracy': 0.3496932515337423, 'crest_precision': 0.13333333333333333, 'crest_recall': 0.009950248756218905, 'crest_f1': 0.018518518518518517}","{'closeness': 0.009627329192546608, 'similarity_metrics': 0.11116323, 'contradiction': 0.10873864591121674, 'evidence_accuracy': 0.44883040935672514, 'evidence_precision': 0.44883040935672514, 'evidence_recall': 1.0, 'evidence_f1': 0.6195761856710393, 'crest_accuracy': 0.6165644171779141, 'crest_precision': 0.6165644171779141, 'crest_recall': 1.0, 'crest_f1': 0.7628083491461101}","{'closeness': 0.989751552795031, 'similarity_metrics': 0.9958516, 'contradiction': 0.2236204445362091, 'evidence_accuracy': 0.5804093567251462, 'evidence_precision': 0.7272727272727273, 'evidence_recall': 0.10423452768729642, 'evidence_f1': 0.18233618233618235, 'crest_accuracy': 0.3496932515337423, 'crest_precision': 0.13333333333333333, 'crest_recall': 0.009950248756218905, 'crest_f1': 0.018518518518518517}","{'closeness': 0.9987577639751553, 'similarity_metrics': 0.99996436, 'contradiction': 0.9383640885353088, 'evidence_accuracy': 0.5526315789473685, 'evidence_precision': 1.0, 'evidence_recall': 0.003257328990228013, 'evidence_f1': 0.006493506493506494, 'crest_accuracy': 0.38650306748466257, 'crest_precision': 1.0, 'crest_recall': 0.004975124378109453, 'crest_f1': 0.0099009900990099}","{'closeness': 0.9456521739130435, 'similarity_metrics': 0.99643624, 'contradiction': 0.924906849861145, 'evidence_accuracy': 0.5628654970760234, 'evidence_precision': 0.5434782608695652, 'evidence_recall': 0.16286644951140064, 'evidence_f1': 0.2506265664160401, 'crest_accuracy': 0.34662576687116564, 'crest_precision': 0.38, 'crest_recall': 0.0945273631840796, 'crest_f1': 0.15139442231075698}","{'closeness': 0.989751552795031, 'similarity_metrics': 0.9958516, 'contradiction': 0.2236204445362091, 'evidence_accuracy': 0.5804093567251462, 'evidence_precision': 0.7272727272727273, 'evidence_recall': 0.10423452768729642, 'evidence_f1': 0.18233618233618235, 'crest_accuracy': 0.3496932515337423, 'crest_precision': 0.13333333333333333, 'crest_recall': 0.009950248756218905, 'crest_f1': 0.018518518518518517}"
"{'closeness': 0.9833506763787722, 'similarity_metrics': 0.9973235, 'contradiction': 0.0074312882497906685, 'evidence_accuracy': 0.23159144893111638, 'evidence_precision': 0.9078947368421053, 'evidence_recall': 0.09732016925246827, 'evidence_f1': 0.17579617834394903, 'crest_accuracy': 0.4046920821114369, 'crest_precision': 0.5806451612903226, 'crest_recall': 0.08653846153846154, 'crest_f1': 0.1506276150627615}","{'closeness': 0.008064516129032251, 'similarity_metrics': 0.0368834, 'contradiction': 0.17955844104290009, 'evidence_accuracy': 0.8432304038004751, 'evidence_precision': 0.8430439952437574, 'evidence_recall': 1.0, 'evidence_f1': 0.9148387096774193, 'crest_accuracy': 0.6099706744868035, 'crest_precision': 0.6088235294117647, 'crest_recall': 1.0, 'crest_f1': 0.7568555758683728}","{'closeness': 0.9833506763787722, 'similarity_metrics': 0.9973235, 'contradiction': 0.0074312882497906685, 'evidence_accuracy': 0.23159144893111638, 'evidence_precision': 0.9078947368421053, 'evidence_recall': 0.09732016925246827, 'evidence_f1': 0.17579617834394903, 'crest_accuracy': 0.4046920821114369, 'crest_precision': 0.5806451612903226, 'crest_recall': 0.08653846153846154, 'crest_f1': 0.1506276150627615}","{'closeness': 0.9997398543184183, 'similarity_metrics': 1.0000002, 'contradiction': 0.003922572825103998, 'evidence_accuracy': 0.16033254156769597, 'evidence_precision': 1.0, 'evidence_recall': 0.0028208744710860366, 'evidence_f1': 0.005625879043600563, 'crest_accuracy': 0.39296187683284456, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.8785119667013528, 'similarity_metrics': 0.9502967, 'contradiction': 0.8892903923988342, 'evidence_accuracy': 0.32897862232779096, 'evidence_precision': 0.9337349397590361, 'evidence_recall': 0.21861777150916784, 'evidence_f1': 0.35428571428571426, 'crest_accuracy': 0.4252199413489736, 'crest_precision': 0.62, 'crest_recall': 0.14903846153846154, 'crest_f1': 0.24031007751937986}","{'closeness': 0.008064516129032251, 'similarity_metrics': 0.0368834, 'contradiction': 0.17955844104290009, 'evidence_accuracy': 0.8432304038004751, 'evidence_precision': 0.8430439952437574, 'evidence_recall': 1.0, 'evidence_f1': 0.9148387096774193, 'crest_accuracy': 0.6099706744868035, 'crest_precision': 0.6088235294117647, 'crest_recall': 1.0, 'crest_f1': 0.7568555758683728}"
"{'closeness': 0.9927988478156505, 'similarity_metrics': 0.9936833, 'contradiction': 0.015143241733312607, 'evidence_accuracy': 0.580973952434881, 'evidence_precision': 0.7142857142857143, 'evidence_recall': 0.013404825737265416, 'evidence_f1': 0.02631578947368421, 'crest_accuracy': 0.4049586776859504, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9803168506961114, 'similarity_metrics': 0.9924948, 'contradiction': 0.01923372969031334, 'evidence_accuracy': 0.594563986409966, 'evidence_precision': 0.8571428571428571, 'evidence_recall': 0.04825737265415549, 'evidence_f1': 0.09137055837563451, 'crest_accuracy': 0.4022038567493113, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9927988478156505, 'similarity_metrics': 0.9936833, 'contradiction': 0.015143241733312607, 'evidence_accuracy': 0.580973952434881, 'evidence_precision': 0.7142857142857143, 'evidence_recall': 0.013404825737265416, 'evidence_f1': 0.02631578947368421, 'crest_accuracy': 0.4049586776859504, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 1.0, 'similarity_metrics': 1.0000001, 'contradiction': 0.00423823855817318, 'evidence_accuracy': 0.5775764439411099, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.40771349862258954, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.971599045346062, 'similarity_metrics': 0.9872962, 'contradiction': 0.9872526526451111, 'evidence_accuracy': 0.5990939977349944, 'evidence_precision': 0.88, 'evidence_recall': 0.058981233243967826, 'evidence_f1': 0.11055276381909547, 'crest_accuracy': 0.4325068870523416, 'crest_precision': 0.9166666666666666, 'crest_recall': 0.05092592592592592, 'crest_f1': 0.09649122807017542}","{'closeness': 0.9927988478156505, 'similarity_metrics': 0.9936833, 'contradiction': 0.015143241733312607, 'evidence_accuracy': 0.580973952434881, 'evidence_precision': 0.7142857142857143, 'evidence_recall': 0.013404825737265416, 'evidence_f1': 0.02631578947368421, 'crest_accuracy': 0.4049586776859504, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.013008812421317684, 'similarity_metrics': 0.12404032, 'contradiction': 0.264139324426651, 'evidence_accuracy': 0.4268292682926829, 'evidence_precision': 0.4268292682926829, 'evidence_recall': 1.0, 'evidence_f1': 0.5982905982905983, 'crest_accuracy': 0.5669515669515669, 'crest_precision': 0.5669515669515669, 'crest_recall': 1.0, 'crest_f1': 0.7236363636363635}","{'closeness': 0.013008812421317684, 'similarity_metrics': 0.12404032, 'contradiction': 0.264139324426651, 'evidence_accuracy': 0.4268292682926829, 'evidence_precision': 0.4268292682926829, 'evidence_recall': 1.0, 'evidence_f1': 0.5982905982905983, 'crest_accuracy': 0.5669515669515669, 'crest_precision': 0.5669515669515669, 'crest_recall': 1.0, 'crest_f1': 0.7236363636363635}","{'closeness': 0.013008812421317684, 'similarity_metrics': 0.12404032, 'contradiction': 0.264139324426651, 'evidence_accuracy': 0.4268292682926829, 'evidence_precision': 0.4268292682926829, 'evidence_recall': 1.0, 'evidence_f1': 0.5982905982905983, 'crest_accuracy': 0.5669515669515669, 'crest_precision': 0.5669515669515669, 'crest_recall': 1.0, 'crest_f1': 0.7236363636363635}","{'closeness': 0.6270740057940479, 'similarity_metrics': 0.99999976, 'contradiction': 0.00974944606423378, 'evidence_accuracy': 0.5670731707317073, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.43874643874643876, 'crest_precision': 1.0, 'crest_recall': 0.015, 'crest_f1': 0.02955665024630542}","{'closeness': 0.994964330675619, 'similarity_metrics': 0.9969189, 'contradiction': 0.027616888284683228, 'evidence_accuracy': 0.5630081300813008, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.43304843304843305, 'crest_precision': 0.6, 'crest_recall': 0.015, 'crest_f1': 0.029268292682926828}","{'closeness': 0.013008812421317684, 'similarity_metrics': 0.12404032, 'contradiction': 0.264139324426651, 'evidence_accuracy': 0.4268292682926829, 'evidence_precision': 0.4268292682926829, 'evidence_recall': 1.0, 'evidence_f1': 0.5982905982905983, 'crest_accuracy': 0.5669515669515669, 'crest_precision': 0.5669515669515669, 'crest_recall': 1.0, 'crest_f1': 0.7236363636363635}"
