baseline,e-persona-you,e-persona-human,e-implcit-target,e-implcit-target-e-persona-you,e-implcit-target-e-persona-human,TextFoolerJin2019
"{'distance': 0.46147032772364927, 'evidence_accuracy': 0.504746835443038, 'evidence_precision': 0.3677811550151976, 'evidence_recall': 0.5353982300884956, 'evidence_f1': 0.4360360360360361, 'similarity_metrics': np.float32(0.904274), 'contradiction': 0.37769436836242676}","{'distance': 0.9148418491484185, 'evidence_accuracy': 0.3860759493670886, 'evidence_precision': 0.36633663366336633, 'evidence_recall': 0.9823008849557522, 'evidence_f1': 0.5336538461538461, 'similarity_metrics': np.float32(0.8985336), 'contradiction': 0.12886211276054382}","{'distance': 0.9404052443384983, 'evidence_accuracy': 0.3876582278481013, 'evidence_precision': 0.3673805601317957, 'evidence_recall': 0.9867256637168141, 'evidence_f1': 0.5354141656662664, 'similarity_metrics': np.float32(0.9059296), 'contradiction': 0.04667539894580841}","{'distance': 0.4489973844812555, 'evidence_accuracy': 0.5316455696202531, 'evidence_precision': 0.38924050632911394, 'evidence_recall': 0.5442477876106194, 'evidence_f1': 0.4538745387453875, 'similarity_metrics': np.float32(0.8933837), 'contradiction': 0.9634183645248413}",,,"{'distance': 0.2832278481012658, 'evidence_accuracy': 0.5965189873417721, 'evidence_precision': 0.42162162162162165, 'evidence_recall': 0.34513274336283184, 'evidence_f1': 0.3795620437956204, 'similarity_metrics': np.float32(0.83955586), 'contradiction': 0.198044553399086}"
"{'distance': 0.13786008230452673, 'evidence_accuracy': 0.9134615384615384, 'evidence_precision': 0.5643564356435643, 'evidence_recall': 0.9827586206896551, 'evidence_f1': 0.7169811320754716, 'similarity_metrics': np.float32(1.0), 'contradiction': 0.015067175030708313}","{'distance': 0.48446490218642113, 'evidence_accuracy': 0.4673076923076923, 'evidence_precision': 0.14563106796116504, 'evidence_recall': 0.7758620689655172, 'evidence_f1': 0.24523160762942778, 'similarity_metrics': np.float32(0.9606193), 'contradiction': 0.6734550595283508}",,,,,
,,,,,"{'distance': 0.4164305949008499, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.8602150537634409, 'evidence_recall': 0.44692737430167595, 'evidence_f1': 0.588235294117647, 'similarity_metrics': np.float32(0.9189191), 'contradiction': 0.9970449805259705}",
"{'distance': 0.6168384879725086, 'evidence_accuracy': 0.6818181818181818, 'evidence_precision': 0.5905096660808435, 'evidence_recall': 0.9464788732394366, 'evidence_f1': 0.7272727272727273, 'similarity_metrics': np.float32(0.8772755), 'contradiction': 0.07826713472604752}","{'distance': 0.616946160635481, 'evidence_accuracy': 0.6691919191919192, 'evidence_precision': 0.5808695652173913, 'evidence_recall': 0.9408450704225352, 'evidence_f1': 0.7182795698924731, 'similarity_metrics': np.float32(0.88133645), 'contradiction': 0.036139074712991714}","{'distance': 0.6285963382737576, 'evidence_accuracy': 0.6641414141414141, 'evidence_precision': 0.5768566493955095, 'evidence_recall': 0.9408450704225352, 'evidence_f1': 0.715203426124197, 'similarity_metrics': np.float32(0.8802887), 'contradiction': 0.05627155303955078}",,,,"{'distance': 0.1717171717171717, 'evidence_accuracy': 0.5189393939393939, 'evidence_precision': 0.40441176470588236, 'evidence_recall': 0.15492957746478872, 'evidence_f1': 0.22403258655804476, 'similarity_metrics': np.float32(0.91443735), 'contradiction': 0.2703063189983368}"
"{'distance': 0.4621968616262482, 'evidence_accuracy': 0.5418227215980025, 'evidence_precision': 0.7006960556844548, 'evidence_recall': 0.5592592592592592, 'evidence_f1': 0.6220391349124614, 'similarity_metrics': np.float32(0.9200333), 'contradiction': 0.2645254135131836}","{'distance': 0.7029702970297029, 'evidence_accuracy': 0.8039950062421972, 'evidence_precision': 0.794162826420891, 'evidence_recall': 0.9574074074074074, 'evidence_f1': 0.8681780016792611, 'similarity_metrics': np.float32(0.91857135), 'contradiction': 0.2645254135131836}","{'distance': 0.757085020242915, 'evidence_accuracy': 0.7677902621722846, 'evidence_precision': 0.7595307917888563, 'evidence_recall': 0.9592592592592593, 'evidence_f1': 0.8477905073649754, 'similarity_metrics': np.float32(0.86094534), 'contradiction': 0.061952605843544006}","{'distance': 0.2085769980506823, 'evidence_accuracy': 0.43570536828963796, 'evidence_precision': 0.7268041237113402, 'evidence_recall': 0.2611111111111111, 'evidence_f1': 0.3841961852861035, 'similarity_metrics': np.float32(0.910736), 'contradiction': 0.6454519629478455}","{'distance': 0.2085769980506823, 'evidence_accuracy': 0.43570536828963796, 'evidence_precision': 0.7268041237113402, 'evidence_recall': 0.2611111111111111, 'evidence_f1': 0.3841961852861035, 'similarity_metrics': np.float32(0.910736), 'contradiction': 0.6454519629478455}","{'distance': 0.1674092934436665, 'evidence_accuracy': 0.418227215980025, 'evidence_precision': 0.75, 'evidence_recall': 0.20555555555555555, 'evidence_f1': 0.3226744186046512, 'similarity_metrics': np.float32(0.93200994), 'contradiction': 0.056068118661642075}",
"{'distance': 0.887920298879203, 'evidence_accuracy': 0.5909090909090909, 'evidence_precision': 0.62756052141527, 'evidence_recall': 0.930939226519337, 'evidence_f1': 0.7497219132369298, 'similarity_metrics': np.float32(0.84369093), 'contradiction': 0.9865641593933105}","{'distance': 0.9106699751861043, 'evidence_accuracy': 0.6327272727272727, 'evidence_precision': 0.6556420233463035, 'evidence_recall': 0.930939226519337, 'evidence_f1': 0.7694063926940641, 'similarity_metrics': np.float32(0.85104287), 'contradiction': 0.9782471060752869}","{'distance': 0.7827160493827161, 'evidence_accuracy': 0.6563636363636364, 'evidence_precision': 0.6805845511482255, 'evidence_recall': 0.9005524861878453, 'evidence_f1': 0.7752675386444708, 'similarity_metrics': np.float32(0.8488196), 'contradiction': 0.9846641421318054}","{'distance': 0.5072765072765073, 'evidence_accuracy': 0.5818181818181818, 'evidence_precision': 0.7101910828025477, 'evidence_recall': 0.6160220994475138, 'evidence_f1': 0.6597633136094675, 'similarity_metrics': np.float32(0.8721236), 'contradiction': 0.9918645620346069}",,,
"{'distance': 0.09329993738259235, 'evidence_accuracy': 0.5104039167686658, 'evidence_precision': 0.9032258064516129, 'evidence_recall': 0.17684210526315788, 'evidence_f1': 0.29577464788732394, 'similarity_metrics': np.float32(0.936955), 'contradiction': 0.9850673675537109}","{'distance': 0.1083437110834371, 'evidence_accuracy': 0.5250917992656059, 'evidence_precision': 0.9306930693069307, 'evidence_recall': 0.19789473684210526, 'evidence_f1': 0.3263888888888889, 'similarity_metrics': np.float32(0.93848467), 'contradiction': 0.5446634292602539}",,,,,"{'distance': 0.09547123623011011, 'evidence_accuracy': 0.43329253365973075, 'evidence_precision': 0.5769230769230769, 'evidence_recall': 0.09473684210526316, 'evidence_f1': 0.162748643761302, 'similarity_metrics': np.float32(0.869658), 'contradiction': 0.1218915581703186}"
"{'distance': 0.897172236503856, 'evidence_accuracy': 0.5083056478405316, 'evidence_precision': 0.5115452930728241, 'evidence_recall': 0.9320388349514563, 'evidence_f1': 0.6605504587155963, 'similarity_metrics': np.float32(0.82762897), 'contradiction': 0.2231704443693161}","{'distance': 0.8857901726427623, 'evidence_accuracy': 0.5, 'evidence_precision': 0.5071428571428571, 'evidence_recall': 0.919093851132686, 'evidence_f1': 0.6536248561565017, 'similarity_metrics': np.float32(0.8283211), 'contradiction': 0.11595281213521957}","{'distance': 0.9370725034199726, 'evidence_accuracy': 0.4867109634551495, 'evidence_precision': 0.5, 'evidence_recall': 0.9385113268608414, 'evidence_f1': 0.6524184476940382, 'similarity_metrics': np.float32(0.8214114), 'contradiction': 0.04306214675307274}","{'distance': 0.2220309810671256, 'evidence_accuracy': 0.49667774086378735, 'evidence_precision': 0.52, 'evidence_recall': 0.2524271844660194, 'evidence_f1': 0.33986928104575165, 'similarity_metrics': np.float32(0.9237533), 'contradiction': 0.9366563558578491}","{'distance': 0.312607944732297, 'evidence_accuracy': 0.5697674418604651, 'evidence_precision': 0.6225490196078431, 'evidence_recall': 0.4110032362459547, 'evidence_f1': 0.4951267056530214, 'similarity_metrics': np.float32(0.8911611), 'contradiction': 0.9786715507507324}","{'distance': 0.5563981042654029, 'evidence_accuracy': 0.5780730897009967, 'evidence_precision': 0.5745257452574526, 'evidence_recall': 0.686084142394822, 'evidence_f1': 0.6253687315634219, 'similarity_metrics': np.float32(0.88574094), 'contradiction': 0.9583450555801392}",
"{'distance': 0.9076305220883534, 'evidence_accuracy': 0.735969387755102, 'evidence_precision': 0.7388362652232747, 'evidence_recall': 0.975, 'evidence_f1': 0.8406466512702079, 'similarity_metrics': np.float32(0.85354984), 'contradiction': 0.7728941440582275}","{'distance': 0.8936392075078207, 'evidence_accuracy': 0.7436224489795918, 'evidence_precision': 0.7448840381991815, 'evidence_recall': 0.975, 'evidence_f1': 0.8445475638051044, 'similarity_metrics': np.float32(0.87488985), 'contradiction': 0.8683286905288696}","{'distance': 0.9114173228346457, 'evidence_accuracy': 0.7257653061224489, 'evidence_precision': 0.7327935222672065, 'evidence_recall': 0.9696428571428571, 'evidence_f1': 0.8347425057647962, 'similarity_metrics': np.float32(0.8858711), 'contradiction': 0.12035898119211197}","{'distance': 0.5791090629800307, 'evidence_accuracy': 0.6033163265306123, 'evidence_precision': 0.7436399217221135, 'evidence_recall': 0.6785714285714286, 'evidence_f1': 0.7096171802054154, 'similarity_metrics': np.float32(0.9642234), 'contradiction': 0.9853497743606567}","{'distance': 0.5386861313868614, 'evidence_accuracy': 0.5535714285714286, 'evidence_precision': 0.7243589743589743, 'evidence_recall': 0.6053571428571428, 'evidence_f1': 0.6595330739299611, 'similarity_metrics': np.float32(0.975589), 'contradiction': 0.9861160516738892}","{'distance': 0.5689149560117301, 'evidence_accuracy': 0.548469387755102, 'evidence_precision': 0.710204081632653, 'evidence_recall': 0.6214285714285714, 'evidence_f1': 0.6628571428571428, 'similarity_metrics': np.float32(0.9617016), 'contradiction': 0.9840121269226074}","{'distance': 0.21683673469387754, 'evidence_accuracy': 0.3877551020408163, 'evidence_precision': 0.7325581395348837, 'evidence_recall': 0.225, 'evidence_f1': 0.3442622950819672, 'similarity_metrics': np.float32(0.8024105), 'contradiction': 0.32658815383911133}"
"{'distance': 0.7216117216117216, 'evidence_accuracy': 0.6345029239766082, 'evidence_precision': 0.6165413533834586, 'evidence_recall': 0.8770053475935828, 'evidence_f1': 0.7240618101545252, 'similarity_metrics': np.float32(0.8555405), 'contradiction': 0.5062770247459412}","{'distance': 0.6739130434782609, 'evidence_accuracy': 0.6403508771929824, 'evidence_precision': 0.626984126984127, 'evidence_recall': 0.8449197860962567, 'evidence_f1': 0.7198177676537586, 'similarity_metrics': np.float32(0.86611474), 'contradiction': 0.6528891921043396}","{'distance': 0.7437858508604207, 'evidence_accuracy': 0.6842105263157895, 'evidence_precision': 0.6436363636363637, 'evidence_recall': 0.946524064171123, 'evidence_f1': 0.7662337662337662, 'similarity_metrics': np.float32(0.8295494), 'contradiction': 0.43228355050086975}","{'distance': 0.3936507936507937, 'evidence_accuracy': 0.4590643274853801, 'evidence_precision': 0.5063291139240507, 'evidence_recall': 0.42780748663101603, 'evidence_f1': 0.46376811594202905, 'similarity_metrics': np.float32(0.9024583), 'contradiction': 0.9957737326622009}","{'distance': 0.4046511627906977, 'evidence_accuracy': 0.5467836257309941, 'evidence_precision': 0.6, 'evidence_recall': 0.5133689839572193, 'evidence_f1': 0.553314121037464, 'similarity_metrics': np.float32(0.8142874), 'contradiction': 0.962911069393158}",,
,,,"{'distance': 0.21893491124260356, 'evidence_accuracy': 0.3590844062947067, 'evidence_precision': 0.9709302325581395, 'evidence_recall': 0.27377049180327867, 'evidence_f1': 0.4271099744245524, 'similarity_metrics': np.float32(0.93231386), 'contradiction': 0.992219865322113}","{'distance': 0.1938551572787125, 'evidence_accuracy': 0.3218884120171674, 'evidence_precision': 0.9533333333333334, 'evidence_recall': 0.23442622950819672, 'evidence_f1': 0.3763157894736842, 'similarity_metrics': np.float32(0.92962706), 'contradiction': 0.9925518035888672}","{'distance': 0.20611798980335028, 'evidence_accuracy': 0.33476394849785407, 'evidence_precision': 0.9617834394904459, 'evidence_recall': 0.24754098360655738, 'evidence_f1': 0.39374185136897, 'similarity_metrics': np.float32(0.9306533), 'contradiction': 0.9937894940376282}","{'distance': 0.23319027181688123, 'evidence_accuracy': 0.2875536480686695, 'evidence_precision': 0.8414634146341463, 'evidence_recall': 0.2262295081967213, 'evidence_f1': 0.3565891472868217, 'similarity_metrics': np.float32(0.8320588), 'contradiction': 0.07039430737495422}"
,,,"{'distance': 0.8297506448839209, 'evidence_accuracy': 0.5313496280552603, 'evidence_precision': 0.5504151838671412, 'evidence_recall': 0.8821292775665399, 'evidence_f1': 0.6778670562454346, 'similarity_metrics': np.float32(0.8774617), 'contradiction': 0.8630644083023071}",,,
"{'distance': 0.489543320529236, 'evidence_accuracy': 0.48854961832061067, 'evidence_precision': 0.31519507186858314, 'evidence_recall': 0.6914414414414415, 'evidence_f1': 0.4330042313117067, 'similarity_metrics': np.float32(0.89975893), 'contradiction': 0.02516859397292137}","{'distance': 0.4893435635123614, 'evidence_accuracy': 0.48282442748091603, 'evidence_precision': 0.3103802672147996, 'evidence_recall': 0.6801801801801802, 'evidence_f1': 0.4262526464361327, 'similarity_metrics': np.float32(0.909318), 'contradiction': 0.07407443970441818}",,,,,
"{'distance': 0.9425493716337523, 'evidence_accuracy': 0.31016597510373445, 'evidence_precision': 0.31106471816283926, 'evidence_recall': 0.9834983498349835, 'evidence_f1': 0.4726407613005551, 'similarity_metrics': np.float32(0.8157916), 'contradiction': 0.8162149786949158}","{'distance': 0.9477947794779478, 'evidence_accuracy': 0.3360995850622407, 'evidence_precision': 0.31978609625668447, 'evidence_recall': 0.9867986798679867, 'evidence_f1': 0.48303715670436187, 'similarity_metrics': np.float32(0.7538515), 'contradiction': 0.8155648708343506}","{'distance': 0.940379403794038, 'evidence_accuracy': 0.3360995850622407, 'evidence_precision': 0.31901181525241673, 'evidence_recall': 0.9801980198019802, 'evidence_f1': 0.4813614262560777, 'similarity_metrics': np.float32(0.77892303), 'contradiction': 0.7772283554077148}","{'distance': 0.26515151515151514, 'evidence_accuracy': 0.6286307053941909, 'evidence_precision': 0.40350877192982454, 'evidence_recall': 0.3795379537953795, 'evidence_f1': 0.391156462585034, 'similarity_metrics': np.float32(0.96080947), 'contradiction': 0.9837649464607239}","{'distance': 0.34604598990465507, 'evidence_accuracy': 0.5881742738589212, 'evidence_precision': 0.37823834196891193, 'evidence_recall': 0.48184818481848185, 'evidence_f1': 0.4238026124818578, 'similarity_metrics': np.float32(0.9547638), 'contradiction': 0.9899695515632629}","{'distance': 0.29729729729729726, 'evidence_accuracy': 0.6296680497925311, 'evidence_precision': 0.4176829268292683, 'evidence_recall': 0.4521452145214521, 'evidence_f1': 0.43423137876386686, 'similarity_metrics': np.float32(0.9735855), 'contradiction': 0.9913946986198425}","{'distance': 0.1929460580912863, 'evidence_accuracy': 0.6275933609958506, 'evidence_precision': 0.34946236559139787, 'evidence_recall': 0.2145214521452145, 'evidence_f1': 0.2658486707566462, 'similarity_metrics': np.float32(0.7912301), 'contradiction': 0.025861386209726334}"
"{'distance': 0.3613114754098361, 'evidence_accuracy': 0.5724465558194775, 'evidence_precision': 0.4684931506849315, 'evidence_recall': 0.5074183976261127, 'evidence_f1': 0.48717948717948717, 'similarity_metrics': np.float32(0.8963771), 'contradiction': 0.055182959884405136}","{'distance': 0.3831294269156471, 'evidence_accuracy': 0.5486935866983373, 'evidence_precision': 0.44235924932975873, 'evidence_recall': 0.4896142433234421, 'evidence_f1': 0.4647887323943662, 'similarity_metrics': np.float32(0.95319533), 'contradiction': 0.03373367711901665}","{'distance': 0.8877057115198451, 'evidence_accuracy': 0.45486935866983375, 'evidence_precision': 0.4221938775510204, 'evidence_recall': 0.9821958456973294, 'evidence_f1': 0.5905441570026763, 'similarity_metrics': np.float32(0.7279355), 'contradiction': 0.1321031004190445}",,,,"{'distance': 0.1769596199524941, 'evidence_accuracy': 0.5676959619952494, 'evidence_precision': 0.40939597315436244, 'evidence_recall': 0.18100890207715134, 'evidence_f1': 0.25102880658436216, 'similarity_metrics': np.float32(0.9282454), 'contradiction': 0.05837094783782959}"
"{'distance': 0.826397146254459, 'evidence_accuracy': 0.7447154471544716, 'evidence_precision': 0.7348066298342542, 'evidence_recall': 0.9684466019417476, 'evidence_f1': 0.8356020942408378, 'similarity_metrics': np.float32(0.8476933), 'contradiction': 0.6425580978393555}","{'distance': 0.8138987043580683, 'evidence_accuracy': 0.7317073170731707, 'evidence_precision': 0.7299813780260708, 'evidence_recall': 0.9514563106796117, 'evidence_f1': 0.8261327713382508, 'similarity_metrics': np.float32(0.85038555), 'contradiction': 0.6823229789733887}","{'distance': 0.945666235446313, 'evidence_accuracy': 0.5902439024390244, 'evidence_precision': 0.6230769230769231, 'evidence_recall': 0.9830097087378641, 'evidence_f1': 0.7627118644067797, 'similarity_metrics': np.float32(0.8287894), 'contradiction': 0.8039714097976685}","{'distance': 0.6685606060606061, 'evidence_accuracy': 0.5707317073170731, 'evidence_precision': 0.667420814479638, 'evidence_recall': 0.7160194174757282, 'evidence_f1': 0.6908665105386417, 'similarity_metrics': np.float32(0.87031925), 'contradiction': 0.9534764885902405}","{'distance': 0.3017241379310345, 'evidence_accuracy': 0.5983739837398374, 'evidence_precision': 0.8873239436619719, 'evidence_recall': 0.4587378640776699, 'evidence_f1': 0.6048, 'similarity_metrics': np.float32(0.867066), 'contradiction': 0.9767909049987793}","{'distance': 0.7686746987951807, 'evidence_accuracy': 0.7138211382113822, 'evidence_precision': 0.7269230769230769, 'evidence_recall': 0.9174757281553398, 'evidence_f1': 0.8111587982832618, 'similarity_metrics': np.float32(0.82103646), 'contradiction': 0.7745779752731323}",
"{'distance': 0.9102691924227317, 'evidence_accuracy': 0.3411619283065513, 'evidence_precision': 0.3155149934810952, 'evidence_recall': 0.968, 'evidence_f1': 0.4759095378564405, 'similarity_metrics': np.float32(0.8865298), 'contradiction': 0.04776570200920105}","{'distance': 0.6844070961718021, 'evidence_accuracy': 0.49443757725587145, 'evidence_precision': 0.37636080870917576, 'evidence_recall': 0.968, 'evidence_f1': 0.541993281075028, 'similarity_metrics': np.float32(0.96038675), 'contradiction': 0.8558729290962219}","{'distance': 0.8916155419222904, 'evidence_accuracy': 0.3510506798516687, 'evidence_precision': 0.3197903014416776, 'evidence_recall': 0.976, 'evidence_f1': 0.48173741362290223, 'similarity_metrics': np.float32(0.8793266), 'contradiction': 0.9238960146903992}",,,,"{'distance': 0.09023485784919649, 'evidence_accuracy': 0.6551297898640297, 'evidence_precision': 0.3013698630136986, 'evidence_recall': 0.088, 'evidence_f1': 0.13622291021671826, 'similarity_metrics': np.float32(0.67559075), 'contradiction': 0.046658121049404144}"
"{'distance': 0.774928774928775, 'evidence_accuracy': 0.5986547085201793, 'evidence_precision': 0.5722070844686649, 'evidence_recall': 0.9051724137931034, 'evidence_f1': 0.7011686143572621, 'similarity_metrics': np.float32(0.92030823), 'contradiction': 0.734897792339325}","{'distance': 0.9541734860883797, 'evidence_accuracy': 0.5067264573991032, 'evidence_precision': 0.5138248847926268, 'evidence_recall': 0.9612068965517241, 'evidence_f1': 0.6696696696696697, 'similarity_metrics': np.float32(0.8660651), 'contradiction': 0.9483586549758911}","{'distance': 0.8920741989881956, 'evidence_accuracy': 0.5246636771300448, 'evidence_precision': 0.5241545893719807, 'evidence_recall': 0.9353448275862069, 'evidence_f1': 0.6718266253869968, 'similarity_metrics': np.float32(0.88674164), 'contradiction': 0.3963123857975006}","{'distance': 0.09545454545454546, 'evidence_accuracy': 0.5650224215246636, 'evidence_precision': 0.88, 'evidence_recall': 0.1896551724137931, 'evidence_f1': 0.3120567375886525, 'similarity_metrics': np.float32(0.98955137), 'contradiction': 0.9749440550804138}","{'distance': 0.17420814479638014, 'evidence_accuracy': 0.5874439461883408, 'evidence_precision': 0.7857142857142857, 'evidence_recall': 0.28448275862068967, 'evidence_f1': 0.41772151898734183, 'similarity_metrics': np.float32(0.96289164), 'contradiction': 0.9786070585250854}","{'distance': 0.08095781071835806, 'evidence_accuracy': 0.5493273542600897, 'evidence_precision': 0.8604651162790697, 'evidence_recall': 0.15948275862068967, 'evidence_f1': 0.2690909090909091, 'similarity_metrics': np.float32(0.9776257), 'contradiction': 0.9641232490539551}","{'distance': 0.06502242152466364, 'evidence_accuracy': 0.5134529147982063, 'evidence_precision': 0.7586206896551724, 'evidence_recall': 0.09482758620689655, 'evidence_f1': 0.16858237547892718, 'similarity_metrics': np.float32(0.9407151), 'contradiction': 0.1442933976650238}"
"{'distance': 0.9498349834983498, 'evidence_accuracy': 0.5487179487179488, 'evidence_precision': 0.5587349397590361, 'evidence_recall': 0.961139896373057, 'evidence_f1': 0.7066666666666666, 'similarity_metrics': np.float32(0.8141993), 'contradiction': 0.012288113124668598}","{'distance': 0.9749009247027741, 'evidence_accuracy': 0.5626373626373626, 'evidence_precision': 0.5649591685226429, 'evidence_recall': 0.9857512953367875, 'evidence_f1': 0.7182633317602642, 'similarity_metrics': np.float32(0.79571253), 'contradiction': 0.13290256261825562}","{'distance': 0.972313777191826, 'evidence_accuracy': 0.5626373626373626, 'evidence_precision': 0.5650557620817844, 'evidence_recall': 0.9844559585492227, 'evidence_f1': 0.7179971658006613, 'similarity_metrics': np.float32(0.7989595), 'contradiction': 0.24205759167671204}",,,,"{'distance': 0.14432234432234436, 'evidence_accuracy': 0.4703296703296703, 'evidence_precision': 0.6243654822335025, 'evidence_recall': 0.15932642487046633, 'evidence_f1': 0.25386996904024767, 'similarity_metrics': np.float32(0.9054204), 'contradiction': 0.05256551504135132}"
"{'distance': 0.6251572327044026, 'evidence_accuracy': 0.6610169491525424, 'evidence_precision': 0.8827160493827161, 'evidence_recall': 0.7009803921568627, 'evidence_f1': 0.7814207650273224, 'similarity_metrics': np.float32(0.9189685), 'contradiction': 0.19829291105270386}","{'distance': 0.6326530612244898, 'evidence_accuracy': 0.673728813559322, 'evidence_precision': 0.8871951219512195, 'evidence_recall': 0.7132352941176471, 'evidence_f1': 0.7907608695652174, 'similarity_metrics': np.float32(0.9124252), 'contradiction': 0.31991252303123474}","{'distance': 0.6910344827586207, 'evidence_accuracy': 0.7351694915254238, 'evidence_precision': 0.8919667590027701, 'evidence_recall': 0.7892156862745098, 'evidence_f1': 0.8374512353706112, 'similarity_metrics': np.float32(0.8569416), 'contradiction': 0.3806767761707306}","{'distance': 0.23076923076923073, 'evidence_accuracy': 0.3771186440677966, 'evidence_precision': 0.9384615384615385, 'evidence_recall': 0.29901960784313725, 'evidence_f1': 0.4535315985130111, 'similarity_metrics': np.float32(0.9546467), 'contradiction': 0.990750253200531}","{'distance': 0.24137931034482762, 'evidence_accuracy': 0.3834745762711864, 'evidence_precision': 0.9398496240601504, 'evidence_recall': 0.30637254901960786, 'evidence_f1': 0.4621072088724584, 'similarity_metrics': np.float32(0.9451715), 'contradiction': 0.979089617729187}","{'distance': 0.3288740245261984, 'evidence_accuracy': 0.4364406779661017, 'evidence_precision': 0.9127906976744186, 'evidence_recall': 0.38480392156862747, 'evidence_f1': 0.5413793103448276, 'similarity_metrics': np.float32(0.94287), 'contradiction': 0.9745820760726929}",
,,,,,,
"{'distance': 0.11904761904761907, 'evidence_accuracy': 0.5075528700906344, 'evidence_precision': 0.9074074074074074, 'evidence_recall': 0.23671497584541062, 'evidence_f1': 0.37547892720306514, 'similarity_metrics': np.float32(0.98285556), 'contradiction': 0.9779412746429443}","{'distance': 0.17447495961227788, 'evidence_accuracy': 0.5694864048338368, 'evidence_precision': 0.9271523178807947, 'evidence_recall': 0.33816425120772947, 'evidence_f1': 0.49557522123893805, 'similarity_metrics': np.float32(0.98122686), 'contradiction': 0.9720587134361267}",,"{'distance': 0.10424710424710426, 'evidence_accuracy': 0.4652567975830816, 'evidence_precision': 0.8658536585365854, 'evidence_recall': 0.17149758454106281, 'evidence_f1': 0.2862903225806452, 'similarity_metrics': np.float32(0.98312426), 'contradiction': 0.970011293888092}","{'distance': 0.37323358270989193, 'evidence_accuracy': 0.525679758308157, 'evidence_precision': 0.6748251748251748, 'evidence_recall': 0.46618357487922707, 'evidence_f1': 0.5514285714285715, 'similarity_metrics': np.float32(0.96066046), 'contradiction': 0.9754711389541626}",,
"{'distance': 0.8461538461538461, 'evidence_accuracy': 0.22126436781609196, 'evidence_precision': 0.12924071082390953, 'evidence_recall': 0.963855421686747, 'evidence_f1': 0.22792022792022792, 'similarity_metrics': np.float32(0.92899764), 'contradiction': 0.5994006395339966}","{'distance': 0.9211391018619934, 'evidence_accuracy': 0.15948275862068967, 'evidence_precision': 0.12084592145015106, 'evidence_recall': 0.963855421686747, 'evidence_f1': 0.2147651006711409, 'similarity_metrics': np.float32(0.8777614), 'contradiction': 0.19694092869758606}","{'distance': 0.8853932584269663, 'evidence_accuracy': 0.1910919540229885, 'evidence_precision': 0.12848297213622292, 'evidence_recall': 1.0, 'evidence_f1': 0.22770919067215367, 'similarity_metrics': np.float32(0.8950863), 'contradiction': 0.18083563446998596}","{'distance': 0.5721231766612642, 'evidence_accuracy': 0.3807471264367816, 'evidence_precision': 0.09907834101382489, 'evidence_recall': 0.5180722891566265, 'evidence_f1': 0.1663442940038685, 'similarity_metrics': np.float32(0.9913722), 'contradiction': 0.9904235005378723}","{'distance': 0.10258302583025836, 'evidence_accuracy': 0.8275862068965517, 'evidence_precision': 0.29213483146067415, 'evidence_recall': 0.3132530120481928, 'evidence_f1': 0.3023255813953489, 'similarity_metrics': np.float32(0.98820317), 'contradiction': 0.9959510564804077}","{'distance': 0.5976627712854758, 'evidence_accuracy': 0.34626436781609193, 'evidence_precision': 0.09210526315789473, 'evidence_recall': 0.5060240963855421, 'evidence_f1': 0.15584415584415584, 'similarity_metrics': np.float32(0.9824848), 'contradiction': 0.9927822351455688}",
"{'distance': 0.8974358974358975, 'evidence_accuracy': 0.25396825396825395, 'evidence_precision': 0.20454545454545456, 'evidence_recall': 0.972972972972973, 'evidence_f1': 0.33802816901408456, 'similarity_metrics': np.float32(0.84252036), 'contradiction': 0.7159833312034607}","{'distance': 0.9284210526315789, 'evidence_accuracy': 0.22486772486772486, 'evidence_precision': 0.19667590027700832, 'evidence_recall': 0.9594594594594594, 'evidence_f1': 0.3264367816091955, 'similarity_metrics': np.float32(0.80078673), 'contradiction': 0.4511718451976776}","{'distance': 0.9284210526315789, 'evidence_accuracy': 0.22486772486772486, 'evidence_precision': 0.19667590027700832, 'evidence_recall': 0.9594594594594594, 'evidence_f1': 0.3264367816091955, 'similarity_metrics': np.float32(0.80078673), 'contradiction': 0.4511718451976776}","{'distance': 0.4787701317715959, 'evidence_accuracy': 0.5211640211640212, 'evidence_precision': 0.23383084577114427, 'evidence_recall': 0.6351351351351351, 'evidence_f1': 0.3418181818181818, 'similarity_metrics': np.float32(0.93862224), 'contradiction': 0.9711191654205322}","{'distance': 0.501466275659824, 'evidence_accuracy': 0.4947089947089947, 'evidence_precision': 0.22009569377990432, 'evidence_recall': 0.6216216216216216, 'evidence_f1': 0.3250883392226148, 'similarity_metrics': np.float32(0.9378638), 'contradiction': 0.9715311527252197}",,
