e-chain-of-thought,e-persona-human,e-persona-you,baseline,e-implcit-target,e-chat-history
"{'closeness': 0.025686136523574987, 'similarity_metrics': 0.06274548, 'contradiction': 0.502505898475647, 'evidence_accuracy': 0.5343642611683849, 'evidence_precision': 0.5363321799307958, 'evidence_recall': 0.9904153354632588, 'evidence_f1': 0.6958473625140291, 'crest_accuracy': 0.6435045317220544, 'crest_precision': 0.6474164133738601, 'crest_recall': 0.9906976744186047, 'crest_f1': 0.7830882352941176}","{'closeness': 0.9366643209007741, 'similarity_metrics': 0.97398674, 'contradiction': 0.2776913642883301, 'evidence_accuracy': 0.47766323024054985, 'evidence_precision': 0.6046511627906976, 'evidence_recall': 0.08306709265175719, 'evidence_f1': 0.14606741573033707, 'crest_accuracy': 0.39274924471299094, 'crest_precision': 0.7692307692307693, 'crest_recall': 0.09302325581395349, 'crest_f1': 0.1659751037344398}","{'closeness': 0.9366643209007741, 'similarity_metrics': 0.97398674, 'contradiction': 0.2776913642883301, 'evidence_accuracy': 0.47766323024054985, 'evidence_precision': 0.6046511627906976, 'evidence_recall': 0.08306709265175719, 'evidence_f1': 0.14606741573033707, 'crest_accuracy': 0.39274924471299094, 'crest_precision': 0.7692307692307693, 'crest_recall': 0.09302325581395349, 'crest_f1': 0.1659751037344398}","{'closeness': 0.9190710767065446, 'similarity_metrics': 0.9751494, 'contradiction': 0.11297663301229477, 'evidence_accuracy': 0.46563573883161513, 'evidence_precision': 0.5227272727272727, 'evidence_recall': 0.07348242811501597, 'evidence_f1': 0.1288515406162465, 'crest_accuracy': 0.39274924471299094, 'crest_precision': 0.6842105263157895, 'crest_recall': 0.12093023255813953, 'crest_f1': 0.20553359683794467}","{'closeness': 0.9940413599719593, 'similarity_metrics': 0.9959293, 'contradiction': 0.1484677940607071, 'evidence_accuracy': 0.4690721649484536, 'evidence_precision': 1.0, 'evidence_recall': 0.012779552715654952, 'evidence_f1': 0.025236593059936908, 'crest_accuracy': 0.34441087613293053, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9954417952314165, 'similarity_metrics': 0.9959293, 'contradiction': 0.1484677940607071, 'evidence_accuracy': 0.46219931271477666, 'evidence_precision': 0.5, 'evidence_recall': 0.003194888178913738, 'evidence_f1': 0.006349206349206348, 'crest_accuracy': 0.34441087613293053, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.015586554072797298, 'evidence_accuracy': 0.6942675159235668, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3954802259887006, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.006043089858118744, 'similarity_metrics': 0.11317341, 'contradiction': 0.7028753161430359, 'evidence_accuracy': 0.3057324840764331, 'evidence_precision': 0.3057324840764331, 'evidence_recall': 1.0, 'evidence_f1': 0.4682926829268293, 'crest_accuracy': 0.6045197740112994, 'crest_precision': 0.6045197740112994, 'crest_recall': 1.0, 'crest_f1': 0.7535211267605634}","{'closeness': 0.006043089858118744, 'similarity_metrics': 0.11317341, 'contradiction': 0.7028753161430359, 'evidence_accuracy': 0.3057324840764331, 'evidence_precision': 0.3057324840764331, 'evidence_recall': 1.0, 'evidence_f1': 0.4682926829268293, 'crest_accuracy': 0.6045197740112994, 'crest_precision': 0.6045197740112994, 'crest_recall': 1.0, 'crest_f1': 0.7535211267605634}","{'closeness': 0.006043089858118744, 'similarity_metrics': 0.11317341, 'contradiction': 0.7028753161430359, 'evidence_accuracy': 0.3057324840764331, 'evidence_precision': 0.3057324840764331, 'evidence_recall': 1.0, 'evidence_f1': 0.4682926829268293, 'crest_accuracy': 0.6045197740112994, 'crest_precision': 0.6045197740112994, 'crest_recall': 1.0, 'crest_f1': 0.7535211267605634}","{'closeness': 0.008145034156594844, 'similarity_metrics': 0.094348505, 'contradiction': 0.698031485080719, 'evidence_accuracy': 0.3057324840764331, 'evidence_precision': 0.3057324840764331, 'evidence_recall': 1.0, 'evidence_f1': 0.4682926829268293, 'crest_accuracy': 0.6045197740112994, 'crest_precision': 0.6045197740112994, 'crest_recall': 1.0, 'crest_f1': 0.7535211267605634}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.015586554072797298, 'evidence_accuracy': 0.6942675159235668, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3954802259887006, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.9795031055900622, 'similarity_metrics': 0.9972042, 'contradiction': 0.9235764145851135, 'evidence_accuracy': 0.564327485380117, 'evidence_precision': 0.9090909090909091, 'evidence_recall': 0.03257328990228013, 'evidence_f1': 0.06289308176100629, 'crest_accuracy': 0.401840490797546, 'crest_precision': 0.875, 'crest_recall': 0.03482587064676617, 'crest_f1': 0.06698564593301436}","{'closeness': 0.9139751552795031, 'similarity_metrics': 0.9935483, 'contradiction': 0.9049927592277527, 'evidence_accuracy': 0.45614035087719296, 'evidence_precision': 0.4068767908309456, 'evidence_recall': 0.46254071661237783, 'evidence_f1': 0.4329268292682927, 'crest_accuracy': 0.19631901840490798, 'crest_precision': 0.3803921568627451, 'crest_recall': 0.48258706467661694, 'crest_f1': 0.42543859649122806}","{'closeness': 0.009627329192546608, 'similarity_metrics': 0.11116323, 'contradiction': 0.10873864591121674, 'evidence_accuracy': 0.44883040935672514, 'evidence_precision': 0.44883040935672514, 'evidence_recall': 1.0, 'evidence_f1': 0.6195761856710393, 'crest_accuracy': 0.6165644171779141, 'crest_precision': 0.6165644171779141, 'crest_recall': 1.0, 'crest_f1': 0.7628083491461101}","{'closeness': 0.9422360248447205, 'similarity_metrics': 0.99159145, 'contradiction': 0.8775269389152527, 'evidence_accuracy': 0.597953216374269, 'evidence_precision': 0.6702127659574468, 'evidence_recall': 0.20521172638436483, 'evidence_f1': 0.314214463840399, 'crest_accuracy': 0.39570552147239263, 'crest_precision': 0.55, 'crest_recall': 0.10945273631840796, 'crest_f1': 0.18257261410788383}","{'closeness': 0.9667701863354037, 'similarity_metrics': 0.99717766, 'contradiction': 0.8805121183395386, 'evidence_accuracy': 0.5584795321637427, 'evidence_precision': 0.631578947368421, 'evidence_recall': 0.03908794788273615, 'evidence_f1': 0.07361963190184048, 'crest_accuracy': 0.39570552147239263, 'crest_precision': 0.8333333333333334, 'crest_recall': 0.024875621890547265, 'crest_f1': 0.04830917874396136}","{'closeness': 0.009627329192546608, 'similarity_metrics': 0.11116323, 'contradiction': 0.10873864591121674, 'evidence_accuracy': 0.44883040935672514, 'evidence_precision': 0.44883040935672514, 'evidence_recall': 1.0, 'evidence_f1': 0.6195761856710393, 'crest_accuracy': 0.6165644171779141, 'crest_precision': 0.6165644171779141, 'crest_recall': 1.0, 'crest_f1': 0.7628083491461101}"
"{'closeness': 0.9833506763787722, 'similarity_metrics': 0.9485607, 'contradiction': 0.9802668690681458, 'evidence_accuracy': 0.17695961995249407, 'evidence_precision': 0.9, 'evidence_recall': 0.02538787023977433, 'evidence_f1': 0.04938271604938271, 'crest_accuracy': 0.40762463343108507, 'crest_precision': 0.875, 'crest_recall': 0.03365384615384615, 'crest_f1': 0.06481481481481481}","{'closeness': 0.9690426638917794, 'similarity_metrics': 0.95859236, 'contradiction': 0.9449218511581421, 'evidence_accuracy': 0.20308788598574823, 'evidence_precision': 0.75, 'evidence_recall': 0.08039492242595205, 'evidence_f1': 0.14522292993630576, 'crest_accuracy': 0.41935483870967744, 'crest_precision': 0.6388888888888888, 'crest_recall': 0.11057692307692307, 'crest_f1': 0.18852459016393439}","{'closeness': 0.9451092611862643, 'similarity_metrics': 0.9361855, 'contradiction': 0.9738367199897766, 'evidence_accuracy': 0.24821852731591448, 'evidence_precision': 0.8275862068965517, 'evidence_recall': 0.13540197461212977, 'evidence_f1': 0.23272727272727273, 'crest_accuracy': 0.4398826979472141, 'crest_precision': 0.6491228070175439, 'crest_recall': 0.1778846153846154, 'crest_f1': 0.2792452830188679}","{'closeness': 0.9640998959417274, 'similarity_metrics': 0.95670944, 'contradiction': 0.9523823857307434, 'evidence_accuracy': 0.21496437054631828, 'evidence_precision': 0.7553191489361702, 'evidence_recall': 0.1001410437235543, 'evidence_f1': 0.17683686176836863, 'crest_accuracy': 0.4340175953079179, 'crest_precision': 0.6923076923076923, 'crest_recall': 0.12980769230769232, 'crest_f1': 0.21862348178137653}","{'closeness': 0.9638397502601457, 'similarity_metrics': 0.9527823, 'contradiction': 0.9897037148475647, 'evidence_accuracy': 0.19714964370546317, 'evidence_precision': 0.8666666666666667, 'evidence_recall': 0.05500705218617771, 'evidence_f1': 0.10344827586206895, 'crest_accuracy': 0.41055718475073316, 'crest_precision': 0.6296296296296297, 'crest_recall': 0.08173076923076923, 'crest_f1': 0.14468085106382977}","{'closeness': 0.991675338189386, 'similarity_metrics': 0.9537078, 'contradiction': 0.9575780630111694, 'evidence_accuracy': 0.16983372921615203, 'evidence_precision': 0.8571428571428571, 'evidence_recall': 0.01692524682651622, 'evidence_f1': 0.033195020746887974, 'crest_accuracy': 0.4046920821114369, 'crest_precision': 0.8571428571428571, 'crest_recall': 0.028846153846153848, 'crest_f1': 0.05581395348837209}"
"{'closeness': 0.007441190590494529, 'similarity_metrics': 0.10309706, 'contradiction': 0.2136153131723404, 'evidence_accuracy': 0.42242355605889015, 'evidence_precision': 0.42242355605889015, 'evidence_recall': 1.0, 'evidence_f1': 0.5939490445859872, 'crest_accuracy': 0.5922865013774105, 'crest_precision': 0.5922865013774105, 'crest_recall': 1.0, 'crest_f1': 0.7439446366782008}","{'closeness': 0.813970235237638, 'similarity_metrics': 0.94103384, 'contradiction': 0.9935021996498108, 'evidence_accuracy': 0.5141562853907135, 'evidence_precision': 0.4433198380566802, 'evidence_recall': 0.5871313672922251, 'evidence_f1': 0.5051903114186852, 'crest_accuracy': 0.6033057851239669, 'crest_precision': 0.6748768472906403, 'crest_recall': 0.6372093023255814, 'crest_f1': 0.6555023923444976}","{'closeness': 0.8221315410465675, 'similarity_metrics': 0.94705236, 'contradiction': 0.9907972812652588, 'evidence_accuracy': 0.5118912797281994, 'evidence_precision': 0.4410569105691057, 'evidence_recall': 0.5817694369973191, 'evidence_f1': 0.5017341040462429, 'crest_accuracy': 0.6033057851239669, 'crest_precision': 0.6748768472906403, 'crest_recall': 0.6372093023255814, 'crest_f1': 0.6555023923444976}","{'closeness': 0.8466154584733557, 'similarity_metrics': 0.96809494, 'contradiction': 0.9962155222892761, 'evidence_accuracy': 0.5243488108720272, 'evidence_precision': 0.4503171247357294, 'evidence_recall': 0.5710455764075067, 'evidence_f1': 0.5035460992907801, 'crest_accuracy': 0.5702479338842975, 'crest_precision': 0.6594594594594595, 'crest_recall': 0.5674418604651162, 'crest_f1': 0.61}","{'closeness': 0.85789726356217, 'similarity_metrics': 0.9828096, 'contradiction': 0.9976153373718262, 'evidence_accuracy': 0.5050962627406569, 'evidence_precision': 0.4282511210762332, 'evidence_recall': 0.5120643431635389, 'evidence_f1': 0.46642246642246643, 'crest_accuracy': 0.5482093663911846, 'crest_precision': 0.650887573964497, 'crest_recall': 0.5116279069767442, 'crest_f1': 0.5729166666666666}","{'closeness': 0.8891022563610178, 'similarity_metrics': 0.9548818, 'contradiction': 0.9951938986778259, 'evidence_accuracy': 0.6262740656851642, 'evidence_precision': 0.7087378640776699, 'evidence_recall': 0.19571045576407506, 'evidence_f1': 0.3067226890756303, 'crest_accuracy': 0.5289256198347108, 'crest_precision': 0.8548387096774194, 'crest_recall': 0.24651162790697675, 'crest_f1': 0.3826714801444044}"
"{'closeness': 0.013008812421317684, 'similarity_metrics': 0.12404032, 'contradiction': 0.264139324426651, 'evidence_accuracy': 0.4268292682926829, 'evidence_precision': 0.4268292682926829, 'evidence_recall': 1.0, 'evidence_f1': 0.5982905982905983, 'crest_accuracy': 0.5669515669515669, 'crest_precision': 0.5669515669515669, 'crest_recall': 1.0, 'crest_f1': 0.7236363636363635}","{'closeness': 0.7180025178346622, 'similarity_metrics': 0.90872097, 'contradiction': 0.9203359484672546, 'evidence_accuracy': 0.49390243902439024, 'evidence_precision': 0.42231075697211157, 'evidence_recall': 0.5047619047619047, 'evidence_f1': 0.4598698481561822, 'crest_accuracy': 0.584045584045584, 'crest_precision': 0.6586826347305389, 'crest_recall': 0.5527638190954773, 'crest_f1': 0.6010928961748633}","{'closeness': 0.790180444817457, 'similarity_metrics': 0.9182917, 'contradiction': 0.8634786605834961, 'evidence_accuracy': 0.4695121951219512, 'evidence_precision': 0.37185929648241206, 'evidence_recall': 0.3523809523809524, 'evidence_f1': 0.36185819070904646, 'crest_accuracy': 0.5612535612535613, 'crest_precision': 0.6470588235294118, 'crest_recall': 0.49748743718592964, 'crest_f1': 0.5625000000000001}","{'closeness': 0.6768778850188837, 'similarity_metrics': 0.917537, 'contradiction': 0.7540545463562012, 'evidence_accuracy': 0.47560975609756095, 'evidence_precision': 0.41946308724832215, 'evidence_recall': 0.5952380952380952, 'evidence_f1': 0.4921259842519685, 'crest_accuracy': 0.5612535612535613, 'crest_precision': 0.615, 'crest_recall': 0.615, 'crest_f1': 0.615}","{'closeness': 0.7763323541754091, 'similarity_metrics': 0.9160848, 'contradiction': 0.9395284652709961, 'evidence_accuracy': 0.508130081300813, 'evidence_precision': 0.3644067796610169, 'evidence_recall': 0.20476190476190476, 'evidence_f1': 0.2621951219512195, 'crest_accuracy': 0.5299145299145299, 'crest_precision': 0.7125, 'crest_recall': 0.2864321608040201, 'crest_f1': 0.40860215053763443}","{'closeness': 0.0, 'similarity_metrics': 0.049672775, 'contradiction': 0.20410993695259094, 'evidence_accuracy': 0.4268292682926829, 'evidence_precision': 0.4268292682926829, 'evidence_recall': 1.0, 'evidence_f1': 0.5982905982905983, 'crest_accuracy': 0.5669515669515669, 'crest_precision': 0.5669515669515669, 'crest_recall': 1.0, 'crest_f1': 0.7236363636363635}"
"{'closeness': 0.9848293299620733, 'similarity_metrics': 0.9641073, 'contradiction': 0.9805342555046082, 'evidence_accuracy': 0.649546827794562, 'evidence_precision': 0.75, 'evidence_recall': 0.025423728813559324, 'evidence_f1': 0.04918032786885246, 'crest_accuracy': 0.42900302114803623, 'crest_precision': 1.0, 'crest_recall': 0.02072538860103627, 'crest_f1': 0.04060913705583756}","{'closeness': 0.8442367601246106, 'similarity_metrics': 0.72761333, 'contradiction': 0.9787036776542664, 'evidence_accuracy': 0.770392749244713, 'evidence_precision': 0.8088235294117647, 'evidence_recall': 0.4661016949152542, 'evidence_f1': 0.5913978494623656, 'crest_accuracy': 0.48338368580060426, 'crest_precision': 0.6617647058823529, 'crest_recall': 0.23316062176165803, 'crest_f1': 0.3448275862068966}","{'closeness': 0.8214936247723132, 'similarity_metrics': 0.7409906, 'contradiction': 0.9786495566368103, 'evidence_accuracy': 0.7915407854984894, 'evidence_precision': 0.855072463768116, 'evidence_recall': 0.5, 'evidence_f1': 0.6310160427807486, 'crest_accuracy': 0.48036253776435045, 'crest_precision': 0.6521739130434783, 'crest_recall': 0.23316062176165803, 'crest_f1': 0.3435114503816794}","{'closeness': 0.9275452841973766, 'similarity_metrics': 0.8335068, 'contradiction': 0.9791784286499023, 'evidence_accuracy': 0.6676737160120846, 'evidence_precision': 0.6538461538461539, 'evidence_recall': 0.1440677966101695, 'evidence_f1': 0.23611111111111113, 'crest_accuracy': 0.4169184290030212, 'crest_precision': 0.5, 'crest_recall': 0.06735751295336788, 'crest_f1': 0.11872146118721462}","{'closeness': 0.7977243994943111, 'similarity_metrics': 0.95199066, 'contradiction': 0.9946681261062622, 'evidence_accuracy': 0.8217522658610272, 'evidence_precision': 0.8734177215189873, 'evidence_recall': 0.5847457627118644, 'evidence_f1': 0.7005076142131978, 'crest_accuracy': 0.5347432024169184, 'crest_precision': 0.7468354430379747, 'crest_recall': 0.30569948186528495, 'crest_f1': 0.43382352941176466}","{'closeness': 0.9848293299620733, 'similarity_metrics': 0.9641073, 'contradiction': 0.9805342555046082, 'evidence_accuracy': 0.649546827794562, 'evidence_precision': 0.75, 'evidence_recall': 0.025423728813559324, 'evidence_f1': 0.04918032786885246, 'crest_accuracy': 0.42900302114803623, 'crest_precision': 1.0, 'crest_recall': 0.02072538860103627, 'crest_f1': 0.04060913705583756}"
"{'closeness': 0.9542023150478107, 'similarity_metrics': 0.9865186, 'contradiction': 0.9448903203010559, 'evidence_accuracy': 0.42018779342723006, 'evidence_precision': 0.7674418604651163, 'evidence_recall': 0.06382978723404255, 'evidence_f1': 0.11785714285714285, 'crest_accuracy': 0.40773809523809523, 'crest_precision': 0.8333333333333334, 'crest_recall': 0.04830917874396135, 'crest_f1': 0.091324200913242}","{'closeness': 0.9292903875188727, 'similarity_metrics': 0.9825088, 'contradiction': 0.14638468623161316, 'evidence_accuracy': 0.431924882629108, 'evidence_precision': 0.7538461538461538, 'evidence_recall': 0.09477756286266925, 'evidence_f1': 0.16838487972508592, 'crest_accuracy': 0.40773809523809523, 'crest_precision': 0.75, 'crest_recall': 0.057971014492753624, 'crest_f1': 0.10762331838565022}","{'closeness': 0.9031202818319074, 'similarity_metrics': 0.982633, 'contradiction': 0.14638468623161316, 'evidence_accuracy': 0.4471830985915493, 'evidence_precision': 0.7738095238095238, 'evidence_recall': 0.12572533849129594, 'evidence_f1': 0.21630615640599002, 'crest_accuracy': 0.41964285714285715, 'crest_precision': 0.875, 'crest_recall': 0.06763285024154589, 'crest_f1': 0.12556053811659193}","{'closeness': 0.9066431806743835, 'similarity_metrics': 0.982633, 'contradiction': 0.14638468623161316, 'evidence_accuracy': 0.4448356807511737, 'evidence_precision': 0.7682926829268293, 'evidence_recall': 0.1218568665377176, 'evidence_f1': 0.21035058430717865, 'crest_accuracy': 0.41964285714285715, 'crest_precision': 0.875, 'crest_recall': 0.06763285024154589, 'crest_f1': 0.12556053811659193}","{'closeness': 0.9099144438852541, 'similarity_metrics': 0.98163897, 'contradiction': 0.892184317111969, 'evidence_accuracy': 0.4460093896713615, 'evidence_precision': 0.7710843373493976, 'evidence_recall': 0.12379110251450677, 'evidence_f1': 0.21333333333333335, 'crest_accuracy': 0.41369047619047616, 'crest_precision': 0.75, 'crest_recall': 0.07246376811594203, 'crest_f1': 0.13215859030837007}","{'closeness': 0.9461499748364368, 'similarity_metrics': 0.9846052, 'contradiction': 0.9681286215782166, 'evidence_accuracy': 0.426056338028169, 'evidence_precision': 0.7916666666666666, 'evidence_recall': 0.0735009671179884, 'evidence_f1': 0.13451327433628318, 'crest_accuracy': 0.40476190476190477, 'crest_precision': 0.7333333333333333, 'crest_recall': 0.05314009661835749, 'crest_f1': 0.0990990990990991}"
"{'closeness': 0.005899143672692619, 'similarity_metrics': 0.119775094, 'contradiction': 0.11301745474338531, 'evidence_accuracy': 0.3443830570902394, 'evidence_precision': 0.3443830570902394, 'evidence_recall': 1.0, 'evidence_f1': 0.5123287671232877, 'crest_accuracy': 0.6016713091922006, 'crest_precision': 0.6016713091922006, 'crest_recall': 1.0, 'crest_f1': 0.751304347826087}","{'closeness': 0.8435775451950523, 'similarity_metrics': 0.9642912, 'contradiction': 0.015941904857754707, 'evidence_accuracy': 0.4732965009208103, 'evidence_precision': 0.28289473684210525, 'evidence_recall': 0.3449197860962567, 'evidence_f1': 0.3108433734939759, 'crest_accuracy': 0.3983286908077994, 'crest_precision': 0.5, 'crest_recall': 0.3611111111111111, 'crest_f1': 0.4193548387096774}","{'closeness': 0.8452901998097051, 'similarity_metrics': 0.9669585, 'contradiction': 0.013020506128668785, 'evidence_accuracy': 0.47421731123388583, 'evidence_precision': 0.28159645232815966, 'evidence_recall': 0.339572192513369, 'evidence_f1': 0.30787878787878786, 'crest_accuracy': 0.40668523676880225, 'crest_precision': 0.5098039215686274, 'crest_recall': 0.3611111111111111, 'crest_f1': 0.42276422764227634}","{'closeness': 0.8471931493815414, 'similarity_metrics': 0.9697222, 'contradiction': 0.021457908675074577, 'evidence_accuracy': 0.4696132596685083, 'evidence_precision': 0.2938775510204082, 'evidence_recall': 0.3850267379679144, 'evidence_f1': 0.33333333333333337, 'crest_accuracy': 0.38997214484679665, 'crest_precision': 0.4911242603550296, 'crest_recall': 0.38425925925925924, 'crest_f1': 0.43116883116883115}","{'closeness': 0.8504281636536631, 'similarity_metrics': 0.98858935, 'contradiction': 0.9893437623977661, 'evidence_accuracy': 0.4631675874769797, 'evidence_precision': 0.2978723404255319, 'evidence_recall': 0.4117647058823529, 'evidence_f1': 0.345679012345679, 'crest_accuracy': 0.35376044568245124, 'crest_precision': 0.45652173913043476, 'crest_recall': 0.3888888888888889, 'crest_f1': 0.42}","{'closeness': 0.005899143672692619, 'similarity_metrics': 0.119775094, 'contradiction': 0.11301745474338531, 'evidence_accuracy': 0.3443830570902394, 'evidence_precision': 0.3443830570902394, 'evidence_recall': 1.0, 'evidence_f1': 0.5123287671232877, 'crest_accuracy': 0.6016713091922006, 'crest_precision': 0.6016713091922006, 'crest_recall': 1.0, 'crest_f1': 0.751304347826087}"
"{'closeness': 0.9727488151658767, 'similarity_metrics': 0.9981332, 'contradiction': 0.3399270474910736, 'evidence_accuracy': 0.512987012987013, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.0392156862745098, 'evidence_f1': 0.07407407407407407, 'crest_accuracy': 0.42207792207792205, 'crest_precision': 0.8888888888888888, 'crest_recall': 0.043243243243243246, 'crest_f1': 0.08247422680412371}","{'closeness': 0.9514218009478673, 'similarity_metrics': 0.998672, 'contradiction': 0.10753605514764786, 'evidence_accuracy': 0.38961038961038963, 'evidence_precision': 0.32673267326732675, 'evidence_recall': 0.21568627450980393, 'evidence_f1': 0.2598425196850394, 'crest_accuracy': 0.42857142857142855, 'crest_precision': 0.5445544554455446, 'crest_recall': 0.2972972972972973, 'crest_f1': 0.38461538461538464}","{'closeness': 0.9277251184834123, 'similarity_metrics': 0.97810185, 'contradiction': 0.2586933970451355, 'evidence_accuracy': 0.41233766233766234, 'evidence_precision': 0.36538461538461536, 'evidence_recall': 0.24836601307189543, 'evidence_f1': 0.2957198443579766, 'crest_accuracy': 0.4448051948051948, 'crest_precision': 0.5673076923076923, 'crest_recall': 0.31891891891891894, 'crest_f1': 0.4083044982698962}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.06790678203105927, 'evidence_accuracy': 0.5032467532467533, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.39935064935064934, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.943127962085308, 'similarity_metrics': 0.9977652, 'contradiction': 0.987847089767456, 'evidence_accuracy': 0.39285714285714285, 'evidence_precision': 0.33653846153846156, 'evidence_recall': 0.22875816993464052, 'evidence_f1': 0.27237354085603116, 'crest_accuracy': 0.4253246753246753, 'crest_precision': 0.5384615384615384, 'crest_recall': 0.3027027027027027, 'crest_f1': 0.3875432525951557}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.1990632563829422, 'evidence_accuracy': 0.512987012987013, 'evidence_precision': 1.0, 'evidence_recall': 0.0196078431372549, 'evidence_f1': 0.038461538461538464, 'crest_accuracy': 0.38961038961038963, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.9801909307875895, 'similarity_metrics': 0.9487933, 'contradiction': 0.9971328973770142, 'evidence_accuracy': 0.48294243070362475, 'evidence_precision': 0.875, 'evidence_recall': 0.028169014084507043, 'evidence_f1': 0.05458089668615985, 'crest_accuracy': 0.4212121212121212, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.010416666666666666, 'crest_f1': 0.020512820512820513}","{'closeness': 0.007437619961612296, 'similarity_metrics': 0.042310346, 'contradiction': 0.34663867950439453, 'evidence_accuracy': 0.5298507462686567, 'evidence_precision': 0.5298507462686567, 'evidence_recall': 1.0, 'evidence_f1': 0.6926829268292682, 'crest_accuracy': 0.5818181818181818, 'crest_precision': 0.5818181818181818, 'crest_recall': 1.0, 'crest_f1': 0.735632183908046}","{'closeness': 0.007437619961612296, 'similarity_metrics': 0.042310346, 'contradiction': 0.34663867950439453, 'evidence_accuracy': 0.5298507462686567, 'evidence_precision': 0.5298507462686567, 'evidence_recall': 1.0, 'evidence_f1': 0.6926829268292682, 'crest_accuracy': 0.5818181818181818, 'crest_precision': 0.5818181818181818, 'crest_recall': 1.0, 'crest_f1': 0.735632183908046}","{'closeness': 0.007437619961612296, 'similarity_metrics': 0.042310346, 'contradiction': 0.34663867950439453, 'evidence_accuracy': 0.5298507462686567, 'evidence_precision': 0.5298507462686567, 'evidence_recall': 1.0, 'evidence_f1': 0.6926829268292682, 'crest_accuracy': 0.5818181818181818, 'crest_precision': 0.5818181818181818, 'crest_recall': 1.0, 'crest_f1': 0.735632183908046}","{'closeness': 0.9985604606525912, 'similarity_metrics': 0.9444454, 'contradiction': 0.9913416504859924, 'evidence_accuracy': 0.4744136460554371, 'evidence_precision': 0.8333333333333334, 'evidence_recall': 0.01006036217303823, 'evidence_f1': 0.019880715705765408, 'crest_accuracy': 0.4212121212121212, 'crest_precision': 0.75, 'crest_recall': 0.015544041450777202, 'crest_f1': 0.03045685279187817}","{'closeness': 0.9596928982725528, 'similarity_metrics': 0.8535562, 'contradiction': 0.979788601398468, 'evidence_accuracy': 0.5031982942430704, 'evidence_precision': 0.9428571428571428, 'evidence_recall': 0.06639839034205232, 'evidence_f1': 0.12406015037593984, 'crest_accuracy': 0.4212121212121212, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.010416666666666666, 'crest_f1': 0.020512820512820513}"
