baseline,e-persona-you,e-persona-human,e-implcit-target,e-implcit-target-e-persona-you,e-implcit-target-e-persona-human,TextFoolerJin2019
,,,,,,"{'distance': 0.06432748538011701, 'evidence_accuracy': 0.45321637426900585, 'evidence_precision': 0.5, 'evidence_recall': 0.058823529411764705, 'evidence_f1': 0.10526315789473684, 'similarity_metrics': np.float32(0.95134765), 'contradiction': 0.3539268672466278}"
,,,,,,"{'distance': 0.09442060085836912, 'evidence_accuracy': 0.20314735336194564, 'evidence_precision': 0.8955223880597015, 'evidence_recall': 0.09836065573770492, 'evidence_f1': 0.1772525849335303, 'similarity_metrics': np.float32(0.9661143), 'contradiction': 0.024738626554608345}"
,,,,,,
"{'distance': 0.4966159052453468, 'evidence_accuracy': 0.4713740458015267, 'evidence_precision': 0.30194472876151485, 'evidence_recall': 0.6644144144144144, 'evidence_f1': 0.4152005629838142, 'similarity_metrics': np.float32(0.91269165), 'contradiction': 0.03279641643166542}","{'distance': 0.9987325728770595, 'evidence_accuracy': 0.2830788804071247, 'evidence_precision': 0.282622533418205, 'evidence_recall': 1.0, 'evidence_f1': 0.44069478908188586, 'similarity_metrics': np.float32(0.25574625), 'contradiction': 0.22531715035438538}",,"{'distance': 0.49452401010951985, 'evidence_accuracy': 0.47455470737913485, 'evidence_precision': 0.30349794238683125, 'evidence_recall': 0.6644144144144144, 'evidence_f1': 0.41666666666666663, 'similarity_metrics': np.float32(0.9158479), 'contradiction': 0.008101249113678932}","{'distance': 0.49452401010951985, 'evidence_accuracy': 0.47455470737913485, 'evidence_precision': 0.30349794238683125, 'evidence_recall': 0.6644144144144144, 'evidence_f1': 0.41666666666666663, 'similarity_metrics': np.float32(0.9158479), 'contradiction': 0.008101249113678932}","{'distance': 0.49452401010951985, 'evidence_accuracy': 0.47455470737913485, 'evidence_precision': 0.30349794238683125, 'evidence_recall': 0.6644144144144144, 'evidence_f1': 0.41666666666666663, 'similarity_metrics': np.float32(0.9158479), 'contradiction': 0.008101249113678932}","{'distance': 0.0012722646310432406, 'evidence_accuracy': 0.7175572519083969, 'evidence_precision': 0.5, 'evidence_recall': 0.0022522522522522522, 'evidence_f1': 0.004484304932735426, 'similarity_metrics': np.float32(0.9960564), 'contradiction': 0.007486106362193823}"
,"{'distance': 0.9979381443298969, 'evidence_accuracy': 0.3132780082987552, 'evidence_precision': 0.31360332294911736, 'evidence_recall': 0.9966996699669967, 'evidence_f1': 0.47709320695102686, 'similarity_metrics': np.float32(0.1136126), 'contradiction': 0.11225687712430954}",,,,,"{'distance': 0.006224066390041472, 'evidence_accuracy': 0.6877593360995851, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.013201320132013201, 'evidence_f1': 0.02588996763754045, 'similarity_metrics': np.float32(0.93135655), 'contradiction': 0.01270618848502636}"
,,,,,,"{'distance': 0.09738717339667458, 'evidence_accuracy': 0.5855106888361045, 'evidence_precision': 0.4268292682926829, 'evidence_recall': 0.10385756676557864, 'evidence_f1': 0.16706443914081145, 'similarity_metrics': np.float32(0.9763026), 'contradiction': 0.02678721398115158}"
,"{'distance': 0.9903536977491961, 'evidence_accuracy': 0.6715447154471544, 'evidence_precision': 0.6715686274509803, 'evidence_recall': 0.9975728155339806, 'evidence_f1': 0.802734375, 'similarity_metrics': np.float32(0.010269616), 'contradiction': 0.7048521041870117}",,,"{'distance': 0.959479015918958, 'evidence_accuracy': 0.6731707317073171, 'evidence_precision': 0.6755407653910149, 'evidence_recall': 0.9854368932038835, 'evidence_f1': 0.8015794669299111, 'similarity_metrics': np.float32(0.81977224), 'contradiction': 0.9779110550880432}",,"{'distance': 0.08780487804878045, 'evidence_accuracy': 0.375609756097561, 'evidence_precision': 0.7592592592592593, 'evidence_recall': 0.09951456310679611, 'evidence_f1': 0.1759656652360515, 'similarity_metrics': np.float32(0.902351), 'contradiction': 0.6699981093406677}"
,,,,,,"{'distance': 0.0024721878862793423, 'evidence_accuracy': 0.6909765142150803, 'evidence_precision': 0.5, 'evidence_recall': 0.004, 'evidence_f1': 0.007936507936507936, 'similarity_metrics': np.float32(0.99982834), 'contradiction': 0.010584120638668537}"
,,,,,,
"{'distance': 0.9781271360218728, 'evidence_accuracy': 0.5553113553113553, 'evidence_precision': 0.5611564121571534, 'evidence_recall': 0.9805699481865285, 'evidence_f1': 0.7138142385667139, 'similarity_metrics': np.float32(0.82797945), 'contradiction': 0.019224729388952255}","{'distance': 0.9956268221574344, 'evidence_accuracy': 0.5633699633699634, 'evidence_precision': 0.5646108663729809, 'evidence_recall': 0.9961139896373057, 'evidence_f1': 0.7207122774133082, 'similarity_metrics': np.float32(0.05600073), 'contradiction': 0.04400027170777321}","{'distance': 0.9752066115702479, 'evidence_accuracy': 0.558974358974359, 'evidence_precision': 0.5630563798219584, 'evidence_recall': 0.9831606217616581, 'evidence_f1': 0.7160377358490566, 'similarity_metrics': np.float32(0.8173861), 'contradiction': 0.022151101380586624}","{'distance': 0.9832869080779945, 'evidence_accuracy': 0.5501831501831502, 'evidence_precision': 0.5576642335766423, 'evidence_recall': 0.9896373056994818, 'evidence_f1': 0.7133520074696545, 'similarity_metrics': np.float32(0.7883532), 'contradiction': 0.009148377925157547}","{'distance': 0.4843462246777164, 'evidence_accuracy': 0.5304029304029304, 'evidence_precision': 0.5813664596273292, 'evidence_recall': 0.6062176165803109, 'evidence_f1': 0.5935320228281548, 'similarity_metrics': np.float32(0.9968375), 'contradiction': 0.07214723527431488}","{'distance': 0.923126201153107, 'evidence_accuracy': 0.5304029304029304, 'evidence_precision': 0.5500381970970206, 'evidence_recall': 0.9326424870466321, 'evidence_f1': 0.6919750120134551, 'similarity_metrics': np.float32(0.8315239), 'contradiction': 0.0036984793841838837}","{'distance': 0.00146520146520146, 'evidence_accuracy': 0.43443223443223444, 'evidence_precision': 0.5, 'evidence_recall': 0.0012953367875647669, 'evidence_f1': 0.002583979328165375, 'similarity_metrics': np.float32(0.9229174), 'contradiction': 0.023141978308558464}"
,,,,"{'distance': 0.9165275459098498, 'evidence_accuracy': 0.815677966101695, 'evidence_precision': 0.8590604026845637, 'evidence_recall': 0.9411764705882353, 'evidence_f1': 0.8982456140350877, 'similarity_metrics': np.float32(0.49125272), 'contradiction': 0.029190991073846817}",,
,,,,,,"{'distance': 0.038461538461538436, 'evidence_accuracy': 0.4967948717948718, 'evidence_precision': 0.5833333333333334, 'evidence_recall': 0.0440251572327044, 'evidence_f1': 0.08187134502923976, 'similarity_metrics': np.float32(0.9579232), 'contradiction': 0.008466708473861217}"
,,,,,,"{'distance': 0.22054380664652573, 'evidence_accuracy': 0.4350453172205438, 'evidence_precision': 0.636986301369863, 'evidence_recall': 0.2246376811594203, 'evidence_f1': 0.3321428571428572, 'similarity_metrics': np.float32(0.885639), 'contradiction': 0.09762265533208847}"
"{'distance': 0.43845534995977475, 'evidence_accuracy': 0.4281609195402299, 'evidence_precision': 0.04610951008645533, 'evidence_recall': 0.1927710843373494, 'evidence_f1': 0.07441860465116279, 'similarity_metrics': np.float32(0.99879956), 'contradiction': 0.22865937650203705}","{'distance': 0.4380032206119162, 'evidence_accuracy': 0.4281609195402299, 'evidence_precision': 0.04610951008645533, 'evidence_recall': 0.1927710843373494, 'evidence_f1': 0.07441860465116279, 'similarity_metrics': np.float32(0.9989749), 'contradiction': 0.20561641454696655}","{'distance': 0.44309927360774815, 'evidence_accuracy': 0.4224137931034483, 'evidence_precision': 0.045584045584045586, 'evidence_recall': 0.1927710843373494, 'evidence_f1': 0.07373271889400922, 'similarity_metrics': np.float32(0.9988049), 'contradiction': 0.233237624168396}","{'distance': 0.43569131832797425, 'evidence_accuracy': 0.43103448275862066, 'evidence_precision': 0.0463768115942029, 'evidence_recall': 0.1927710843373494, 'evidence_f1': 0.07476635514018691, 'similarity_metrics': np.float32(0.9991975), 'contradiction': 0.2059408277273178}",,,"{'distance': 0.011494252873563204, 'evidence_accuracy': 0.8721264367816092, 'evidence_precision': 0.125, 'evidence_recall': 0.012048192771084338, 'evidence_f1': 0.021978021978021976, 'similarity_metrics': np.float32(0.9999999), 'contradiction': 0.009078321978449821}"
,,,,,,"{'distance': 0.0978835978835979, 'evidence_accuracy': 0.7486772486772487, 'evidence_precision': 0.21621621621621623, 'evidence_recall': 0.10810810810810811, 'evidence_f1': 0.14414414414414417, 'similarity_metrics': np.float32(0.9467667), 'contradiction': 0.06964362412691116}"
"{'distance': 0.9969558599695586, 'evidence_accuracy': 0.2488479262672811, 'evidence_precision': 0.24769230769230768, 'evidence_recall': 1.0, 'evidence_f1': 0.3970406905055487, 'similarity_metrics': np.float32(0.0783177), 'contradiction': 0.4545007348060608}","{'distance': 0.9969558599695586, 'evidence_accuracy': 0.2488479262672811, 'evidence_precision': 0.24769230769230768, 'evidence_recall': 1.0, 'evidence_f1': 0.3970406905055487, 'similarity_metrics': np.float32(0.0783177), 'contradiction': 0.4545007348060608}","{'distance': 0.36253041362530414, 'evidence_accuracy': 0.48540706605222733, 'evidence_precision': 0.16279069767441862, 'evidence_recall': 0.2608695652173913, 'evidence_f1': 0.20047732696897375, 'similarity_metrics': np.float32(0.8552619), 'contradiction': 0.6409314274787903}",,"{'distance': 0.938288920056101, 'evidence_accuracy': 0.24270353302611367, 'evidence_precision': 0.2365079365079365, 'evidence_recall': 0.9254658385093167, 'evidence_f1': 0.37673830594184576, 'similarity_metrics': np.float32(0.20648476), 'contradiction': 0.32403162121772766}","{'distance': 0.8860103626943006, 'evidence_accuracy': 0.30568356374807987, 'evidence_precision': 0.2602965403624382, 'evidence_recall': 0.9813664596273292, 'evidence_f1': 0.41145833333333337, 'similarity_metrics': np.float32(0.7150969), 'contradiction': 0.25578856468200684}","{'distance': 0.001536098310291889, 'evidence_accuracy': 0.7511520737327189, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9967143), 'contradiction': 0.036494914442300797}"
,"{'distance': 0.9976744186046511, 'evidence_accuracy': 0.5023419203747073, 'evidence_precision': 0.5017584994138335, 'evidence_recall': 1.0, 'evidence_f1': 0.6682279469164715, 'similarity_metrics': np.float32(0.2279276), 'contradiction': 0.49747827649116516}","{'distance': 0.9976744186046511, 'evidence_accuracy': 0.5023419203747073, 'evidence_precision': 0.5017584994138335, 'evidence_recall': 1.0, 'evidence_f1': 0.6682279469164715, 'similarity_metrics': np.float32(0.2279276), 'contradiction': 0.49747827649116516}",,,,"{'distance': 0.050351288056206034, 'evidence_accuracy': 0.49765807962529274, 'evidence_precision': 0.4883720930232558, 'evidence_recall': 0.04906542056074766, 'evidence_f1': 0.08917197452229299, 'similarity_metrics': np.float32(0.9956321), 'contradiction': 0.12352979928255081}"
,,,,,,"{'distance': 0.0014662756598240456, 'evidence_accuracy': 0.7067448680351907, 'evidence_precision': 1.0, 'evidence_recall': 0.004975124378109453, 'evidence_f1': 0.0099009900990099, 'similarity_metrics': np.float32(0.99870425), 'contradiction': 0.0033865608274936676}"
"{'distance': 0.7013157894736842, 'evidence_accuracy': 0.3263707571801567, 'evidence_precision': 0.24324324324324326, 'evidence_recall': 0.5844155844155844, 'evidence_f1': 0.3435114503816794, 'similarity_metrics': np.float32(0.3319478), 'contradiction': 0.19226787984371185}","{'distance': 0.9974093264248705, 'evidence_accuracy': 0.30156657963446476, 'evidence_precision': 0.3006535947712418, 'evidence_recall': 1.0, 'evidence_f1': 0.46231155778894467, 'similarity_metrics': np.float32(0.0089900475), 'contradiction': 0.6462515592575073}","{'distance': 0.8622816032887975, 'evidence_accuracy': 0.2362924281984334, 'evidence_precision': 0.24606580829756797, 'evidence_recall': 0.7478260869565218, 'evidence_f1': 0.37029063509149623, 'similarity_metrics': np.float32(0.3514048), 'contradiction': 0.4351712763309479}",,,,"{'distance': 0.015665796344647487, 'evidence_accuracy': 0.7023498694516971, 'evidence_precision': 0.5833333333333334, 'evidence_recall': 0.030434782608695653, 'evidence_f1': 0.05785123966942148, 'similarity_metrics': np.float32(0.99449027), 'contradiction': 0.0038867443799972534}"
,,,,,,"{'distance': 0.027283511269276417, 'evidence_accuracy': 0.641755634638197, 'evidence_precision': 0.34782608695652173, 'evidence_recall': 0.02711864406779661, 'evidence_f1': 0.05031446540880503, 'similarity_metrics': np.float32(0.92767763), 'contradiction': 0.024327769875526428}"
,,,,,,"{'distance': 0.01851851851851849, 'evidence_accuracy': 0.8034188034188035, 'evidence_precision': 0.23076923076923078, 'evidence_recall': 0.022900763358778626, 'evidence_f1': 0.04166666666666667, 'similarity_metrics': np.float32(0.9491863), 'contradiction': 0.020647840574383736}"
"{'distance': 0.37731481481481477, 'evidence_accuracy': 0.4591002044989775, 'evidence_precision': 0.43636363636363634, 'evidence_recall': 0.4059196617336152, 'evidence_f1': 0.42059145673603504, 'similarity_metrics': np.float32(0.9870669), 'contradiction': 0.31099191308021545}","{'distance': 0.9939086294416244, 'evidence_accuracy': 0.48057259713701433, 'evidence_precision': 0.48205128205128206, 'evidence_recall': 0.9936575052854123, 'evidence_f1': 0.6491712707182321, 'similarity_metrics': np.float32(0.18535607), 'contradiction': 0.9278934597969055}","{'distance': 0.37572254335260113, 'evidence_accuracy': 0.4611451942740286, 'evidence_precision': 0.4383561643835616, 'evidence_recall': 0.4059196617336152, 'evidence_f1': 0.42151481888035125, 'similarity_metrics': np.float32(0.9870669), 'contradiction': 0.31099191308021545}","{'distance': 0.3788316946211683, 'evidence_accuracy': 0.4621676891615542, 'evidence_precision': 0.4399092970521542, 'evidence_recall': 0.41014799154334036, 'evidence_f1': 0.424507658643326, 'similarity_metrics': np.float32(0.9923541), 'contradiction': 0.2947072982788086}","{'distance': 0.3776749566223251, 'evidence_accuracy': 0.4611451942740286, 'evidence_precision': 0.43863636363636366, 'evidence_recall': 0.4080338266384778, 'evidence_f1': 0.42278203723986857, 'similarity_metrics': np.float32(0.99210286), 'contradiction': 0.2947072982788086}","{'distance': 0.37572254335260113, 'evidence_accuracy': 0.4591002044989775, 'evidence_precision': 0.4360730593607306, 'evidence_recall': 0.40380549682875266, 'evidence_f1': 0.4193194291986828, 'similarity_metrics': np.float32(0.9923541), 'contradiction': 0.2947072982788086}","{'distance': 0.0010224948875255935, 'evidence_accuracy': 0.5173824130879345, 'evidence_precision': 1.0, 'evidence_recall': 0.0021141649048625794, 'evidence_f1': 0.004219409282700422, 'similarity_metrics': np.float32(1.0000002), 'contradiction': 0.00905855093151331}"
,,,,,"{'distance': 0.9482758620689655, 'evidence_accuracy': 0.43661971830985913, 'evidence_precision': 0.46075085324232085, 'evidence_recall': 0.9854014598540146, 'evidence_f1': 0.627906976744186, 'similarity_metrics': np.float32(0.28508353), 'contradiction': 0.062313493341207504}","{'distance': 0.0035211267605633756, 'evidence_accuracy': 0.5211267605633803, 'evidence_precision': 1.0, 'evidence_recall': 0.0072992700729927005, 'evidence_f1': 0.014492753623188404, 'similarity_metrics': np.float32(0.9993222), 'contradiction': 0.9698114395141602}"
,,,,,,"{'distance': 0.009503695881731833, 'evidence_accuracy': 0.6293558606124604, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.01694915254237288, 'evidence_f1': 0.03305785123966942, 'similarity_metrics': np.float32(0.9905028), 'contradiction': 0.003144863061606884}"
,,,,,,"{'distance': 0.0011173184357542443, 'evidence_accuracy': 0.7061452513966481, 'evidence_precision': 1.0, 'evidence_recall': 0.003787878787878788, 'evidence_f1': 0.007547169811320754, 'similarity_metrics': np.float32(0.99993783), 'contradiction': 0.00544251361861825}"
,,,,,"{'distance': 0.9599555061179088, 'evidence_accuracy': 0.27014218009478674, 'evidence_precision': 0.259927797833935, 'evidence_recall': 0.9953917050691244, 'evidence_f1': 0.41221374045801523, 'similarity_metrics': np.float32(0.45720008), 'contradiction': 0.9547311663627625}","{'distance': 0.0627962085308057, 'evidence_accuracy': 0.7156398104265402, 'evidence_precision': 0.2830188679245283, 'evidence_recall': 0.06912442396313365, 'evidence_f1': 0.11111111111111112, 'similarity_metrics': np.float32(0.9240518), 'contradiction': 0.2194889932870865}"
,,,,,,"{'distance': 0.01195814648729443, 'evidence_accuracy': 0.7017937219730942, 'evidence_precision': 0.5, 'evidence_recall': 0.020050125313283207, 'evidence_f1': 0.038554216867469876, 'similarity_metrics': np.float32(0.9815459), 'contradiction': 0.005191809963434935}"
,"{'distance': 0.9960707269155207, 'evidence_accuracy': 0.4095427435387674, 'evidence_precision': 0.40836653386454186, 'evidence_recall': 1.0, 'evidence_f1': 0.57991513437058, 'similarity_metrics': np.float32(0.18074623), 'contradiction': 0.8781099319458008}",,,,,"{'distance': 0.11332007952286283, 'evidence_accuracy': 0.558648111332008, 'evidence_precision': 0.3508771929824561, 'evidence_recall': 0.0975609756097561, 'evidence_f1': 0.15267175572519087, 'similarity_metrics': np.float32(0.9783403), 'contradiction': 0.38970085978507996}"
,"{'distance': 0.9987714987714987, 'evidence_accuracy': 0.2059186189889026, 'evidence_precision': 0.2054287476866132, 'evidence_recall': 1.0, 'evidence_f1': 0.34083930399181167, 'similarity_metrics': np.float32(0.115122065), 'contradiction': 0.6559143662452698}",,"{'distance': 0.5470588235294118, 'evidence_accuracy': 0.43896424167694204, 'evidence_precision': 0.23361034164358263, 'evidence_recall': 0.7597597597597597, 'evidence_f1': 0.35734463276836154, 'similarity_metrics': np.float32(0.99939007), 'contradiction': 0.3323070704936981}","{'distance': 0.29243027888446216, 'evidence_accuracy': 0.6208384710234278, 'evidence_precision': 0.3079019073569482, 'evidence_recall': 0.6786786786786787, 'evidence_f1': 0.42361761949390814, 'similarity_metrics': np.float32(1.0), 'contradiction': 0.5631243586540222}",,"{'distance': 0.007398273736128225, 'evidence_accuracy': 0.7872996300863132, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.99522746), 'contradiction': 0.5544702410697937}"
,,,,,,"{'distance': 0.00692041522491349, 'evidence_accuracy': 0.7214532871972318, 'evidence_precision': 0.75, 'evidence_recall': 0.018404907975460124, 'evidence_f1': 0.03592814371257485, 'similarity_metrics': np.float32(0.9999999), 'contradiction': 0.0061098188161849976}"
,,,,"{'distance': 0.9004267425320057, 'evidence_accuracy': 0.6763636363636364, 'evidence_precision': 0.7151162790697675, 'evidence_recall': 0.9225, 'evidence_f1': 0.8056768558951966, 'similarity_metrics': np.float32(0.40395993), 'contradiction': 0.006349226459860802}",,"{'distance': 0.027272727272727226, 'evidence_accuracy': 0.27454545454545454, 'evidence_precision': 0.5333333333333333, 'evidence_recall': 0.02, 'evidence_f1': 0.038554216867469876, 'similarity_metrics': np.float32(0.96556544), 'contradiction': 0.10957884788513184}"
,,,,,,
,,,,,,"{'distance': 0.0977011494252874, 'evidence_accuracy': 0.3994252873563218, 'evidence_precision': 0.5507246376811594, 'evidence_recall': 0.08941176470588236, 'evidence_f1': 0.15384615384615388, 'similarity_metrics': np.float32(0.8344862), 'contradiction': 0.06161068007349968}"
,,,,,,"{'distance': 0.005134788189987138, 'evidence_accuracy': 0.6405648267008985, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9944391), 'contradiction': 0.01378588192164898}"
,,,,,,"{'distance': 0.00917431192660545, 'evidence_accuracy': 0.5871559633027523, 'evidence_precision': 0.7777777777777778, 'evidence_recall': 0.01707317073170732, 'evidence_f1': 0.03341288782816229, 'similarity_metrics': np.float32(0.9774436), 'contradiction': 0.07109466195106506}"
,,,,,,"{'distance': 0.014256619144602856, 'evidence_accuracy': 0.3054989816700611, 'evidence_precision': 0.5714285714285714, 'evidence_recall': 0.011695906432748537, 'evidence_f1': 0.022922636103151862, 'similarity_metrics': np.float32(0.99315786), 'contradiction': 0.35812506079673767}"
,,,,,,"{'distance': 0.0033167495854062867, 'evidence_accuracy': 0.48092868988391374, 'evidence_precision': 0.5, 'evidence_recall': 0.003194888178913738, 'evidence_f1': 0.006349206349206348, 'similarity_metrics': np.float32(0.9958836), 'contradiction': 0.036216456443071365}"
,,,,"{'distance': 0.9589257503949447, 'evidence_accuracy': 0.5257731958762887, 'evidence_precision': 0.5325131810193322, 'evidence_recall': 0.9680511182108626, 'evidence_f1': 0.6870748299319729, 'similarity_metrics': np.float32(0.3440887), 'contradiction': 0.1950460821390152}",,"{'distance': 0.0017182130584192379, 'evidence_accuracy': 0.4639175257731959, 'evidence_precision': 1.0, 'evidence_recall': 0.003194888178913738, 'evidence_f1': 0.006369426751592357, 'similarity_metrics': np.float32(0.99999994), 'contradiction': 0.04121905192732811}"
"{'distance': 0.3727647867950481, 'evidence_accuracy': 0.5070063694267516, 'evidence_precision': 0.2765957446808511, 'evidence_recall': 0.37916666666666665, 'evidence_f1': 0.3198594024604569, 'similarity_metrics': np.float32(0.9551828), 'contradiction': 0.7744500041007996}",,,"{'distance': 0.3708019191226868, 'evidence_accuracy': 0.5082802547770701, 'evidence_precision': 0.27607361963190186, 'evidence_recall': 0.375, 'evidence_f1': 0.3180212014134276, 'similarity_metrics': np.float32(0.93478), 'contradiction': 0.9337096214294434}","{'distance': 0.3718213058419244, 'evidence_accuracy': 0.5082802547770701, 'evidence_precision': 0.2774390243902439, 'evidence_recall': 0.37916666666666665, 'evidence_f1': 0.3204225352112676, 'similarity_metrics': np.float32(0.9496104), 'contradiction': 0.8828003406524658}","{'distance': 0.37542896362388467, 'evidence_accuracy': 0.5057324840764331, 'evidence_precision': 0.27575757575757576, 'evidence_recall': 0.37916666666666665, 'evidence_f1': 0.3192982456140351, 'similarity_metrics': np.float32(0.9496104), 'contradiction': 0.8828003406524658}","{'distance': 0.010191082802547768, 'evidence_accuracy': 0.686624203821656, 'evidence_precision': 0.125, 'evidence_recall': 0.004166666666666667, 'evidence_f1': 0.008064516129032258, 'similarity_metrics': np.float32(0.9825246), 'contradiction': 0.1556824892759323}"
,,,,"{'distance': 0.9253333333333333, 'evidence_accuracy': 0.4371345029239766, 'evidence_precision': 0.4405487804878049, 'evidence_recall': 0.9413680781758957, 'evidence_f1': 0.6002076843198338, 'similarity_metrics': np.float32(0.4009481), 'contradiction': 0.7684652209281921}",,"{'distance': 0.04385964912280704, 'evidence_accuracy': 0.5687134502923976, 'evidence_precision': 0.7, 'evidence_recall': 0.06840390879478828, 'evidence_f1': 0.12462908011869435, 'similarity_metrics': np.float32(0.93292105), 'contradiction': 0.1325327306985855}"
,,,,,,"{'distance': 0.015439429928741144, 'evidence_accuracy': 0.166270783847981, 'evidence_precision': 0.7692307692307693, 'evidence_recall': 0.014104372355430184, 'evidence_f1': 0.027700831024930747, 'similarity_metrics': np.float32(0.997679), 'contradiction': 0.019438229501247406}"
,"{'distance': 0.38968303293971407, 'evidence_accuracy': 0.4665911664779162, 'evidence_precision': 0.375, 'evidence_recall': 0.3941018766756032, 'evidence_f1': 0.38431372549019605, 'similarity_metrics': np.float32(1.0000002), 'contradiction': 0.009742071852087975}","{'distance': 0.3905472636815921, 'evidence_accuracy': 0.46772366930917325, 'evidence_precision': 0.37659033078880405, 'evidence_recall': 0.3967828418230563, 'evidence_f1': 0.38642297650130547, 'similarity_metrics': np.float32(1.0000002), 'contradiction': 0.024418091401457787}","{'distance': 0.4034869240348692, 'evidence_accuracy': 0.4665911664779162, 'evidence_precision': 0.3787128712871287, 'evidence_recall': 0.4101876675603217, 'evidence_f1': 0.3938223938223938, 'similarity_metrics': np.float32(0.99841404), 'contradiction': 0.032602183520793915}","{'distance': 0.3972602739726028, 'evidence_accuracy': 0.46998867497168745, 'evidence_precision': 0.38095238095238093, 'evidence_recall': 0.4075067024128686, 'evidence_f1': 0.3937823834196891, 'similarity_metrics': np.float32(0.9988504), 'contradiction': 0.03282923251390457}","{'distance': 0.3997509339975094, 'evidence_accuracy': 0.4654586636466591, 'evidence_precision': 0.3765586034912718, 'evidence_recall': 0.40482573726541554, 'evidence_f1': 0.3901808785529715, 'similarity_metrics': np.float32(0.9983386), 'contradiction': 0.029845822602510452}","{'distance': 0.01245753114382786, 'evidence_accuracy': 0.5719139297848245, 'evidence_precision': 0.2727272727272727, 'evidence_recall': 0.00804289544235925, 'evidence_f1': 0.015625, 'similarity_metrics': np.float32(0.99902755), 'contradiction': 0.003897202666848898}"
,,,,,,"{'distance': 0.09146341463414631, 'evidence_accuracy': 0.5508130081300813, 'evidence_precision': 0.37777777777777777, 'evidence_recall': 0.08095238095238096, 'evidence_f1': 0.13333333333333333, 'similarity_metrics': np.float32(0.97501016), 'contradiction': 0.09127175807952881}"
,"{'distance': 0.9822485207100592, 'evidence_accuracy': 0.36555891238670696, 'evidence_precision': 0.3597560975609756, 'evidence_recall': 1.0, 'evidence_f1': 0.5291479820627802, 'similarity_metrics': np.float32(0.031084593), 'contradiction': 0.3031501770019531}",,,"{'distance': 0.9297520661157025, 'evidence_accuracy': 0.3685800604229607, 'evidence_precision': 0.35555555555555557, 'evidence_recall': 0.9491525423728814, 'evidence_f1': 0.5173210161662818, 'similarity_metrics': np.float32(0.32838383), 'contradiction': 0.002913372591137886}",,"{'distance': 0.08761329305135956, 'evidence_accuracy': 0.6283987915407855, 'evidence_precision': 0.41379310344827586, 'evidence_recall': 0.1016949152542373, 'evidence_f1': 0.163265306122449, 'similarity_metrics': np.float32(0.94942665), 'contradiction': 0.007878357544541359}"
,,,,,,"{'distance': 0.057511737089201875, 'evidence_accuracy': 0.4014084507042254, 'evidence_precision': 0.5714285714285714, 'evidence_recall': 0.05415860735009671, 'evidence_f1': 0.09893992932862192, 'similarity_metrics': np.float32(0.9620502), 'contradiction': 0.016655411571264267}"
,"{'distance': 0.9945105215004575, 'evidence_accuracy': 0.34714548802946593, 'evidence_precision': 0.34533702677746997, 'evidence_recall': 1.0, 'evidence_f1': 0.5133836650652024, 'similarity_metrics': np.float32(0.08608951), 'contradiction': 0.12734606862068176}",,,"{'distance': 0.941830624465355, 'evidence_accuracy': 0.35911602209944754, 'evidence_precision': 0.34695817490494296, 'evidence_recall': 0.9759358288770054, 'evidence_f1': 0.511921458625526, 'similarity_metrics': np.float32(0.11008583), 'contradiction': 0.3539910614490509}",,"{'distance': 0.0009208103130755596, 'evidence_accuracy': 0.6546961325966851, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.98753107), 'contradiction': 0.27154263854026794}"
,"{'distance': 0.9809523809523809, 'evidence_accuracy': 0.5064935064935064, 'evidence_precision': 0.5016393442622951, 'evidence_recall': 1.0, 'evidence_f1': 0.6681222707423581, 'similarity_metrics': np.float32(0.111367114), 'contradiction': 0.5834779143333435}",,,,,"{'distance': 0.009740259740259716, 'evidence_accuracy': 0.5, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.006535947712418301, 'evidence_f1': 0.01282051282051282, 'similarity_metrics': np.float32(0.9812564), 'contradiction': 0.2528938353061676}"
,,,,,,"{'distance': 0.002132196162046962, 'evidence_accuracy': 0.4722814498933902, 'evidence_precision': 1.0, 'evidence_recall': 0.004024144869215292, 'evidence_f1': 0.008016032064128258, 'similarity_metrics': np.float32(0.95471245), 'contradiction': 0.16595050692558289}"
