baseline,e-persona-you,e-persona-human,e-implcit-target,e-implcit-target-e-persona-you,e-implcit-target-e-persona-human,TextFoolerJin2019
"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.97776645), 'contradiction': 0.0030536656267941}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.97776645), 'contradiction': 0.0030536656267941}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.97776645), 'contradiction': 0.0030536656267941}",,,,
,,,,,,
,,,,,,"{'distance': 0.16129032258064513, 'evidence_accuracy': 0.35714285714285715, 'evidence_precision': 0.25, 'evidence_recall': 0.14285714285714285, 'evidence_f1': 0.18181818181818182, 'similarity_metrics': np.float32(0.84999496), 'contradiction': 0.0018852741923183203}"
,,,,,,
,,,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.592837), 'contradiction': 0.9949144124984741}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.592837), 'contradiction': 0.9949144124984741}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.592837), 'contradiction': 0.9949144124984741}","{'distance': 0.4285714285714286, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6594356), 'contradiction': 0.3862888216972351}"
,,,,,,"{'distance': 0.5172413793103448, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.67348444), 'contradiction': 0.18153759837150574}"
,,,,,,"{'distance': 0.36, 'evidence_accuracy': -0.1111111111111111, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8725476), 'contradiction': 0.0013152314350008965}"
,,,,,,
,,,,,,"{'distance': 0.4736842105263158, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8771753), 'contradiction': 0.0009603544021956623}"
,,,,,,
,,,"{'distance': 0.4, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.59325093), 'contradiction': 0.998259961605072}","{'distance': 0.4, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.59325093), 'contradiction': 0.998259961605072}","{'distance': 0.4, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.59325093), 'contradiction': 0.998259961605072}","{'distance': 0.5, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.7378826), 'contradiction': 0.5589047074317932}"
"{'distance': 0.5483870967741935, 'evidence_accuracy': 0.5, 'evidence_precision': 0.18181818181818182, 'evidence_recall': 1.0, 'evidence_f1': 0.3076923076923077, 'similarity_metrics': np.float32(0.5386437), 'contradiction': 0.8392443060874939}","{'distance': 0.5483870967741935, 'evidence_accuracy': 0.5, 'evidence_precision': 0.18181818181818182, 'evidence_recall': 1.0, 'evidence_f1': 0.3076923076923077, 'similarity_metrics': np.float32(0.5386437), 'contradiction': 0.8392443060874939}","{'distance': 0.5483870967741935, 'evidence_accuracy': 0.5, 'evidence_precision': 0.18181818181818182, 'evidence_recall': 1.0, 'evidence_f1': 0.3076923076923077, 'similarity_metrics': np.float32(0.5386437), 'contradiction': 0.8392443060874939}",,,,
,"{'distance': 0.2432432432432432, 'evidence_accuracy': 0.7222222222222222, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9190951), 'contradiction': 0.0012521829921752214}","{'distance': 0.2432432432432432, 'evidence_accuracy': 0.7222222222222222, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9190951), 'contradiction': 0.0012521829921752214}","{'distance': 0.10526315789473684, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.74820304), 'contradiction': 0.9888951778411865}","{'distance': 0.10526315789473684, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.74820304), 'contradiction': 0.9888951778411865}","{'distance': 0.10526315789473684, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.74820304), 'contradiction': 0.9888951778411865}","{'distance': 0.3191489361702128, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9306131), 'contradiction': 0.0011873336043208838}"
,,,,,,
,,,"{'distance': 0.040000000000000036, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8094163), 'contradiction': 0.9979810118675232}","{'distance': 0.040000000000000036, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8094163), 'contradiction': 0.9979810118675232}",,"{'distance': 0.29032258064516125, 'evidence_accuracy': 0.9166666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.8424504), 'contradiction': 0.005622532684355974}"
,,,,,,
,,,,,,"{'distance': 0.2571428571428571, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.125, 'evidence_recall': 0.5, 'evidence_f1': 0.2, 'similarity_metrics': np.float32(0.91537106), 'contradiction': 0.0009222562075592577}"
"{'distance': 0.9230769230769231, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.38093156), 'contradiction': 0.0015594606520608068}","{'distance': 0.9230769230769231, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.38093156), 'contradiction': 0.0015594606520608068}","{'distance': 0.9230769230769231, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.38093156), 'contradiction': 0.0015594606520608068}","{'distance': 0.9230769230769231, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.38093156), 'contradiction': 0.0015594606520608068}","{'distance': 0.9230769230769231, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.38093156), 'contradiction': 0.0015594606520608068}","{'distance': 0.9230769230769231, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.38093156), 'contradiction': 0.0015594606520608068}",
"{'distance': 0.16666666666666663, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.0, 'evidence_recall': 0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.72120273), 'contradiction': 0.9896699786186218}",,,"{'distance': 0.16666666666666663, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.0, 'evidence_recall': 0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.72120273), 'contradiction': 0.9896699786186218}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.0, 'evidence_recall': 0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.72120273), 'contradiction': 0.9896699786186218}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.0, 'evidence_recall': 0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.72120273), 'contradiction': 0.9896699786186218}",
,,,,,,"{'distance': 0.18181818181818177, 'evidence_accuracy': 0.6842105263157895, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.8833041), 'contradiction': 0.0019301949068903923}"
,,,,,"{'distance': 0.41666666666666663, 'evidence_accuracy': 0.6, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.68099546), 'contradiction': 0.0009761627297848463}","{'distance': 0.3142857142857143, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7130766), 'contradiction': 0.0235273614525795}"
,,,,,"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.6, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.2, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.89953166), 'contradiction': 0.0012506350176408887}",
,"{'distance': 0.16129032258064513, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.9785764), 'contradiction': 0.002797461347654462}",,,,"{'distance': 0.16129032258064513, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.9785764), 'contradiction': 0.002797461347654462}",
,,,,,,
,,,,,,"{'distance': 0.21739130434782605, 'evidence_accuracy': 0.6190476190476191, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.2, 'similarity_metrics': np.float32(0.829345), 'contradiction': 0.0010384753113612533}"
,,,"{'distance': 0.4838709677419355, 'evidence_accuracy': 0.5238095238095238, 'evidence_precision': 0.23076923076923078, 'evidence_recall': 1.0, 'evidence_f1': 0.375, 'similarity_metrics': np.float32(0.6478138), 'contradiction': 0.830695629119873}","{'distance': 0.4838709677419355, 'evidence_accuracy': 0.5238095238095238, 'evidence_precision': 0.23076923076923078, 'evidence_recall': 1.0, 'evidence_f1': 0.375, 'similarity_metrics': np.float32(0.6478138), 'contradiction': 0.830695629119873}","{'distance': 0.4838709677419355, 'evidence_accuracy': 0.5238095238095238, 'evidence_precision': 0.23076923076923078, 'evidence_recall': 1.0, 'evidence_f1': 0.375, 'similarity_metrics': np.float32(0.6478138), 'contradiction': 0.830695629119873}",
,,,,"{'distance': 0.21052631578947367, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.8229193), 'contradiction': 0.9076769351959229}",,
,,,,,,
"{'distance': 0.09999999999999998, 'evidence_accuracy': 0.7, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.981955), 'contradiction': 0.002228268887847662}",,"{'distance': 0.368421052631579, 'evidence_accuracy': 0.8, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.80104077), 'contradiction': 0.9940488338470459}",,,,"{'distance': 0.40740740740740744, 'evidence_accuracy': 0.7, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.6667102), 'contradiction': 0.32321321964263916}"
,,"{'distance': 0.6129032258064516, 'evidence_accuracy': 0.5238095238095238, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.30376467), 'contradiction': 0.5473885536193848}",,,,
"{'distance': 0.4666666666666667, 'evidence_accuracy': 0.47619047619047616, 'evidence_precision': 0.15384615384615385, 'evidence_recall': 1.0, 'evidence_f1': 0.2666666666666667, 'similarity_metrics': np.float32(0.7913701), 'contradiction': 0.001367670949548483}","{'distance': 0.4666666666666667, 'evidence_accuracy': 0.47619047619047616, 'evidence_precision': 0.15384615384615385, 'evidence_recall': 1.0, 'evidence_f1': 0.2666666666666667, 'similarity_metrics': np.float32(0.7913701), 'contradiction': 0.001367670949548483}","{'distance': 0.4666666666666667, 'evidence_accuracy': 0.47619047619047616, 'evidence_precision': 0.15384615384615385, 'evidence_recall': 1.0, 'evidence_f1': 0.2666666666666667, 'similarity_metrics': np.float32(0.7913701), 'contradiction': 0.001367670949548483}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.8095238095238095, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7837831), 'contradiction': 0.998374342918396}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.8095238095238095, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7837831), 'contradiction': 0.998374342918396}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.8095238095238095, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7837831), 'contradiction': 0.998374342918396}","{'distance': 0.14893617021276595, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.88738114), 'contradiction': 0.14379194378852844}"
,,,,,,
,,,,,,
"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.75471044), 'contradiction': 0.9990757703781128}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.75471044), 'contradiction': 0.9990757703781128}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.75471044), 'contradiction': 0.9990757703781128}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.75471044), 'contradiction': 0.9990757703781128}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.75471044), 'contradiction': 0.9990757703781128}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.75471044), 'contradiction': 0.9990757703781128}","{'distance': 0.21739130434782605, 'evidence_accuracy': 0.5789473684210527, 'evidence_precision': 0.1111111111111111, 'evidence_recall': 1.0, 'evidence_f1': 0.19999999999999998, 'similarity_metrics': np.float32(0.72550976), 'contradiction': 0.04575251415371895}"
"{'distance': 0.21212121212121215, 'evidence_accuracy': 0.8421052631578947, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.8366932), 'contradiction': 0.001441590371541679}","{'distance': 0.21212121212121215, 'evidence_accuracy': 0.8421052631578947, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.8366932), 'contradiction': 0.001441590371541679}","{'distance': 0.21212121212121215, 'evidence_accuracy': 0.8421052631578947, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.8366932), 'contradiction': 0.001441590371541679}",,,,"{'distance': 0.18181818181818177, 'evidence_accuracy': 0.2631578947368421, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.1111111111111111, 'evidence_f1': 0.125, 'similarity_metrics': np.float32(0.83760995), 'contradiction': 0.0013205354334786534}"
,,,,,,"{'distance': 0.43999999999999995, 'evidence_accuracy': 0.4444444444444444, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': np.float32(0.6041699), 'contradiction': 0.7747342586517334}"
"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.9788799), 'contradiction': 0.002863730303943157}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.9788799), 'contradiction': 0.002863730303943157}",,,,,"{'distance': 0.30434782608695654, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.8687013), 'contradiction': 0.002381404396146536}"
"{'distance': 0.22033898305084743, 'evidence_accuracy': 0.8928571428571429, 'evidence_precision': 0.4, 'evidence_recall': 1.0, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.9643811), 'contradiction': 0.053215112537145615}",,,,"{'distance': 0.01754385964912286, 'evidence_accuracy': 0.9642857142857143, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.8775129), 'contradiction': 0.9968505501747131}",,"{'distance': 0.14754098360655743, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.92649204), 'contradiction': 0.001213987241499126}"
,,,,,,
,,,,,,"{'distance': 0.25, 'evidence_accuracy': 0.05263157894736842, 'evidence_precision': 0.09090909090909091, 'evidence_recall': 0.1111111111111111, 'evidence_f1': 0.09999999999999999, 'similarity_metrics': np.float32(0.86470675), 'contradiction': 0.0013522504596039653}"
"{'distance': 0.14814814814814814, 'evidence_accuracy': 0.9259259259259259, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.83748436), 'contradiction': 0.9960707426071167}","{'distance': 0.14814814814814814, 'evidence_accuracy': 0.9259259259259259, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.83748436), 'contradiction': 0.9960707426071167}","{'distance': 0.14814814814814814, 'evidence_accuracy': 0.9259259259259259, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.83748436), 'contradiction': 0.9960707426071167}","{'distance': 0.14814814814814814, 'evidence_accuracy': 0.9259259259259259, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.83748436), 'contradiction': 0.9960707426071167}","{'distance': 0.14814814814814814, 'evidence_accuracy': 0.9259259259259259, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.83748436), 'contradiction': 0.9960707426071167}","{'distance': 0.14814814814814814, 'evidence_accuracy': 0.9259259259259259, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.83748436), 'contradiction': 0.9960707426071167}","{'distance': 0.17460317460317465, 'evidence_accuracy': 0.5555555555555556, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.53199434), 'contradiction': 0.0017113189678639174}"
,,,,,,
,,,,,,"{'distance': 0.21212121212121215, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.8291558), 'contradiction': 0.0013206450967118144}"
,,,,"{'distance': 0.21739130434782605, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.54805285), 'contradiction': 0.43824508786201477}",,"{'distance': 0.31034482758620685, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7154535), 'contradiction': 0.8269600868225098}"
"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.9166666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.75, 'evidence_f1': 0.8571428571428571, 'similarity_metrics': np.float32(0.89885736), 'contradiction': 0.0008944731089286506}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.9166666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.75, 'evidence_f1': 0.8571428571428571, 'similarity_metrics': np.float32(0.89885736), 'contradiction': 0.0008944731089286506}",,"{'distance': 0.040000000000000036, 'evidence_accuracy': 0.5833333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.61394185), 'contradiction': 0.9956022500991821}","{'distance': 0.040000000000000036, 'evidence_accuracy': 0.5833333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.61394185), 'contradiction': 0.9956022500991821}","{'distance': 0.040000000000000036, 'evidence_accuracy': 0.5833333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.61394185), 'contradiction': 0.9956022500991821}","{'distance': 0.2142857142857143, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.86477673), 'contradiction': 0.018260005861520767}"
,,,"{'distance': 0.38888888888888884, 'evidence_accuracy': 0.6, 'evidence_precision': 0.1111111111111111, 'evidence_recall': 1.0, 'evidence_f1': 0.19999999999999998, 'similarity_metrics': np.float32(0.47035778), 'contradiction': 0.9990347623825073}",,"{'distance': 0.38888888888888884, 'evidence_accuracy': 0.6, 'evidence_precision': 0.1111111111111111, 'evidence_recall': 1.0, 'evidence_f1': 0.19999999999999998, 'similarity_metrics': np.float32(0.47035778), 'contradiction': 0.9990347623825073}","{'distance': 0.5102040816326531, 'evidence_accuracy': 0.2, 'evidence_precision': 0.058823529411764705, 'evidence_recall': 1.0, 'evidence_f1': 0.1111111111111111, 'similarity_metrics': np.float32(0.34599984), 'contradiction': 0.989367663860321}"
,,,"{'distance': 0.09999999999999998, 'evidence_accuracy': 0.85, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8938564), 'contradiction': 0.9987642765045166}","{'distance': 0.09999999999999998, 'evidence_accuracy': 0.85, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8938564), 'contradiction': 0.9987642765045166}","{'distance': 0.09999999999999998, 'evidence_accuracy': 0.85, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8938564), 'contradiction': 0.9987642765045166}","{'distance': 0.3928571428571429, 'evidence_accuracy': -0.15, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8919158), 'contradiction': 0.0013185605639591813}"
,,,,,,
,"{'distance': 0.5, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.75560737), 'contradiction': 0.002019546227529645}","{'distance': 0.5, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.75560737), 'contradiction': 0.002019546227529645}",,,"{'distance': 0.5, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.75560737), 'contradiction': 0.002019546227529645}","{'distance': 0.23076923076923073, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.7488883), 'contradiction': 0.0026409956626594067}"
,,,,,"{'distance': 0.23076923076923073, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.3650814), 'contradiction': 0.9977960586547852}",
,,,,,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.9166666666666666, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.8661632), 'contradiction': 0.007467485032975674}"
,,,,,,
"{'distance': 0.09677419354838712, 'evidence_accuracy': 0.9333333333333333, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.9261658), 'contradiction': 0.003322240896522999}","{'distance': 0.09677419354838712, 'evidence_accuracy': 0.9333333333333333, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.9261658), 'contradiction': 0.003322240896522999}",,"{'distance': 0.125, 'evidence_accuracy': 0.9333333333333333, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.6916924), 'contradiction': 0.9975342750549316}","{'distance': 0.125, 'evidence_accuracy': 0.9333333333333333, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.6691447), 'contradiction': 0.997464656829834}","{'distance': 0.125, 'evidence_accuracy': 0.9333333333333333, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.6916924), 'contradiction': 0.9975342750549316}","{'distance': 0.23529411764705888, 'evidence_accuracy': 0.8666666666666667, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.90691173), 'contradiction': 0.0016306870384141803}"
,,,,,,
