e-implcit-target-e-persona-human,e-implcit-target-e-persona-you,baseline,e-persona-you,e-implcit-target,e-persona-human,TextFoolerJin2019
,,"{'distance': 0.368421052631579, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.5765116, 'contradiction': 0.03986110910773277}","{'distance': 0.368421052631579, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.5765116, 'contradiction': 0.03986110910773277}",,,
,,,,"{'distance': 0.375, 'evidence_accuracy': 0.625, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.74401164, 'contradiction': 0.9986295700073242}",,"{'distance': 0.125, 'evidence_accuracy': 0.75, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.863417, 'contradiction': 0.04176807776093483}"
,,,,,,
,,,,,,"{'distance': 0.23076923076923073, 'evidence_accuracy': 0.5384615384615384, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.89086103, 'contradiction': 0.006897255312651396}"
,,,,,,
,,"{'distance': 0.23809523809523814, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.88003284, 'contradiction': 0.006329954601824284}","{'distance': 0.23809523809523814, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.88003284, 'contradiction': 0.006329954601824284}",,"{'distance': 0.23809523809523814, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.88003284, 'contradiction': 0.006329954601824284}",
,,,,,,
,,"{'distance': 0.1578947368421053, 'evidence_accuracy': 0.4, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80991286, 'contradiction': 0.679790198802948}","{'distance': 0.1578947368421053, 'evidence_accuracy': 0.4, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80991286, 'contradiction': 0.679790198802948}",,"{'distance': 0.1578947368421053, 'evidence_accuracy': 0.4, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80991286, 'contradiction': 0.679790198802948}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.9, 'evidence_precision': 1.0, 'evidence_recall': 0.75, 'evidence_f1': 0.8571428571428571, 'similarity_metrics': 0.8125262, 'contradiction': 0.007162859663367271}"
,,,,,,
,,,,,,
,,,,,,
,,,"{'distance': 0.16000000000000003, 'evidence_accuracy': 0.8636363636363636, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.7616356, 'contradiction': 0.0013583219842985272}",,"{'distance': 0.13725490196078427, 'evidence_accuracy': 0.9090909090909091, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8986551, 'contradiction': 0.0016816355055198073}",
"{'distance': 0.09090909090909094, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.98227865, 'contradiction': 0.9600924253463745}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.98227865, 'contradiction': 0.9600924253463745}",,,,,"{'distance': 0.3939393939393939, 'evidence_accuracy': 0.36363636363636365, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.6761478, 'contradiction': 0.004810015205293894}"
,,,,,,"{'distance': 0.21739130434782605, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.87981164, 'contradiction': 0.0011832151794806123}"
,,,,,,"{'distance': 0.21739130434782605, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.7150739, 'contradiction': 0.9040188789367676}"
,,,,,,"{'distance': 0.21052631578947367, 'evidence_accuracy': 0.631578947368421, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.7108572, 'contradiction': 0.9964805245399475}"
,,"{'distance': 0.052631578947368474, 'evidence_accuracy': 0.8421052631578947, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.99128973, 'contradiction': 0.9220265746116638}","{'distance': 0.052631578947368474, 'evidence_accuracy': 0.8421052631578947, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.99128973, 'contradiction': 0.9220265746116638}",,"{'distance': 0.052631578947368474, 'evidence_accuracy': 0.8421052631578947, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.99128973, 'contradiction': 0.9220265746116638}","{'distance': 0.052631578947368474, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.9754816, 'contradiction': 0.001224337611347437}"
,,,,,,
,,,,,,"{'distance': 0.0357142857142857, 'evidence_accuracy': 0.8214285714285714, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.8807642, 'contradiction': 0.0018858547555282712}"
,,,,,,
,,,"{'distance': 0.1875, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.73084426, 'contradiction': 0.997600257396698}",,"{'distance': 0.1875, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.73084426, 'contradiction': 0.997600257396698}","{'distance': 0.06666666666666665, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.95928323, 'contradiction': 0.00162860460113734}"
,,,,,,
,,"{'distance': 0.09999999999999998, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.55550826, 'contradiction': 0.9957765936851501}","{'distance': 0.09999999999999998, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.55550826, 'contradiction': 0.9957765936851501}",,"{'distance': 0.09999999999999998, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.55550826, 'contradiction': 0.9957765936851501}","{'distance': 0.09999999999999998, 'evidence_accuracy': 0.9, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.99185175, 'contradiction': 0.0021550096571445465}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.2222222222222222, 'evidence_accuracy': 0.4444444444444444, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.7956743, 'contradiction': 0.1379590928554535}"
,,,,,,
,,,,,,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.9158419, 'contradiction': 0.002843519439920783}"
,,,,,,
,,"{'distance': 0.09090909090909094, 'evidence_accuracy': 0.45454545454545453, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.77003527, 'contradiction': 0.9989573955535889}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.45454545454545453, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.77003527, 'contradiction': 0.9989573955535889}",,"{'distance': 0.09090909090909094, 'evidence_accuracy': 0.45454545454545453, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.77003527, 'contradiction': 0.9989573955535889}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.5454545454545454, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.94117, 'contradiction': 0.002853072015568614}"
,,,,,,
"{'distance': 0.07692307692307687, 'evidence_accuracy': 0.7692307692307693, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.86227244, 'contradiction': 0.9986860156059265}","{'distance': 0.07692307692307687, 'evidence_accuracy': 0.7692307692307693, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.86227244, 'contradiction': 0.9986860156059265}","{'distance': 0.1875, 'evidence_accuracy': 0.6153846153846154, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8894681, 'contradiction': 0.002333979355171323}","{'distance': 0.1875, 'evidence_accuracy': 0.6153846153846154, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9199322, 'contradiction': 0.002015584148466587}","{'distance': 0.07692307692307687, 'evidence_accuracy': 0.7692307692307693, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.86227244, 'contradiction': 0.9986860156059265}","{'distance': 0.1875, 'evidence_accuracy': 0.6153846153846154, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9199322, 'contradiction': 0.002015584148466587}","{'distance': 0.07692307692307687, 'evidence_accuracy': 0.6923076923076923, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.91471845, 'contradiction': 0.002836151048541069}"
,,,,,,
,,,,,,
,,,,,,
,,"{'distance': 0.1515151515151515, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.8847877, 'contradiction': 0.0010603205300867558}","{'distance': 0.1515151515151515, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.8847877, 'contradiction': 0.0010603205300867558}",,"{'distance': 0.1515151515151515, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.8847877, 'contradiction': 0.0010603205300867558}","{'distance': 0.0625, 'evidence_accuracy': 0.875, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.8058622, 'contradiction': 0.9758250713348389}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"{'distance': 0.2857142857142857, 'evidence_accuracy': 0.15384615384615385, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9957515, 'contradiction': 0.0025212520267814398}","{'distance': 0.2857142857142857, 'evidence_accuracy': 0.15384615384615385, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9957515, 'contradiction': 0.0025212520267814398}","{'distance': 0.2857142857142857, 'evidence_accuracy': 0.15384615384615385, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9957515, 'contradiction': 0.0025212520267814398}","{'distance': 0.2857142857142857, 'evidence_accuracy': 0.15384615384615385, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9957515, 'contradiction': 0.0025212520267814398}","{'distance': 0.3076923076923077, 'evidence_accuracy': 0.38461538461538464, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9954536, 'contradiction': 0.002117638476192951}","{'distance': 0.2857142857142857, 'evidence_accuracy': 0.15384615384615385, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9957515, 'contradiction': 0.0025212520267814398}","{'distance': 0.23076923076923073, 'evidence_accuracy': 0.5384615384615384, 'evidence_precision': 0.25, 'evidence_recall': 0.25, 'evidence_f1': 0.25, 'similarity_metrics': 0.9336525, 'contradiction': 0.9809991121292114}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.98338646, 'contradiction': 0.0040019964799284935}"
,,,,,,"{'distance': 0.31818181818181823, 'evidence_accuracy': 0.5909090909090909, 'evidence_precision': 0.125, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.18181818181818182, 'similarity_metrics': 0.7802795, 'contradiction': 0.9045084118843079}"
,,,,,,"{'distance': 0.2222222222222222, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.7267202, 'contradiction': 0.8553962707519531}"
,,,,,,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.85599476, 'contradiction': 0.0020841644145548344}"
,,,,"{'distance': 0.4545454545454546, 'evidence_accuracy': 0.8, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': 0.53688645, 'contradiction': 0.7351076602935791}",,
,,"{'distance': 0.2857142857142857, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8318603, 'contradiction': 0.01596740074455738}","{'distance': 0.2857142857142857, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8318603, 'contradiction': 0.01596740074455738}",,"{'distance': 0.2857142857142857, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8318603, 'contradiction': 0.01596740074455738}",
,,,,,,"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': 0.7166522, 'contradiction': 0.6893224120140076}"
,,,,"{'distance': 0.09090909090909094, 'evidence_accuracy': 0.45454545454545453, 'evidence_precision': 1.0, 'evidence_recall': 0.14285714285714285, 'evidence_f1': 0.25, 'similarity_metrics': 0.7417991, 'contradiction': 0.9984967708587646}",,"{'distance': 0.09090909090909094, 'evidence_accuracy': 0.36363636363636365, 'evidence_precision': 0.5, 'evidence_recall': 0.14285714285714285, 'evidence_f1': 0.22222222222222224, 'similarity_metrics': 0.87028325, 'contradiction': 0.0026236537378281355}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.15384615384615385, 'evidence_accuracy': 0.8076923076923077, 'evidence_precision': 0.25, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.8275634, 'contradiction': 0.007073883432894945}"
,,,,,,
,,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.7548772, 'contradiction': 0.9633347392082214}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.7548772, 'contradiction': 0.9633347392082214}",,"{'distance': 0.25, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.7340609, 'contradiction': 0.9682258367538452}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.7457768, 'contradiction': 0.35531166195869446}"
,,,,,,
"{'distance': 0.16666666666666663, 'evidence_accuracy': 0.85, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.93782246, 'contradiction': 0.0035607966128736734}","{'distance': 0.09999999999999998, 'evidence_accuracy': 0.7, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.961681, 'contradiction': 0.9609799385070801}",,,"{'distance': 0.09999999999999998, 'evidence_accuracy': 0.7, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.961681, 'contradiction': 0.9609799385070801}",,"{'distance': 0.09999999999999998, 'evidence_accuracy': 0.95, 'evidence_precision': 1.0, 'evidence_recall': 0.75, 'evidence_f1': 0.8571428571428571, 'similarity_metrics': 0.95118916, 'contradiction': 0.0015399758704006672}"
,,,,,,"{'distance': 0.09999999999999998, 'evidence_accuracy': 0.95, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.93693554, 'contradiction': 0.0015705535188317299}"
,,,,,,
,,,,,,"{'distance': 0.045454545454545414, 'evidence_accuracy': 0.8636363636363636, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.86992836, 'contradiction': 0.0032366043888032436}"
,,,,,,"{'distance': 0.06666666666666665, 'evidence_accuracy': 0.4666666666666667, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.887755, 'contradiction': 0.002260135021060705}"
,,,,,,
,,,,,,
,,,,,"{'distance': 0.21739130434782605, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.9222758, 'contradiction': 0.001357116736471653}",
,,,,,,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.8697401, 'contradiction': 0.0019322853768244386}"
,,,,,,"{'distance': 0.2222222222222222, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.9558265, 'contradiction': 0.0013490793062373996}"
,,,,,,
,,,"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.9166666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.8, 'evidence_f1': 0.888888888888889, 'similarity_metrics': 0.6465184, 'contradiction': 0.004183072131127119}",,"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.9166666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.8, 'evidence_f1': 0.888888888888889, 'similarity_metrics': 0.6465184, 'contradiction': 0.004183072131127119}","{'distance': 0.23809523809523814, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.8, 'evidence_recall': 0.8, 'evidence_f1': 0.8000000000000002, 'similarity_metrics': 0.77720594, 'contradiction': 0.0014228138606995344}"
,,,,,,
,,,,,"{'distance': 0.1578947368421053, 'evidence_accuracy': 0.4444444444444444, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.93697834, 'contradiction': 0.9971207976341248}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.5555555555555556, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.82861876, 'contradiction': 0.011607286520302296}"
,,,,,,"{'distance': 0.23076923076923073, 'evidence_accuracy': 0.6538461538461539, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.2, 'evidence_f1': 0.1818181818181818, 'similarity_metrics': 0.77902484, 'contradiction': 0.9925190210342407}"
,,,,,,"{'distance': 0.34615384615384615, 'evidence_accuracy': 0.6538461538461539, 'evidence_precision': 0.1111111111111111, 'evidence_recall': 0.5, 'evidence_f1': 0.1818181818181818, 'similarity_metrics': 0.8110417, 'contradiction': 0.9853011965751648}"
,,,,,,
,,,,,,
,,,,"{'distance': 0.7, 'evidence_accuracy': 0.5, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': 0.3818947, 'contradiction': 0.9989640712738037}",,
,,,,,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.7931688, 'contradiction': 0.44984865188598633}"
,,,,,,
"{'distance': 0.03448275862068961, 'evidence_accuracy': 0.9285714285714286, 'evidence_precision': 0.0, 'evidence_recall': 0, 'evidence_f1': 0, 'similarity_metrics': 0.6742914, 'contradiction': 0.9975048899650574}","{'distance': 0.03448275862068961, 'evidence_accuracy': 0.9285714285714286, 'evidence_precision': 0.0, 'evidence_recall': 0, 'evidence_f1': 0, 'similarity_metrics': 0.6742914, 'contradiction': 0.9975048899650574}","{'distance': 0.0714285714285714, 'evidence_accuracy': 0.9285714285714286, 'evidence_precision': 0.0, 'evidence_recall': 0, 'evidence_f1': 0, 'similarity_metrics': 0.82224023, 'contradiction': 0.9980223178863525}","{'distance': 0.0714285714285714, 'evidence_accuracy': 0.9285714285714286, 'evidence_precision': 0.0, 'evidence_recall': 0, 'evidence_f1': 0, 'similarity_metrics': 0.82224023, 'contradiction': 0.9980223178863525}","{'distance': 0.03448275862068961, 'evidence_accuracy': 0.9285714285714286, 'evidence_precision': 0.0, 'evidence_recall': 0, 'evidence_f1': 0, 'similarity_metrics': 0.6742914, 'contradiction': 0.9975048899650574}","{'distance': 0.0714285714285714, 'evidence_accuracy': 0.9285714285714286, 'evidence_precision': 0.0, 'evidence_recall': 0, 'evidence_f1': 0, 'similarity_metrics': 0.82224023, 'contradiction': 0.9980223178863525}","{'distance': 0.0714285714285714, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 0.0, 'evidence_recall': 0, 'evidence_f1': 0, 'similarity_metrics': 0.8863945, 'contradiction': 0.005015489645302296}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.3529411764705882, 'evidence_accuracy': 0.5882352941176471, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.2222222222222222, 'similarity_metrics': 0.6599817, 'contradiction': 0.007341274060308933}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.06666666666666665, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.97048247, 'contradiction': 0.0018555113347247243}"
,,,,,,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9159773, 'contradiction': 0.006988270673900843}"
,,,,,,"{'distance': 0.2222222222222222, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': 0.9183341, 'contradiction': 0.00487122917547822}"
,,,,,,
,,,,,,"{'distance': 0.09090909090909094, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.9580225, 'contradiction': 0.00220276671461761}"
,,,,,,
,,,,,,"{'distance': 0.0625, 'evidence_accuracy': 0.5625, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9834336, 'contradiction': 0.0014499126700684428}"
,,,,,,
,,,,,,
"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.7843365, 'contradiction': 0.998082160949707}","{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.7843365, 'contradiction': 0.998082160949707}","{'distance': 0.12, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.7590225, 'contradiction': 0.9993439316749573}","{'distance': 0.12, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.7590225, 'contradiction': 0.9993439316749573}","{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.7843365, 'contradiction': 0.998082160949707}","{'distance': 0.12, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.7590225, 'contradiction': 0.9993439316749573}","{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.98576516, 'contradiction': 0.002212325343862176}"
,,,,,,
,,,,,,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.6840416, 'contradiction': 0.00793315190821886}"
,,,,,,
"{'distance': 0.04347826086956519, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.66494024, 'contradiction': 0.9987955093383789}","{'distance': 0.04347826086956519, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.66494024, 'contradiction': 0.9987955093383789}",,"{'distance': 0.2142857142857143, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8638324, 'contradiction': 0.0016215491341426969}","{'distance': 0.04347826086956519, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.66494024, 'contradiction': 0.9987955093383789}","{'distance': 0.2142857142857143, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8638324, 'contradiction': 0.0016215491341426969}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.9309152, 'contradiction': 0.001275011571124196}"
,,,,,,
,,,,,,
,,,,,,
